,species,family,VegMaxHeight,leafN,WDensity,leafP,LDMC,SeedDryMass,SLA,LA
4215,Antidesma_madagascariense,Phyllanthaceae,5.574424015,15.16279838,0.582643556,1.489897386,0.376099666,13.33779983,13.02956583,933.7253416
4216,Antidesma_minus,Phyllanthaceae,4.897788194,15.17399721,0.586273143,1.533910428,0.375664365,14.60158497,13.37211183,905.3155916
4217,Antidesma_macgregorii,Phyllanthaceae,4.674121529,14.59486224,0.591561634,1.523701868,0.380452113,13.18256739,12.90327639,825.4675398
4218,Antidesma_pendulum,Phyllanthaceae,5.107401504,15.16701094,0.592788814,1.446771683,0.37653036,14.97269576,13.03466878,1032.285911
4219,Antidesma_velutinosum,Phyllanthaceae,4.862952192,15.5381747,0.584117207,1.525457105,0.371620788,13.31373781,13.62699197,974.5407418
4220,Antidesma_rhynchophyllum,Phyllanthaceae,4.963636849,15.00375625,0.592515888,1.481153264,0.377833099,15.20897689,13.07675539,959.1797468
4221,Antidesma_venenosum,Phyllanthaceae,4.893279241,15.11123641,0.587759964,1.519147698,0.376010524,14.4643859,13.28005886,915.587806
4222,Antidesma_ghaesembilla,Phyllanthaceae,5.158221651,14.46241276,0.596745497,1.46899678,0.383149495,14.421099,12.58222069,878.6413692
4223,Antidesma_riparium,Phyllanthaceae,4.745696932,14.75366778,0.594429015,1.477406482,0.378878534,13.06170888,12.88249552,914.1132415
4224,Antidesma_orthogyne,Phyllanthaceae,5.295414984,14.70618415,0.590336995,1.473669177,0.380890376,14.53115047,12.7145209,901.3635671
4225,Antidesma_oblongum,Phyllanthaceae,5.418761045,15.37800508,0.583445104,1.498304211,0.374282912,14.63861538,13.27700137,969.616506
4226,Antidesma_ferrugineum,Phyllanthaceae,5.133339644,15.06260197,0.587218866,1.502103991,0.377224594,14.72990684,13.13106648,922.1466651
4227,Antidesma_chalaranthum,Phyllanthaceae,4.904559414,14.85593532,0.587354094,1.532851206,0.378616904,14.05723807,13.12502079,852.7073373
4228,Antidesma_helferi,Phyllanthaceae,5.116818355,15.10080154,0.591697862,1.458142606,0.376964107,15.22299133,13.04667969,1011.812406
4229,Antidesma_myriocarpum,Phyllanthaceae,4.736963082,14.52111618,0.599652985,1.445772634,0.381592649,13.64268966,12.61537022,930.0365148
4230,Antidesma_celebicum,Phyllanthaceae,4.816149948,19.07136297,0.552509914,1.753325113,0.34391873,16.9642073,17.41813773,1278.189568
4231,Antidesma_polystylum,Phyllanthaceae,5.018801279,15.2054753,0.584790084,1.532851206,0.375577875,14.81835518,13.37519123,908.2386933
4232,Antidesma_cuspidatum,Phyllanthaceae,4.187935651,13.12563982,0.646568715,1.258429996,0.398569049,16.45689143,11.18150336,1051.328674
4233,Thecacoris_cometia,Phyllanthaceae,7.171334827,13.87714097,0.614327561,1.247383514,0.398015514,26.64403528,11.14037987,1139.462403
4234,Thecacoris_madagascariensis,Phyllanthaceae,7.274447267,12.94195841,0.626036998,1.201434227,0.40888389,26.650171,10.3086074,1029.911719
4235,Thecacoris_grandifolia,Phyllanthaceae,6.850148715,13.11897789,0.623591232,1.225462426,0.405788748,25.30463049,10.58034916,1031.810635
4236,Thecacoris_leptobotrya,Phyllanthaceae,7.085981269,13.13106648,0.629796148,1.159845121,0.406256198,24.31084196,10.31573079,1160.379373
4237,Thecacoris_lucida,Phyllanthaceae,6.423918168,13.13106648,0.628347657,1.231402412,0.406162665,27.59306856,10.69054879,1044.960803
4238,Thecacoris_perrieri,Phyllanthaceae,7.148254396,13.54253604,0.6180164,1.225462426,0.401051366,24.33324338,10.8292904,1102.046704
4239,Thecacoris_humbertii,Phyllanthaceae,7.689533618,13.66155076,0.614469032,1.223488805,0.400774425,26.62563659,10.82679715,1122.018454
4240,Thecacoris_trichogyne,Phyllanthaceae,6.07155593,13.3326793,0.62719128,1.254086931,0.402961638,26.41711528,10.97390887,1056.861538
4241,Hymenocardia_acida,Phyllanthaceae,15.64948319,16.82121657,0.672016996,0.715026745,0.383596823,57.36958522,10.3530504,7760.679601
4242,Hymenocardia_ulmoides,Phyllanthaceae,19.54339456,17.66170651,0.583545389,0.8926796,0.364438572,14.32668081,10.9812128,3863.482704
4243,Hymenocardia_heudelotii,Phyllanthaceae,13.33521432,16.88763694,0.611364989,0.911105952,0.373079981,26.08273533,11.12373535,3728.487047
4244,Hymenocardia_lyrata,Phyllanthaceae,12.7145209,17.15536648,0.606596639,0.948855327,0.37144969,28.24879975,11.49211597,3556.313186
4245,Hymenocardia_punctata,Phyllanthaceae,12.2489821,16.3907943,0.615035239,0.93282462,0.378007137,27.32121444,10.9774129,3267.382661
4246,Hymenocardia_ripicola,Phyllanthaceae,13.21599909,17.89781439,0.605340875,0.918755602,0.365931672,28.45116144,11.74897555,4299.322267
4247,Uapaca_pilosa,Phyllanthaceae,4.596211447,6.597072689,0.657507539,2.06000789,0.542438159,129.6733252,7.462082033,55.60801651
4248,Uapaca_lebrunii,Phyllanthaceae,13.94761658,8.365655958,0.5985494,1.768479378,0.506174194,164.8921573,7.839710037,124.1652308
4249,Uapaca_brieyi,Phyllanthaceae,13.81974406,8.443062419,0.592379472,1.837807417,0.503964564,161.5846121,8.033411248,115.7977178
4250,Uapaca_littoralis,Phyllanthaceae,14.48104823,8.269895086,0.599652985,1.74904104,0.509213607,167.6486266,7.710809966,122.5744632
4251,Uapaca_guineensis,Phyllanthaceae,15.01412406,8.631660357,0.608771961,1.765187109,0.509834616,381.7723966,8.189525984,149.1507889
4252,Uapaca_bojeri,Phyllanthaceae,13.58000719,8.507461649,0.604505143,1.702158508,0.503500609,164.6645077,7.874083211,143.4828518
4253,Uapaca_thouarsii,Phyllanthaceae,12.19831938,7.749969619,0.622443592,1.65272273,0.520714894,154.9173288,7.227698036,121.5346179
4254,Uapaca_pynaertii,Phyllanthaceae,13.40602423,8.402335139,0.598687237,1.798456757,0.505242645,171.2379421,7.961593504,121.7586993
4255,Uapaca_densifolia,Phyllanthaceae,12.14227319,7.830689431,0.622300285,1.656151262,0.518561178,161.4730319,7.318127977,125.1987521
4256,Uapaca_mole,Phyllanthaceae,14.13513628,8.818607228,0.591153139,1.792255823,0.495678407,160.8051672,8.264184417,138.6755829
4257,Uapaca_sansibarica,Phyllanthaceae,24.96893392,9.502180742,0.571087711,1.645880468,0.488172467,190.8510062,8.145228912,189.6820083
4258,Uapaca_nitida,Phyllanthaceae,12.0670191,8.119131937,0.605298423,1.814488325,0.510781016,160.6245466,7.83219264,110.8491375
4259,Uapaca_robynsii,Phyllanthaceae,10.33475059,7.517762484,0.629195289,1.808708578,0.523077682,146.043742,7.49810071,96.1283454
4260,Uapaca_benguelensis,Phyllanthaceae,14.37474006,8.519223264,0.596211021,1.775415471,0.504196701,179.0605854,7.978109634,129.6283521
4261,Uapaca_togoensis,Phyllanthaceae,12.47670768,8.180879579,0.598825106,1.860372881,0.509330871,158.3434124,7.925013305,104.9059208
4262,Uapaca_amplifolia,Phyllanthaceae,12.66193268,8.497672708,0.597310295,1.839077368,0.502805477,168.8107114,8.158306174,120.8926785
4263,Uapaca_heudelotii,Phyllanthaceae,13.93477626,8.256636657,0.599705634,1.799693118,0.509340623,170.2420103,7.827154021,116.1413986
4264,Uapaca_kirkiana,Phyllanthaceae,12.69696727,9.444260252,0.593343366,1.940475687,0.488818918,339.6701652,9.334571028,155.9159577
4265,Uapaca_louvelii,Phyllanthaceae,11.08153698,4.40148924,0.644135201,1.965489469,0.636851423,71.36003669,4.622570062,15.68476741
4266,Uapaca_katentaniensis,Phyllanthaceae,13.3505759,8.398466612,0.598825106,1.793081377,0.505475371,165.0821057,7.950601751,122.9419225
4267,Uapaca_vanhouttei,Phyllanthaceae,13.74991457,8.527073373,0.593061866,1.834002824,0.502226934,168.8495859,8.120822162,120.5591008
4268,Uapaca_rufopilosa,Phyllanthaceae,7.584029262,7.687229161,0.625317258,1.939993095,0.517074983,148.3393634,7.993141679,89.222772
4269,Uapaca_gossweileri,Phyllanthaceae,13.10086586,8.767989075,0.593608348,1.814261982,0.496363685,160.3245391,8.311894074,134.5550494
4270,Uapaca_ferruginea,Phyllanthaceae,13.80384265,8.663632065,0.597723045,1.760353954,0.500034535,171.0409106,8.098414473,139.508285
4271,Uapaca_acuminata,Phyllanthaceae,12.96880619,8.306154404,0.599791076,1.819700859,0.507457879,170.2942562,7.946941206,115.8510569
4272,Uapaca_staudtii,Phyllanthaceae,23.49632821,15.66058771,0.551061776,1.487373141,0.404118614,241.4455555,12.42460966,1036.922276
4273,Uapaca_ambanjensis,Phyllanthaceae,14.95546773,8.523147415,0.589793524,1.826837845,0.504196701,181.2174438,8.048222976,120.1434227
4274,Uapaca_lissopyrena,Phyllanthaceae,12.86174811,8.450842349,0.599514926,1.806758057,0.503616557,165.6532649,8.068633704,123.8796587
4275,Uapaca_niangadoumae,Phyllanthaceae,14.7842739,8.691605379,0.590744926,1.794320422,0.500034535,172.9019933,8.128305162,132.0383231
4276,Bischofia_javanica,Phyllanthaceae,17.38201018,20.8418523,0.502898197,1.680946073,0.337313105,13.00986277,16.79669034,1432.056187
4277,Bischofia_polycarpa,Phyllanthaceae,14.83542526,17.7459805,0.529907419,1.355813644,0.358756683,12.2489821,13.08880507,1426.264261
4278,Nothobaccaurea_stylaris,Phyllanthaceae,16.33804169,15.08689959,0.568852931,1.207535758,0.391020926,30.8318795,10.93956366,1301.068014
4279,Distichirhops_megale,Phyllanthaceae,14.57806895,15.88546749,0.557827602,1.297776782,0.380189396,28.28785388,11.91790722,1278.497844
4280,Distichirhops_mitsemosik,Phyllanthaceae,13.68043793,15.16701094,0.570821076,1.243941624,0.387436025,26.97118326,11.29795915,1257.476854
4281,Ashtonia_excelsa,Phyllanthaceae,16.03983883,14.71973529,0.571478637,1.201710899,0.394184915,27.64394371,10.67824793,1224.334253
4282,Ashtonia_praeterita,Phyllanthaceae,16.11387536,15.34970382,0.57200523,1.157177551,0.386990229,25.68029451,10.91943079,1493.825952
4283,Chonocentrum_cyathophorum,Phyllanthaceae,14.63861538,15.60989565,0.571215522,1.190145339,0.383354001,26.40584076,11.30836975,1491.420128
4284,Podocalyx_loranthoides,Picrodendraceae,6.195837231,14.62177174,0.703720172,0.790132635,0.395822065,42.28633052,10.05078539,4418.755788
4285,Petalostigma_pubescens,Picrodendraceae,4.190829574,9.655751558,0.777456757,0.765432155,0.458621902,27.73641409,7.052125275,1576.890226
4286,Petalostigma_triloculare,Picrodendraceae,4.129524052,8.893261969,0.780521086,0.759808356,0.469900345,18.84345487,6.497060434,1228.926892
4287,Petalostigma_quadriloculare,Picrodendraceae,3.506711196,7.217082127,0.843926334,0.669986031,0.508682035,17.95004237,5.218382235,967.6523637
4288,Petalostigma_banksii,Picrodendraceae,4.206297637,9.018738467,0.780235783,0.768173059,0.470067077,23.00238459,6.609589296,1263.216724
4289,Scagea_depauperata,Picrodendraceae,6.292163513,13.93798523,0.689128165,0.876193445,0.402995318,43.59131797,10.02074475,3025.519804
4290,Austrobuxus_ellipticus,Picrodendraceae,8.367582443,16.40589773,0.662369002,0.831189407,0.378529734,37.9314985,11.02808234,4969.354738
4291,Austrobuxus_megacarpus,Picrodendraceae,8.384940786,16.86553025,0.653280959,0.868160456,0.374800361,40.31809464,11.48947012,4849.533905
4292,Austrobuxus_alticola,Picrodendraceae,8.235690172,16.16590417,0.661302249,0.846252569,0.380802683,37.23917063,10.95973366,4578.255228
4293,Austrobuxus_dentatus,Picrodendraceae,7.96342694,15.4525444,0.664354682,0.856248848,0.386990229,35.61229809,10.58766033,3901.21603
4294,Austrobuxus_celebicus,Picrodendraceae,8.705625887,17.15141676,0.655692174,0.839266716,0.373164224,41.47629932,11.46304507,5482.769649
4295,Austrobuxus_rubiginosus,Picrodendraceae,8.287050779,16.25174502,0.663590256,0.824897524,0.379489706,35.57132151,10.88178147,4909.078762
4296,Austrobuxus_carunculatus,Picrodendraceae,8.529037031,17.72148045,0.654937715,0.827751545,0.367620736,38.66339621,11.77063791,6228.737089
4297,Austrobuxus_brevipes,Picrodendraceae,8.1114781,16.90830215,0.657052391,0.860993752,0.375059353,43.00312336,11.52922195,5043.128103
4298,Austrobuxus_clusiaceus,Picrodendraceae,8.050076361,17.02942562,0.646397994,0.903233424,0.372220253,36.85530419,11.80320636,4539.416167
4299,Austrobuxus_huerlimannii,Picrodendraceae,8.308067187,16.45886943,0.668036205,0.807049179,0.378616904,39.38220241,10.94208288,5386.417346
4300,Austrobuxus_cracens,Picrodendraceae,8.588157491,16.79190622,0.656145266,0.848203382,0.375923954,39.76490965,11.31097389,5035.006088
4301,Austrobuxus_pauciflorus,Picrodendraceae,8.641716206,16.67631155,0.654334772,0.858420341,0.376877317,40.71927154,11.29795915,4782.995805
4302,Austrobuxus_swainii,Picrodendraceae,8.588157491,16.61116148,0.65841543,0.834065197,0.376877317,37.0766084,11.11475771,5045.451084
4303,Austrobuxus_montis-do,Picrodendraceae,8.192189693,16.39456885,0.655994201,0.863773747,0.377833099,34.80967752,11.15578151,4493.657831
4304,Austrobuxus_vieillardii,Picrodendraceae,7.818078018,16.53864785,0.666960325,0.834065197,0.377833099,41.91794659,11.20985513,5154.659708
4305,Austrobuxus_eugeniifolius,Picrodendraceae,8.602011127,17.19887341,0.654184124,0.841976558,0.371963221,38.43262072,11.51065401,5453.809951
4306,Austrobuxus_ovalis,Picrodendraceae,7.935969682,16.49301295,0.659781297,0.857235208,0.377311463,37.75721909,11.25382092,4726.068369
4307,Austrobuxus_mandjelicus,Picrodendraceae,8.881779763,16.66479594,0.658263842,0.818276351,0.376703799,36.24933135,11.02300489,5266.232149
4308,Dissiliaria_muelleri,Picrodendraceae,5.083935125,13.8835331,0.729289566,0.767184818,0.403645393,45.96211447,9.707334612,4377.236379
4309,Dissiliaria_baloghioides,Picrodendraceae,4.524806379,12.09340619,0.785180711,0.655447074,0.425897771,44.76282574,8.176500311,4489.755948
4310,Dissiliaria_tuckeri,Picrodendraceae,4.753352259,13.05569513,0.745246594,0.743190244,0.412382284,42.46195639,9.105420356,4008.667176
4311,Dissiliaria_surculosa,Picrodendraceae,4.916997642,13.62699197,0.74028679,0.738584178,0.406349753,44.02506441,9.425404556,4571.934502
4312,Dissiliaria_laxinervis,Picrodendraceae,5.154659708,13.8835331,0.739264753,0.726105957,0.404296517,46.69818486,9.497296574,4989.993731
4313,Dissiliaria_indistincta,Picrodendraceae,4.634469197,13.52383925,0.742506056,0.754049749,0.407661783,45.7404044,9.471090795,4297.342812
4314,Oldfieldia_dactylophylla,Picrodendraceae,10.70779382,16.3208677,0.699001111,0.768457093,0.397115914,246.9626632,10.83774136,6990.586034
4315,Oldfieldia_somalensis,Picrodendraceae,19.36421964,18.40772782,0.649532896,0.725392061,0.379489706,166.0949231,11.03961532,9314.694127
4316,Oldfieldia_macrocarpa,Picrodendraceae,13.23122333,16.53864785,0.678109767,0.740968934,0.392735356,155.0243789,10.48093433,7120.328
4317,Oldfieldia_africana,Picrodendraceae,8.669618758,13.61132137,0.747138184,0.658432204,0.420532966,140.3744487,8.747829057,6006.648245
4318,Androstachys_johnsonii,Picrodendraceae,22.16154326,19.84849627,0.595238933,0.858769051,0.360062663,60.27421634,12.21952508,6678.443203
4319,Hyaenanche_globosa,Picrodendraceae,6.916716893,14.6083108,0.691671689,0.811895249,0.396369291,42.44240644,10.03459849,4001.289735
4320,Aristogeitonia_monophylla,Picrodendraceae,6.695761872,14.09613337,0.705180022,0.795243266,0.40345955,52.48074602,9.738677853,3979.238776
4321,Aristogeitonia_uapacifolia,Picrodendraceae,6.505789392,14.91420128,0.695184371,0.823948372,0.394729878,53.19857509,10.39920166,4291.409912
4322,Aristogeitonia_gabonica,Picrodendraceae,6.661929002,14.2955214,0.697589604,0.815455,0.400497676,47.34782132,9.917449552,3825.603887
4323,Aristogeitonia_perrieri,Picrodendraceae,6.787346174,14.75366778,0.690239804,0.833489245,0.395913217,49.91142852,10.28489826,3970.086781
4324,Aristogeitonia_limoniifolia,Picrodendraceae,6.519285491,14.37474006,0.706154937,0.794328235,0.401143722,54.99206144,9.94260074,4240.333354
4325,Aristogeitonia_lophirifolia,Picrodendraceae,6.260369977,14.51108881,0.69791093,0.830233016,0.398198849,49.51080641,10.19529978,3894.036339
4326,Picrodendron_baccatum,Picrodendraceae,5.847900841,14.22328787,0.70680563,0.828514283,0.401698306,53.43182401,10.11113712,3778.330987
4327,Sankowskya_stipularis,Picrodendraceae,6.385574851,14.58142606,0.696786937,0.826418442,0.397283017,50.08411453,10.22115561,3987.493609
4328,Kairothamnus_phyllanthoides,Picrodendraceae,5.505540985,15.15304804,0.694064769,0.867161524,0.38985221,48.62952192,10.90937825,4069.115338
4329,Voatamalo_eugenioides,Picrodendraceae,6.032537079,14.28893959,0.711213514,0.791589455,0.401143722,52.09547473,9.894640051,4219.879017
4330,Voatamalo_capuronii,Picrodendraceae,5.705582639,13.79113469,0.721938163,0.771969248,0.405975663,49.29467413,9.558725719,4102.04103
4331,Neoroepera_banksii,Picrodendraceae,5.90065197,14.35820005,0.70680563,0.809468587,0.399668573,47.67602074,10.05541502,4055.085354
4332,Neoroepera_buxifolia,Picrodendraceae,5.081594426,14.43444201,0.707945784,0.857235208,0.398749361,53.86417346,10.47852129,3743.69104
4333,Stachyandra_imberbis,Picrodendraceae,6.150352393,14.53115047,0.70680563,0.782888656,0.397283017,43.32115231,9.958639241,4434.044016
4334,Stachyandra_viticifolia,Picrodendraceae,5.962110214,14.55794251,0.698071649,0.841395142,0.397008678,47.91814529,10.32285911,3812.413511
4335,Stachyandra_rufibarbis,Picrodendraceae,5.770321353,14.89361078,0.7066429,0.793231587,0.392735356,45.17519127,10.34903844,4734.782132
4336,Stachyandra_merana,Picrodendraceae,5.741164622,15.59911644,0.696626514,0.836758244,0.387614487,54.5883541,11.04587184,4847.301126
4337,Piranhea_mexicana,Picrodendraceae,11.74897555,39.03730944,0.60947839,0.663618949,0.274324392,50.99366431,21.63771754,96539.0812
4338,Piranhea_trifoliata,Picrodendraceae,7.076198384,18.94852743,0.710788954,0.653326493,0.361222273,53.54823373,11.75151873,14633.13492
4339,Piranhea_longipedunculata,Picrodendraceae,6.64354682,18.45440299,0.708924524,0.663590256,0.363747486,46.18489919,11.52391377,12941.95841
4340,Piranhea_securinega,Picrodendraceae,5.974478464,19.03268238,0.717794291,0.65584317,0.359500915,51.49914276,11.956388,14976.14375
4341,Piranhea_longepedunculata,Picrodendraceae,4.676274537,15.03509715,0.79148015,0.558220536,0.392439587,47.322502,9.344686872,12177.45608
4342,Mischodon_zeylanicus,Picrodendraceae,6.743727298,14.87647374,0.702748618,0.788496918,0.396278034,57.04269031,10.17888013,4702.188121
4343,Choriceras_tricorne,Picrodendraceae,6.655795964,13.49273529,0.704206452,0.816018491,0.410298567,49.57925539,9.423234526,3248.628126
4344,Choriceras_majus,Picrodendraceae,7.131813867,13.47721014,0.696466128,0.819973845,0.409166435,43.88337287,9.354056741,3118.171516
4345,Parodiodendron_marginivillosum,Picrodendraceae,6.851726201,14.84567675,0.690239804,0.832530207,0.395275594,52.80803408,10.33951101,4069.115338
4346,Whyanbeelia_terrae-reginae,Picrodendraceae,5.891148903,14.12212333,0.711213514,0.805193017,0.402253656,50.32687916,9.899197751,3933.688807
4347,Dimorphocalyx_pauciflorus,Euphorbiaceae,8.046370017,18.55666809,0.635477239,0.982878873,0.364082664,67.65501583,13.31987042,5002.648624
4348,Dimorphocalyx_poilanei,Euphorbiaceae,8.143291852,18.93215276,0.623160619,1.038245363,0.360744734,63.94402945,13.84841278,4600.446664
4349,Dimorphocalyx_australiensis,Euphorbiaceae,8.590135215,18.90166231,0.629071486,0.98107001,0.361409863,63.4599901,13.45860354,5216.749703
4350,Dimorphocalyx_denticulatus,Euphorbiaceae,8.908405964,19.6788629,0.618870811,1.018122417,0.356287019,67.54605666,14.09613337,5292.976917
4351,Dimorphocalyx_malayanus,Euphorbiaceae,6.582638416,16.12129778,0.691353236,0.817711301,0.383795608,60.50621692,11.15578151,5482.769649
4352,Dimorphocalyx_muricatus,Euphorbiaceae,8.556575761,19.63812409,0.622013771,1.017185124,0.356779588,69.90367368,14.11562135,5329.66608
4353,Dimorphocalyx_glabellus,Euphorbiaceae,8.384940786,18.8234836,0.626181165,1.0167168,0.362159598,66.80362047,13.58939117,4715.198713
4354,Bhesa_sinica,Centroplacaceae,4.797334486,17.97628728,0.656901116,1.054872571,0.36652196,58.7895316,13.77209469,4104.875598
4355,Bhesa_nitidissima,Centroplacaceae,4.671969512,19.8335292,0.640324324,1.119953522,0.35302056,64.29837541,15.45966219,4742.419853
4356,Bhesa_indica,Centroplacaceae,4.582473899,18.005285,0.662369002,1.051961874,0.367028678,66.34374758,13.88673027,4260.886836
4357,Bhesa_ceylanica,Centroplacaceae,4.825029801,18.33580578,0.648485097,1.086175494,0.362242998,63.70888436,14.31528504,4184.080196
4358,Bhesa_paniculata,Centroplacaceae,5.022269342,19.27959384,0.648357067,1.07205192,0.356849235,74.07577495,14.93578482,5039.590496
4359,Bhesa_robusta,Centroplacaceae,4.498834325,18.0177269,0.650878611,1.1137815,0.364837944,62.60369977,14.31528504,3791.403442
4360,Centroplacus_glaucinus,Centroplacaceae,4.566673896,19.95721794,0.660389257,1.057060878,0.358013992,80.96549959,15.00375625,5392.622259
4361,Clusia_valerii,Clusiaceae,5.220354551,12.75851122,0.78090823,0.506757284,0.404762249,8.495716272,7.399459543,7773.202828
4362,Clusia_vaginata,Clusiaceae,4.557220056,11.33965913,0.793596968,0.530151507,0.421890747,8.033411248,6.851726201,5125.072342
4363,Clusia_uleana,Clusiaceae,4.422827487,12.33956926,0.78090823,0.550173921,0.408413416,8.869517603,7.540497495,6067.363296
4364,Clusia_spruceana,Clusiaceae,4.352111366,11.38937782,0.792318871,0.540629824,0.420339303,7.587522641,6.948643007,4991.142852
4365,Clusia_sclerophylla,Clusiaceae,4.514399613,11.96740531,0.790132635,0.529297692,0.413142621,8.564460289,7.209414572,6043.659664
4366,Clusia_planchoniana,Clusiaceae,5.11917528,12.83512197,0.777678334,0.5261384,0.404762249,9.931160484,7.589269934,7389.24387
4367,Clusia_peruviana,Clusiaceae,4.535237135,12.30835461,0.775353943,0.557057467,0.408695636,8.321469007,7.528353438,5759.701813
4368,Clusia_perscariosa,Clusiaceae,4.615300681,11.92614266,0.793962517,0.514162028,0.413904359,8.243279017,7.08434985,6388.516194
4369,Clusia_octandra,Clusiaceae,4.386316848,11.89871329,0.791589455,0.530762218,0.413618543,8.14704284,7.187866461,5918.341211
4370,Clusia_oblanceolata,Clusiaceae,4.727156712,11.91516333,0.787589649,0.526017266,0.413904359,8.21674861,7.121967705,5971.727749
4371,Clusia_neurosa,Clusiaceae,4.607867687,12.25462426,0.781088062,0.549161396,0.410298567,9.289663868,7.461050852,5914.254378
4372,Clusia_myrsinites,Clusiaceae,4.408592932,12.35093966,0.781447849,0.546638228,0.407567927,8.277515449,7.519691089,6141.861234
4373,Clusia_mutisiana,Clusiaceae,4.884273784,11.95088315,0.781807802,0.538517722,0.414285754,8.590135215,7.202777512,5742.486726
4374,Clusia_mituana,Clusiaceae,4.607867687,12.00881073,0.783610055,0.54600925,0.413523314,8.997047223,7.304659895,5674.139385
4375,Clusia_microphylla,Clusiaceae,4.530018754,11.88228596,0.777141319,0.561047976,0.413523314,7.783949326,7.306342049,5106.225616
4376,Clusia_longistyla,Clusiaceae,4.464779341,12.05591008,0.778215721,0.562989117,0.412667246,8.763952196,7.437037991,5367.84541
4377,Clusia_hoffmannseggiana,Clusiaceae,4.494692653,12.17586993,0.778932815,0.561823628,0.411339106,9.4667302,7.509309425,5585.988021
4378,Clusia_guedesiana,Clusiaceae,4.521681832,11.81680313,0.784874103,0.544878912,0.41514518,8.180879579,7.201119202,5428.75197
4379,Clusia_guayanae,Clusiaceae,4.810608341,11.66272405,0.79304896,0.517606832,0.417830367,8.325302067,6.94064769,5870.836694
4380,Clusia_gentlei,Clusiaceae,4.491588901,12.33388799,0.780189318,0.550047253,0.408319386,8.761934454,7.538761431,6077.150616
4381,Clusia_formosa,Clusiaceae,4.681661397,12.23770556,0.778215721,0.541377248,0.40888389,7.693075595,7.370551753,5948.397741
4382,Clusia_flava,Clusiaceae,4.759923797,12.13668276,0.78270841,0.52517011,0.410298567,7.221044145,7.207754734,6228.737089
4383,Clusia_discolor,Clusiaceae,4.496763012,11.88775922,0.787227035,0.532843902,0.413618543,7.735706788,7.174638109,5795.621302
4384,Clusia_dichrophylla,Clusiaceae,4.539416167,12.24334253,0.791954079,0.520235519,0.410298567,8.778089408,7.323184907,6762.386672
4385,Clusia_cruciata,Clusiaceae,4.413671435,12.12271793,0.789950721,0.530640019,0.411339106,8.657649507,7.324871327,6302.31346
4386,Clusia_colombiana,Clusiaceae,4.548833073,11.97843278,0.781807802,0.544251958,0.412287341,7.691304403,7.272772457,5624.70824
4387,Clusia_chiribiquetensis,Clusiaceae,4.281539943,12.32537098,0.792318871,0.524324317,0.408319386,8.592113395,7.418224972,6826.529951
4388,Clusia_angustifolia,Clusiaceae,4.762116327,12.27439231,0.781807802,0.531496,0.40926066,8.693606925,7.348522022,6359.163628
4389,Clusia_abbottii,Clusiaceae,4.829475864,12.31118904,0.789223485,0.509917598,0.409543465,8.584203409,7.249365556,7082.718805
4390,Pterandra_arborea,Malpighiaceae,8.243279017,19.43569164,0.640176901,0.875185271,0.354078861,41.35233143,13.20383231,7237.690371
4391,Pterandra_colombiana,Malpighiaceae,8.600030669,19.35530414,0.642243918,0.848594085,0.354650029,39.88411869,12.94195841,7601.512255
4392,Pterandra_egleri,Malpighiaceae,7.989139417,18.94087334,0.642391817,0.885727237,0.357272838,41.0865807,12.98673564,6558.431698
4393,Pterandra_evansii,Malpighiaceae,8.570378452,18.81914983,0.641209577,0.874580923,0.359004589,42.79568675,12.7908675,6606.93448
4394,Pterandra_flavescens,Malpighiaceae,8.584203409,19.77424907,0.630957344,0.903649474,0.352046475,41.3047502,13.48962883,6913.53236
4395,Pterandra_guianensis,Malpighiaceae,9.061498022,19.77880278,0.636502333,0.858420341,0.352614364,43.17178445,13.17953234,7805.486915
4396,Pterandra_hirsuta,Malpighiaceae,8.687603668,19.21763763,0.648037294,0.819218969,0.35604099,39.71001033,12.64154049,8050.076361
4397,Pterandra_isthmica,Malpighiaceae,8.228108313,19.19110581,0.635184658,0.911171233,0.355877065,42.18907466,13.23122333,6319.751476
4398,Pterandra_mcphersonii,Malpighiaceae,8.177113013,18.02187612,0.649531174,0.857630071,0.364166507,37.73983525,12.19831938,6071.55593
4399,Pterandra_sericea,Malpighiaceae,7.895870193,18.62944857,0.65012969,0.851922326,0.359335397,39.82905479,12.60375638,6881.767565
4400,Acmanthera_cowanii,Malpighiaceae,8.315722725,18.87991349,0.643131824,0.865366343,0.358343887,40.12360996,12.78497844,6813.966593
4401,Acmanthera_duckei,Malpighiaceae,6.505789392,18.20539055,0.658718711,0.875588401,0.361326655,38.15047943,12.7320988,6335.778707
4402,Acmanthera_fernandesii,Malpighiaceae,7.466206544,19.20436714,0.640766798,0.902401898,0.3547317,39.46389982,13.32600586,6590.221323
4403,Acmanthera_longifolia,Malpighiaceae,8.063062014,19.36421964,0.635916363,0.896809087,0.35391584,38.37072455,13.26783311,6705.018802
4404,Acmanthera_minima,Malpighiaceae,7.577047329,19.07216521,0.643576237,0.899497582,0.357026128,44.60669021,13.21599909,6593.256931
4405,Acmanthera_parviflora,Malpighiaceae,7.56832895,18.79749595,0.648634434,0.863177279,0.358178901,37.96645079,12.7908675,6858.039781
4406,Diacidia_ferruginea,Malpighiaceae,7.343447596,21.22755623,0.631538745,0.891661469,0.339390749,31.64462839,14.48104823,8828.765872
