"","spp_name","trait_name","value","unit","kind","source"
"4504","Cyanea procera","P88",-4.93561684568723,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4505","Cyanea procera","Rooting Depth maximum",0.554597591198981,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4506","Cyanea procera","WUE",12.5312025203307,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4507","Cyanea procera","height",9.81864349206289,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4508","Cyanea procera","SLA",17.9208911450704,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4509","Cyanea procera","LeafN",25.341807829539,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4510","Cyanea pycnocarpa","gsmax",248.710711771647,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4511","Cyanea pycnocarpa","P12",-2.0641600304842,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4512","Cyanea pycnocarpa","P50",-3.83797848264376,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4513","Cyanea pycnocarpa","P88",-4.67637600759665,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4514","Cyanea pycnocarpa","Rooting Depth maximum",0.54335075588276,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4515","Cyanea pycnocarpa","WUE",9.71097943941752,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4516","Cyanea pycnocarpa","height",9.27166792869568,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4517","Cyanea pycnocarpa","SLA",18.7965276479721,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4518","Cyanea pycnocarpa","LeafN",24.0265175199509,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4519","Cyanea quercifolia","gsmax",230.73524790446,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4520","Cyanea quercifolia","P12",-2.08226197212934,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4521","Cyanea quercifolia","P50",-4.1330740827322,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4522","Cyanea quercifolia","P88",-4.67879059871038,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4523","Cyanea quercifolia","Rooting Depth maximum",0.613328277040273,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4524","Cyanea quercifolia","WUE",8.22012044966221,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4525","Cyanea quercifolia","height",9.6767909526825,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4526","Cyanea quercifolia","SLA",19.5849389600754,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4527","Cyanea quercifolia","LeafN",29.5912547969818,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4528","Cyanea solenocalyx","gsmax",188.746901397705,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4529","Cyanea solenocalyx","P12",-2.10732228904963,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4530","Cyanea solenocalyx","P50",-4.12599405348301,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4531","Cyanea solenocalyx","P88",-4.79808386802673,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4532","Cyanea solenocalyx","Rooting Depth maximum",0.645545593655358,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4533","Cyanea solenocalyx","WUE",6.57462772707144,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4534","Cyanea solenocalyx","height",10.3807510391871,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4535","Cyanea solenocalyx","SLA",19.8026742919286,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4536","Cyanea solenocalyx","LeafN",23.9781628100077,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4537","Cyanea stictophylla","gsmax",255.12399699529,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4538","Cyanea stictophylla","P12",-2.01987926453352,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4539","Cyanea stictophylla","P50",-4.22841820120811,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4540","Cyanea stictophylla","P88",-4.89198192675908,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4541","Cyanea stictophylla","Rooting Depth maximum",0.560037064558516,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4542","Cyanea stictophylla","WUE",13.8235494017601,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4543","Cyanea stictophylla","height",10.2560629558563,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4544","Cyanea stictophylla","SLA",19.1432004833221,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4545","Cyanea stictophylla","LeafN",24.7545929495494,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4546","Cyanea superba","gsmax",205.938774757385,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4547","Cyanea superba","P12",-2.19514544258515,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4548","Cyanea superba","P50",-4.17963967700799,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4549","Cyanea superba","P88",-4.74815486987432,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4550","Cyanea superba","Rooting Depth maximum",0.609981850618497,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4551","Cyanea superba","WUE",12.9745516602198,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4552","Cyanea superba","height",8.45350169499715,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4553","Cyanea superba","SLA",20.0289468987783,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4554","Cyanea superba","LeafN",23.0763987731934,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4555","Cyanea tritomantha","gsmax",199.605022799174,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4556","Cyanea tritomantha","P12",-2.10075526108344,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4557","Cyanea tritomantha","P50",-3.92292618672053,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4558","Cyanea tritomantha","P88",-4.59928075194359,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4559","Cyanea tritomantha","Rooting Depth maximum",0.532529936861247,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4560","Cyanea tritomantha","WUE",10.7008756604791,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4561","Cyanea tritomantha","height",9.97900844573975,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4562","Cyanea tritomantha","SLA",20.6899779558182,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4563","Cyanea tritomantha","LeafN",23.7470433521271,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4564","Cybianthus sintenisii","gsmax",283.694151293437,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4565","Cybianthus sintenisii","P12",-2.25673797110717,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4566","Cybianthus sintenisii","P50",-3.41674705604712,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4567","Cybianthus sintenisii","P88",-4.44067262291908,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4568","Cybianthus sintenisii","Rooting Depth maximum",0.632432492083559,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4569","Cybianthus sintenisii","WUE",13.0847755988439,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4570","Cybianthus sintenisii","height",11.2523534854253,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4571","Cybianthus sintenisii","SLA",13.9268902023633,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4572","Cybianthus sintenisii","LeafN",17.4052307494481,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4573","Cycas circinalis","gsmax",156.613410301208,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4574","Cycas circinalis","P12",-2.69998037258784,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4575","Cycas circinalis","P50",-2.68180183211962,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4576","Cycas circinalis","P88",-3.9834299381574,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4577","Cycas circinalis","Rooting Depth maximum",0.86127142643556,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4578","Cycas circinalis","WUE",16.9791136868795,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4579","Cycas circinalis","height",10.2159366520246,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4580","Cycas circinalis","SLA",8.74821416854858,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4581","Cycas circinalis","LeafN",19.3480383078257,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4582","Cycas micronesica","gsmax",162.751167144775,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4583","Cycas micronesica","P12",-2.6060882739226,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4584","Cycas micronesica","P50",-2.599246002237,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4585","Cycas micronesica","P88",-4.13060216824214,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4586","Cycas micronesica","Rooting Depth maximum",0.912668336456021,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4587","Cycas micronesica","WUE",15.7467098897696,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4588","Cycas micronesica","height",10.2359366520246,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4589","Cycas micronesica","SLA",8.76167595863342,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4590","Cycas micronesica","LeafN",19.408804546992,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4591","Cycas revoluta","gsmax",147.963725585938,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4592","Cycas revoluta","P12",-2.79579515139262,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4593","Cycas revoluta","P50",-2.79034122983615,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4594","Cycas revoluta","P88",-3.97188566803932,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4595","Cycas revoluta","Rooting Depth maximum",1.26159427513058,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4596","Cycas revoluta","WUE",9.46052043954531,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4597","Cycas revoluta","height",7.92047241767248,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4598","Cycas revoluta","SLA",9.02994751056035,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4599","Cycas revoluta","LeafN",19.1358476384481,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4600","Cyclophyllum barbatum","gsmax",273.056025377909,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4601","Cyclophyllum barbatum","P12",-2.27619449625413,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4602","Cyclophyllum barbatum","P50",-3.02464824914932,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4603","Cyclophyllum barbatum","P88",-4.36140925248464,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4604","Cyclophyllum barbatum","Rooting Depth maximum",0.784576452722152,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4605","Cyclophyllum barbatum","WUE",25.4131075126926,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4606","Cyclophyllum barbatum","height",11.9319242445628,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4607","Cyclophyllum barbatum","SLA",17.3861207906405,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4608","Cyclophyllum barbatum","LeafN",21.0010416634878,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4609","Cydonia oblonga","gsmax",199.132333691915,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4610","Cydonia oblonga","P12",-3.79927730202675,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4611","Cydonia oblonga","P50",-4.89609546522299,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4612","Cydonia oblonga","P88",-6.6712940688928,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4613","Cydonia oblonga","Rooting Depth maximum",3.38804440895716,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4614","Cydonia oblonga","WUE",9.78782987773418,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4615","Cydonia oblonga","height",7.56419826030731,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4616","Cydonia oblonga","SLA",11.9761634604136,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4617","Cydonia oblonga","LeafN",19.5434779644012,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4618","Cynometra portoricensis","gsmax",224.72798210144,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4619","Cynometra portoricensis","P12",-2.54319851080577,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4620","Cynometra portoricensis","P50",-3.30031260728836,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4621","Cynometra portoricensis","P88",-5.24517194588979,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4622","Cynometra portoricensis","Rooting Depth maximum",1.66803562230741,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4623","Cynometra portoricensis","WUE",16.5135842661063,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4624","Cynometra portoricensis","height",23.3057257183393,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4625","Cynometra portoricensis","SLA",15.1645184278488,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4626","Cynometra portoricensis","LeafN",22.596272837321,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4627","Cynometra ramiflora","gsmax",267.953416264852,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4628","Cynometra ramiflora","P12",-2.56533349384864,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4629","Cynometra ramiflora","P50",-3.25771858950456,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4630","Cynometra ramiflora","P88",-5.22544989824295,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4631","Cynometra ramiflora","Rooting Depth maximum",1.65560038051878,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4632","Cynometra ramiflora","WUE",16.5835835359494,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4633","Cynometra ramiflora","height",23.72966984272,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4634","Cynometra ramiflora","SLA",14.7789870278041,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4635","Cynometra ramiflora","LeafN",25.2680261707306,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4636","Cyrilla racemiflora","gsmax",149.906781183879,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4637","Cyrilla racemiflora","P12",-1.44394565413396,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4638","Cyrilla racemiflora","P50",-2.24765647848447,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4639","Cyrilla racemiflora","P88",-4.45044030388196,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4640","Cyrilla racemiflora","Rooting Depth maximum",0.946060722445448,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4641","Cyrilla racemiflora","WUE",6.89859164019426,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4642","Cyrilla racemiflora","height",9.72328494548798,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4643","Cyrilla racemiflora","SLA",16.6043071556091,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4644","Cyrilla racemiflora","LeafN",12.6773356342316,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4645","Cyrtandra giffardii","gsmax",247.616528739929,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4646","Cyrtandra giffardii","P12",-1.91165340622266,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4647","Cyrtandra giffardii","P50",-3.51148805836836,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4648","Cyrtandra giffardii","P88",-4.8336893816789,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4649","Cyrtandra giffardii","Rooting Depth maximum",0.619179286270713,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4650","Cyrtandra giffardii","WUE",18.4348602936665,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4651","Cyrtandra giffardii","height",16.2319779896736,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4652","Cyrtandra giffardii","SLA",18.761635963122,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4653","Cyrtandra giffardii","LeafN",20.452392223676,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4654","Dacryodes excelsa","gsmax",139.929229227702,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4655","Dacryodes excelsa","P12",-2.86942742347717,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4656","Dacryodes excelsa","P50",-3.17076287686825,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4657","Dacryodes excelsa","P88",-4.6203334848086,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4658","Dacryodes excelsa","Rooting Depth maximum",1.88403141863023,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4659","Dacryodes excelsa","WUE",23.5844006524483,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4660","Dacryodes excelsa","height",27.6377103479703,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4661","Dacryodes excelsa","SLA",12.10060810407,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4662","Dacryodes excelsa","LeafN",13.9709002431234,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4663","Dalbergia retusa","gsmax",247.298323167165,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4664","Dalbergia retusa","P12",-3.81429299662511,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4665","Dalbergia retusa","P50",-4.46746394733588,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4666","Dalbergia retusa","P88",-4.60276436348756,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4667","Dalbergia retusa","Rooting Depth maximum",2.04713639151305,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4668","Dalbergia retusa","WUE",12.0599772506952,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4669","Dalbergia retusa","height",16.768508122762,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4670","Dalbergia retusa","SLA",9.81475792249044,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4671","Dalbergia retusa","LeafN",24.2842455037435,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4672","Dalbergia sissoo","gsmax",250.57720993042,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4673","Dalbergia sissoo","P12",-4.08483854283889,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4674","Dalbergia sissoo","P50",-6.97106159547965,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4675","Dalbergia sissoo","P88",-4.25803497314453,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4676","Dalbergia sissoo","Rooting Depth maximum",4.37405477409561,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4677","Dalbergia sissoo","WUE",18.1022344762087,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4678","Dalbergia sissoo","height",18.384918033282,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4679","Dalbergia sissoo","SLA",13.6029232438405,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4680","Dalbergia sissoo","LeafN",20.3330812708537,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4681","Dalbergia tucurensis","gsmax",239.226351242065,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4682","Dalbergia tucurensis","P12",-3.84230659037828,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4683","Dalbergia tucurensis","P50",-4.1282926829656,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4684","Dalbergia tucurensis","P88",-4.36546124021212,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4685","Dalbergia tucurensis","Rooting Depth maximum",2.04765278376639,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4686","Dalbergia tucurensis","WUE",9.22055111885071,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4687","Dalbergia tucurensis","height",14.9368766180674,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4688","Dalbergia tucurensis","SLA",13.4524970825513,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4689","Dalbergia tucurensis","LeafN",22.5812743886312,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4690","Daphnopsis americana","gsmax",192.838858458201,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4691","Daphnopsis americana","P12",-2.6321629691124,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4692","Daphnopsis americana","P50",-4.41126106778781,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4693","Daphnopsis americana","P88",-5.17439104318619,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4694","Daphnopsis americana","Rooting Depth maximum",1.41537359954789,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4695","Daphnopsis americana","WUE",4.65131691952546,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4696","Daphnopsis americana","height",9.71198792775472,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4697","Daphnopsis americana","SLA",13.9454276780287,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4698","Daphnopsis americana","LeafN",27.5021729946136,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
"4699","Daphnopsis helleriana","gsmax",185.644559574127,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)"
