"","spp_name","trait_name","value","unit","kind","source","comment"
"1","Araripia florifera","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"2","Archaeanthus linnenbergeri","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"3","Archaeanthus linnenbergeri","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"4","Archaeanthus linnenbergeri","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"5","Archaeanthus linnenbergeri","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"6","Archaefructus eoflora","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"7","Canrightia resinifera","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"8","Canrightia resinifera","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"9","Canrightia resinifera","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"10","Canrightia resinifera","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"11","Canrightia resinifera","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"12","Carpestella lacunata","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"13","Carpestella lacunata","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"14","Catanthus dolichostemon","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"15","Catanthus dolichostemon","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"16","Catanthus dolichostemon","anther orientation","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"17","Catanthus dolichostemon","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"18","Cohongarootonia hispida","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"19","Cohongarootonia hispida","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"20","Cohongarootonia hispida","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"21","Cohongarootonia hispida","anther orientation","0&1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"22","Cohongarootonia hispida","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"23","Cohongarootonia hispida","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"24","Dakotanthus cordiformis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"25","Dakotanthus cordiformis","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"26","Dakotanthus cordiformis","anther orientation","0&1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"27","Dakotanthus cordiformis","anther attachment","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"28","Dakotanthus cordiformis","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"29","Dakotanthus cordiformis","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"30","Eckhartianthus lusitanicus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"31","Eckhartianthus lusitanicus","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"32","Eckhartianthus lusitanicus","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"33","Endressinia brasiliana","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"34","Endressinia brasiliana","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"35","Endressinia brasiliana","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"36","Hamatia elkneckensis","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"37","Hamatia elkneckensis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"38","Hamatia elkneckensis","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"39","Hamatia elkneckensis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"40","Jamesrosea burmensis","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"41","Jamesrosea burmensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"42","Jamesrosea burmensis","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"43","Jamesrosea burmensis","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"44","Jamesrosea burmensis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"45","Jamesrosea burmensis","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"46","Jamesrosea burmensis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"47","Kajanthus lusitanicus","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"48","Kajanthus lusitanicus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"49","Kajanthus lusitanicus","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"50","Kajanthus lusitanicus","anther orientation","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"51","Kajanthus lusitanicus","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"52","Kajanthus lusitanicus","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"53","Kajanthus lusitanicus","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"54","Kenilanthus marylandensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"55","Kenilanthus marylandensis","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"56","Kenilanthus marylandensis","anther orientation","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"57","Kenilanthus marylandensis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"58","Kenilanthus marylandensis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"59","Lovellea wintonensis","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"60","Lovellea wintonensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"61","Lovellea wintonensis","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"62","Lovellea wintonensis","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"63","Lovellea wintonensis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"64","Lovellea wintonensis","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"65","Lovellea wintonensis","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"66","Mauldinia angustiloba","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"67","Mauldinia angustiloba","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"68","Mauldinia angustiloba","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"69","Mauldinia angustiloba","anther orientation","0&2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"70","Mauldinia angustiloba","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"71","Mauldinia angustiloba","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"72","Melloniflora virginiensis","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"73","Melloniflora virginiensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"74","Melloniflora virginiensis","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"75","Melloniflora virginiensis","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"76","Melloniflora virginiensis","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"77","Melloniflora virginiensis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"78","Monetianthus mirus","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"79","Monetianthus mirus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"80","Monetianthus mirus","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"81","Paisia pantoporata","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"82","Paisia pantoporata","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"83","Paisia pantoporata","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"84","Paisia pantoporata","anther orientation","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"85","Paisia pantoporata","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"86","Paisia pantoporata","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"87","Paisia pantoporata","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"88","Pennistemon portugallicus","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"89","Pennistemon portugallicus","anther orientation","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"90","Pennistemon portugallicus","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"91","Platananthus synandrus","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"92","Platananthus synandrus","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"93","Platanocarpus brookensis Aquia brookensis Sapindopsis","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"94","Platanocarpus brookensis Aquia brookensis Sapindopsis","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"95","Platanocarpus brookensis Aquia brookensis Sapindopsis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"96","Platanocarpus brookensis Aquia brookensis Sapindopsis","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"97","Platanocarpus brookensis Aquia brookensis Sapindopsis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"98","Potomacanthus lobatus","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"99","Potomacanthus lobatus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"100","Potomacanthus lobatus","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"101","Potomacanthus lobatus","anther orientation","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"102","Potomacanthus lobatus","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"103","Potomacanthus lobatus","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"104","Saportanthus brachystemon","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"105","Saportanthus brachystemon","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"106","Saportanthus brachystemon","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"107","Saportanthus brachystemon","anther orientation","1&2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"108","Saportanthus brachystemon","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"109","Saportanthus brachystemon","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"110","Saportanthus brachystemon","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"111","Saportanthus dolichostemon","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"112","Saportanthus dolichostemon","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"113","Saportanthus dolichostemon","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"114","Saportanthus dolichostemon","anther orientation","1&2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"115","Saportanthus dolichostemon","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"116","Saportanthus dolichostemon","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"117","Saportanthus dolichostemon","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"118","Saportanthus parvus","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"119","Saportanthus parvus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"120","Saportanthus parvus","anther orientation","1&2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"121","Saportanthus parvus","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"122","Saportanthus parvus","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"123","Schenkeriphyllum glanduliferum","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"124","Schenkeriphyllum glanduliferum","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"125","Schenkeriphyllum glanduliferum","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"126","Teixeiraea lusitanica","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"127","Teixeiraea lusitanica","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"128","Teixeiraea lusitanica","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"129","Teixeiraea lusitanica","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"130","Virginianthus calycanthoides","no ovules","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"131","Virginianthus calycanthoides","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"132","Virginianthus calycanthoides","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"133","Virginianthus calycanthoides","anther orientation","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"134","Virginianthus calycanthoides","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"135","Virginianthus calycanthoides","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"136","Virginianthus calycanthoides","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"137","Actinocalyx bohrii","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"138","Actinocalyx bohrii","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"139","Actinocalyx bohrii","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"140","Actinocalyx bohrii","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"141","Actinocalyx bohrii","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"142","Actinocalyx bohrii","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"143","Allonia decandra","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"144","Allonia decandra","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"145","Allonia decandra","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"146","Androdecidua endressii","anther orientation","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"147","Androdecidua endressii","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"148","Androdecidua endressii","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"149","Antiquacupula sulcata","no ovules","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"150","Antiquacupula sulcata","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"151","Antiquacupula sulcata","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"152","Antiquacupula sulcata","anther attachment","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"153","Antiquacupula sulcata","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"154","Antiquacupula sulcata","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"155","Antiquocarya verruculosa","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"156","Antiquocarya verruculosa","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"157","Antiquocarya verruculosa","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"158","Antiquocarya verruculosa","anther orientation","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"159","Antiquocarya verruculosa","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"160","Archaefagacea futabensis","no ovules","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"161","Archaefagacea futabensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"162","Archaefagacea futabensis","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"163","Archaefagacea futabensis","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"164","Archaestella verticillatus","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"165","Archaestella verticillatus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"166","Archaestella verticillatus","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"167","Archaestella verticillatus","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"168","Archaestella verticillatus","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"169","Archamamelis bivalvis","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"170","Archamamelis bivalvis","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"171","Archamamelis bivalvis","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"172","Archamamelis bivalvis","anther dehiscence","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"173","Archamamelis bivalvis","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"174","Bedellia pusilla","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"175","Bedellia pusilla","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"176","Bedellia pusilla","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"177","Bertilanthus scanicus","no ovules","2",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"178","Bertilanthus scanicus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"179","Bertilanthus scanicus","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"180","Bertilanthus scanicus","anther orientation","0&1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"181","Bertilanthus scanicus","anther attachment","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"182","Bertilanthus scanicus","anther dehiscence","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"183","Bertilanthus scanicus","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"184","Budvaricarpus serialis","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"185","Budvaricarpus serialis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"186","Budvaricarpus serialis","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"187","Budvaricarpus serialis","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"188","Caliciflora mauldiniensis","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"189","Caliciflora mauldiniensis","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"190","Caliciflora mauldiniensis","anther orientation","0&1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"191","Caliciflora mauldiniensis","anther attachment","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"192","Caliciflora mauldiniensis","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"193","Callicrypta chlamydea","sex of flowers","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"194","Callicrypta chlamydea","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"195","Callicrypta chlamydea","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"196","Caryanthus knoblochii","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"197","Caryanthus knoblochii","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"198","Caryanthus knoblochii","ovary position","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"199","Caryanthus knoblochii","fusion of ovaries","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"200","Cecilanthus polymerus","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"201","Cecilanthus polymerus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"202","Cecilanthus polymerus","ovary position","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"203","Cecilanthus polymerus","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"204","Cecilanthus polymerus","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"205","Cecilanthus polymerus","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"206","Cecilanthus polymerus","fusion of ovaries","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"207","Chloranthistemon alatus","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"208","Chloranthistemon alatus","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"209","Chloranthistemon alatus","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"210","Chloranthistemon alatus","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"211","Chloranthistemon endressii","no ovules","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"212","Chloranthistemon endressii","sex of flowers","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"213","Chloranthistemon endressii","anther orientation","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"214","Chloranthistemon endressii","anther attachment","0",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
"215","Chloranthistemon endressii","anther dehiscence","1",NA,"ancestral reconstruction","Lopez-Martinez et al. (2023) | PROTEUS",NA
