"spp_name","trait_name","value","unit","kind","source","comment"
"Miconia affinis","P88",-5.23399226824443,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia affinis","Rooting Depth maximum",1.07443839765464,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia affinis","WUE",14.1147389600674,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia affinis","height",12.9069760115941,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia affinis","SLA",18.0351820055644,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia affinis","LeafN",22.8146736272176,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","gsmax",205.865758272807,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","P12",-3.22052224924167,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","P50",-3.32722544431686,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","P88",-5.34253176768621,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","Rooting Depth maximum",0.938650370438894,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","WUE",21.5029239608844,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","height",11.6101441105207,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","SLA",17.8034354670842,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia calvescens","LeafN",20.7228763071696,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","gsmax",200.531900939941,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","P12",-1.69447199751933,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","P50",-3.42407202144464,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","P88",-5.35220715443293,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","Rooting Depth maximum",1.27586416970318,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","WUE",14.7327677837014,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","height",16.2013927237193,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","SLA",12.1833850224813,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia foveolata","LeafN",18.5708661810557,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","gsmax",201.960783526103,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","P12",-1.60274105956157,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","P50",-3.23915885408719,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","P88",-5.12293661475182,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","Rooting Depth maximum",0.995841830577701,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","WUE",10.8104232931137,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","height",14.085754981041,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","SLA",16.9100637086233,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia impetiolaris","LeafN",20.3195743942261,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","gsmax",200.445553232829,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","P12",-1.63742232481639,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","P50",-3.07847385088603,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","P88",-5.15148757576942,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","Rooting Depth maximum",1.11810518421233,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","WUE",13.0946629555027,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","height",14.4134005673726,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","SLA",16.6934438959757,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia laevigata","LeafN",27.7434350840251,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","gsmax",202.034729626973,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","P12",-1.42967155049245,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","P50",-2.88079416751862,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","P88",-5.02731473485629,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","Rooting Depth maximum",1.03019089970738,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","WUE",14.8460552853346,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","height",12.8730121644338,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","SLA",19.0760045814514,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia lanata","LeafN",20.817746925354,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","gsmax",317.011928540866,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","P12",-0.82610470165809,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","P50",-3.22080365777016,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","P88",-4.92547979295254,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","Rooting Depth maximum",1.22987403802884,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","WUE",16.3545261195302,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","height",20.888756848971,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","SLA",17.7802249320348,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia mirabilis","LeafN",17.1983426920573,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","gsmax",304.208122132619,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","P12",-0.829514106611411,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","P50",-3.1550630257527,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","P88",-5.02376823842526,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","Rooting Depth maximum",1.06424910305999,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","WUE",11.4862235581875,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","height",19.9750722750028,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","SLA",12.5656335957845,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pachyphylla","LeafN",18.4937067715327,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","gsmax",254.300987230937,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","P12",-1.95168566147486,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","P50",-3.2072554141283,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","P88",-5.17058973391851,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","Rooting Depth maximum",0.920823502627512,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","WUE",14.8932945689559,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","height",12.612417195638,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","SLA",17.3585481961568,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia prasina","LeafN",19.8942140960693,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","gsmax",366.151125310262,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","P12",-1.96699024001757,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","P50",-3.21290285666784,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","P88",-5.21770860910416,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","Rooting Depth maximum",1.00712381952753,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","WUE",11.337582531174,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","height",16.372711464564,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","SLA",12.7127811304728,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia punctata","LeafN",22.6644926071167,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","gsmax",200.573734067281,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","P12",-0.829514106611411,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","P50",-2.9135073296229,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","P88",-4.85023522734642,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","Rooting Depth maximum",0.978224436019858,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","WUE",18.0868975589673,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","height",9.17595107555389,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","SLA",19.471946776708,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia pycnoneura","LeafN",22.3591176573435,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","gsmax",242.514431343079,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","P12",-1.02042435208956,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","P50",-3.36807523628076,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","P88",-4.92357766787211,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","Rooting Depth maximum",1.10487206033741,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","WUE",12.5625823478897,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","height",30.2095251957575,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","SLA",12.7943390862147,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia racemosa","LeafN",22.1271249898275,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","gsmax",194.079262606303,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","P12",-1.7312725225091,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","P50",-3.08349645535151,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","P88",-5.3202633090814,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","Rooting Depth maximum",0.889017261384676,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","WUE",16.4808268862963,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","height",12.8901282294591,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","SLA",14.7440473747253,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia rubiginosa","LeafN",16.2899506409963,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","gsmax",242.438252207438,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","P12",-1.62765481173992,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","P50",-3.08433431208134,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","P88",-5.17533697923025,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","Rooting Depth maximum",0.985278615771482,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","WUE",16.159700807333,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","height",13.0652241913478,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","SLA",16.5526856454213,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia serrulata","LeafN",17.6461384820938,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","gsmax",214.599367307027,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","P12",-0.829514106611411,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","P50",-2.9135073296229,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","P88",-4.85023522734642,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","Rooting Depth maximum",1.0134267999356,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","WUE",7.78562393784523,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","height",9.54466529369354,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","SLA",17.1228266318639,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia sintenisii","LeafN",22.7209803104401,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","gsmax",319.844783420563,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","P12",-0.82746160676082,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","P50",-3.21264508684476,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","P88",-4.98653641104698,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","Rooting Depth maximum",1.1073316330711,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","WUE",14.4647858258088,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","height",20.8406497637431,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","SLA",12.7350084527334,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia tetrandra","LeafN",14.2465821027756,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","gsmax",348.078625653585,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","P12",-0.829514106611411,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","P50",-2.9135073296229,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","P88",-4.85023522734642,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","Rooting Depth maximum",0.928601314183325,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","WUE",16.5645384878914,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","height",9.66626037120819,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","SLA",19.0664952961604,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Miconia thomasiana","LeafN",21.156743332545,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","gsmax",157.90342271169,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","P12",-1.99922845631838,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","P50",-2.58927156329155,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","P88",-3.19341793020566,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","Rooting Depth maximum",1.52545864605655,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","WUE",18.1203898880879,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","height",14.1240038291613,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","SLA",12.6277681255341,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micromelum minutum","LeafN",29.5308217684428,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","gsmax",185.928953170776,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","P12",-2.54865569939216,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","P50",-4.39288731416066,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","P88",-5.05241784532865,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","Rooting Depth maximum",0.667696179167057,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","WUE",17.3035753556093,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","height",31.1248510201772,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","SLA",13.0645254516602,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis garciniifolia","LeafN",18.1508501164118,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","gsmax",196.701653264364,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","P12",-1.69303310225407,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","P50",-2.87295371234417,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","P88",-4.63250489115715,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","Rooting Depth maximum",0.714279198125005,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","WUE",15.3831290878852,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","height",30.1815923023224,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","SLA",13.472441590627,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Micropholis guyanensis","LeafN",20.4846128400167,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","gsmax",338.38072754542,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","P12",-3.20739216337601,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","P50",-3.08969244996707,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","P88",-5.55554451266925,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","Rooting Depth maximum",2.58783247098327,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","WUE",34.6191660336653,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","height",13.4947813614209,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","SLA",22.221133330663,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimosa arenosa","LeafN",26.8582201894124,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","gsmax",220.523287531535,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","P12",-3.72342772146066,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","P50",-7.20691625157992,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","P88",-4.97816581169764,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","Rooting Depth maximum",0.597170790433884,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","WUE",11.6144775213798,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","height",27.4761266167959,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","SLA",8.34957110563914,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Mimusops elengi","LeafN",17.3194374148051,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","gsmax",245.808204307556,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","P12",-1.11091909408569,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","P50",-2.22293004711469,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","P88",-3.90556131283442,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","Rooting Depth maximum",1.63676684626068,"m","imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","WUE",16.7537983431419,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
"Morella holdridgeana","height",17.2423567899068,NA,"imputed, random tree with phylogenetic eigenvector maps (PEM)","Knighton et al. (2025)",NA
