"spp_name","trait_name","value","unit","source","id_dfdo","comment","kind"
"Populus tremuloides","SLA",11.113246754,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113878","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.797536231,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113879","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.422048192,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113880","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.848441559,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113881","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.695434783,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113882","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.57739726,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113883","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.911139241,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113884","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.200601503,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113885","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.834786325,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113886","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.766136364,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113887","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.083599999,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113888","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",16.334639175,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113889","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.395436241,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113890","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.686725662,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113891","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",16.213378379,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113892","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.0367,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113893","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",16.074594593,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113894","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.126201551,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113895","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.268734177,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113896","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.585238095,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113897","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.83122449,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113898","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.936593406,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113899","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.767727273,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113900","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.886923078,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113901","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.240806452,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113902","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.131290322,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113903","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.83967742,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113904","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.741746032,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113905","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.876133333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113906","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.622564103,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113907","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.746458333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113908","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.646533333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113909","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.473863636,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113910","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.339761905,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113911","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.149411765,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113912","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.9475,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113913","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.7538,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113914","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.041891892,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113915","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.70787234,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113916","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.669333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113917","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.454265734,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113918","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.22076923,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113919","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.126938775,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113920","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.415705882,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113921","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.596304347,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113922","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.460927152,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113923","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.609346405,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113924","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.02557047,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113925","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.202830189,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113926","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",9.849212118,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113927","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.0366,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113928","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.00614035,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113929","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.674134615,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113930","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.252292993,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113931","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.024077671,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113932","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.870625001,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113933","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.353395061,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113934","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.20371134,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113935","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.707931034,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113936","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.172195122,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113937","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.361710526,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113938","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.260596026,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113939","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.275326086,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113940","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.702500001,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113941","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.86496,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113942","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.967323944,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113943","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",10.701292518,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113944","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.87849741,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113945","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.745668449,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113946","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.070469799,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113947","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.319717513,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113948","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.5025,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113949","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.354502618,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113950","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.123202614,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113951","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.820512821,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113952","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.043333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113953","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.889176471,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113954","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.544035088,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113955","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.653793104,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113956","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.324444445,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113957","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.250499999,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113958","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.901499999,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113959","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.153437501,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113960","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.373146068,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113961","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.736236559,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113962","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.304054054,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113963","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.389871794,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113964","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.410289856,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113965","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.048214286,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113966","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.190588235,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113967","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.244285714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113968","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.544594595,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113969","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.661481482,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113970","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.403432836,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113971","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",12.815714285,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113972","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.851818181,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113973","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.538431373,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113974","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.023013698,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113975","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.552676056,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113976","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.905238095,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113977","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",15.220508476,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113978","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.715769231,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113979","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",11.2921,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113980","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.790465115,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113981","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",14.324761905,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113982","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.468805971,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113983","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Populus tremuloides","SLA",13.173026317,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3113984","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",11.212978138,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114040","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",24.118073077,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114041","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",21.570588319,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114042","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",23.630573756,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114043","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",21.908208822,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114044","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",20.670320131,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114045","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",17.939924714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114046","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",19.727434438,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114047","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",19.021162234,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114048","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",21.699640001,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114049","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",17.79417957,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114050","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",20.40448763,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114051","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",20.426056791,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114052","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",18.603380965,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114053","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",17.087016756,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114054","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",19.344056691,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114055","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",17.401931532,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114056","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",21.21662152,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114057","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",18.182341718,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114058","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",18.731201042,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114059","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",16.512089432,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114060","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",13.113652736,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114061","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",14.514540801,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114062","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",16.295534558,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114063","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",16.425712295,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114064","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",15.482005608,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114065","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",22.194733335,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114094","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",23.316679999,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114095","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"Dubautia knudsenii","SLA",13.722194444,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3114096","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
