"spp_name","trait_name","value","unit","comment","kind","source"
"Malpighia fucata","Plant height (maximum)",6.599332343,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Leaf nitrogen concentration",29.54608888,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Wood Density",0.592243087,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Leaf phosphorous concentration",0.90782053,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Leaf Dry Matter Content",0.293021846,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Seed Dry Mass",15.27917834,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","SLA",19.52090734,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia fucata","Leaf area",20179.01671,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Plant height (maximum)",7.796505687,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Leaf nitrogen concentration",33.1884299,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Wood Density",0.576985073,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Leaf phosphorous concentration",0.932966232,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Leaf Dry Matter Content",0.282781402,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Seed Dry Mass",22.55401089,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","SLA",21.77394265,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia glabra","Leaf area",26448.76578,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Plant height (maximum)",7.370551753,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Leaf nitrogen concentration",26.37077209,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Wood Density",0.599491079,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Leaf phosphorous concentration",0.895715137,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Leaf Dry Matter Content",0.303660641,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Seed Dry Mass",11.20036209,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","SLA",17.43456721,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia emarginata","Leaf area",15131.65018,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Plant height (maximum)",6.708107288,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Leaf nitrogen concentration",29.15412423,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Wood Density",0.586543194,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Leaf phosphorous concentration",0.944060876,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Leaf Dry Matter Content",0.294917131,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Seed Dry Mass",16.27796086,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","SLA",19.53439656,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia infestissima","Leaf area",17587.33354,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Plant height (maximum)",6.848571591,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Leaf nitrogen concentration",29.2954383,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Wood Density",0.583042214,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Leaf phosphorous concentration",0.946237161,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Leaf Dry Matter Content",0.293967961,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Seed Dry Mass",14.48771854,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","SLA",19.52989912,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Malpighia linearis","Leaf area",17430.10487,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Plant height (maximum)",9.105420356,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Leaf nitrogen concentration",12.06444077,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Wood Density",0.748687469,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Leaf phosphorous concentration",0.816884602,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Leaf Dry Matter Content",0.452793897,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Seed Dry Mass",640.7876061,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","SLA",8.844026311,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia dulcis","Leaf area",3035.250501,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Plant height (maximum)",11.71385921,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Leaf nitrogen concentration",12.62002009,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Wood Density",0.809221971,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Leaf phosphorous concentration",0.685017869,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Leaf Dry Matter Content",0.467869959,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Seed Dry Mass",5118.878722,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","SLA",8.823694152,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia xanthochymus","Leaf area",6532.294325,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Plant height (maximum)",8.040813701,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Leaf nitrogen concentration",11.80048888,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Wood Density",0.74336139,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Leaf phosphorous concentration",0.8830799,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Leaf Dry Matter Content",0.455512186,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Seed Dry Mass",645.3569627,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","SLA",9.001191471,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia hessii","Leaf area",2409.905429,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Plant height (maximum)",9.181211669,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Leaf nitrogen concentration",12.60375638,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Wood Density",0.731812798,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Leaf phosphorous concentration",0.848984967,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Leaf Dry Matter Content",0.444324233,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Seed Dry Mass",586.0032168,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","SLA",9.28111171,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia portoricensis","Leaf area",3055.624616,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Plant height (maximum)",9.061498022,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Leaf nitrogen concentration",12.14227319,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Wood Density",0.750066899,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Leaf phosphorous concentration",0.803896245,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Leaf Dry Matter Content",0.452376462,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Seed Dry Mass",649.8303635,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","SLA",8.814547044,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia myrtifolia","Leaf area",3191.537855,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Plant height (maximum)",8.057494171,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Leaf nitrogen concentration",11.68691808,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Wood Density",0.764891791,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Leaf phosphorous concentration",0.794877127,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Leaf Dry Matter Content",0.458564045,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Seed Dry Mass",665.119989,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","SLA",8.578275699,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia ponapensis","Leaf area",3035.987646,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Plant height (maximum)",7.599762144,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Leaf nitrogen concentration",11.71655674,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Wood Density",0.755788014,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Leaf phosphorous concentration",0.832721926,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Leaf Dry Matter Content",0.455512186,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Seed Dry Mass",564.1570244,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","SLA",8.778089408,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Garcinia rumiyo","Leaf area",2715.18859,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Plant height (maximum)",16.37193456,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Leaf nitrogen concentration",19.48315134,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Wood Density",0.740628347,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Leaf phosphorous concentration",0.821093169,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Leaf Dry Matter Content",0.41057734,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Seed Dry Mass",28931.18684,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","SLA",14.14377066,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Pentadesma butyracea","Leaf area",15836.95639,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Plant height (maximum)",4.239357093,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Leaf nitrogen concentration",11.32400363,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Wood Density",0.809282222,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Leaf phosphorous concentration",0.507574739,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Leaf Dry Matter Content",0.422182279,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Seed Dry Mass",8.371436744,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","SLA",6.781097675,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia gundlachii","Leaf area",5815.673277,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Plant height (maximum)",4.526890609,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Leaf nitrogen concentration",12.12271793,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Wood Density",0.782348042,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Leaf phosphorous concentration",0.545757861,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Leaf Dry Matter Content",0.411244403,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Seed Dry Mass",8.647687755,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","SLA",7.38924387,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia rosea","Leaf area",5860.032168,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Plant height (maximum)",4.220850792,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Leaf nitrogen concentration",11.24863954,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Wood Density",0.812082216,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Leaf phosphorous concentration",0.50130265,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Leaf Dry Matter Content",0.422668614,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Seed Dry Mass",7.961593504,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","SLA",6.714288529,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia clusioides","Leaf area",5866.782664,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Plant height (maximum)",4.347103696,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Leaf nitrogen concentration",11.47624999,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Wood Density",0.790314591,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Leaf phosphorous concentration",0.543750914,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Leaf Dry Matter Content",0.418986471,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Seed Dry Mass",7.841515405,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","SLA",7.033961712,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clusia minor","Leaf area",5051.263219,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Plant height (maximum)",26.39976129,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Leaf nitrogen concentration",11.23603871,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Wood Density",0.650817614,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Leaf phosphorous concentration",1.339284584,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Leaf Dry Matter Content",0.494611249,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Seed Dry Mass",7783.070862,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","SLA",9.563223019,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea americana","Leaf area",786.4917245,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Plant height (maximum)",20.27215882,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Leaf nitrogen concentration",9.15587806,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Wood Density",0.662674105,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Leaf phosphorous concentration",1.347410725,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Leaf Dry Matter Content",0.523359365,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Seed Dry Mass",2840.534053,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","SLA",7.937797217,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mammea odorata","Leaf area",402.346289,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Plant height (maximum)",38.26484866,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Leaf nitrogen concentration",13.80011773,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Wood Density",0.575169296,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Leaf phosphorous concentration",1.316344625,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Leaf Dry Matter Content",0.438721735,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Seed Dry Mass",822.0639584,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","SLA",10.45870249,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum soulattri","Leaf area",1016.899723,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Plant height (maximum)",34.18219914,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Leaf nitrogen concentration",12.34877498,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Wood Density",0.637418172,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Leaf phosphorous concentration",1.109007146,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Leaf Dry Matter Content",0.467201344,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Seed Dry Mass",2191.112803,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","SLA",9.216288762,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Calophyllum inophyllum","Leaf area",1334.469286,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Plant height (maximum)",12.48245474,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Leaf nitrogen concentration",23.43689099,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Wood Density",0.604644351,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Leaf phosphorous concentration",0.955432478,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Leaf Dry Matter Content",0.338454272,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Seed Dry Mass",128.3216691,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","SLA",15.93308966,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Caloncoba echinata","Leaf area",10242.35914,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Plant height (maximum)",13.69304388,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Leaf nitrogen concentration",28.61541179,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Wood Density",0.537279166,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Leaf phosphorous concentration",1.299870237,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Leaf Dry Matter Content",0.311817152,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","Seed Dry Mass",124.0223625,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Erythrospermum acuminatissimum","SLA",21.19336901,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
