"spp_name","trait_name","value","unit","comment","kind","source"
"Miconia laevigata","Seed Dry Mass",0.627046864,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia laevigata","SLA",12.35947433,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia laevigata","Leaf area",5596.287274,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Plant height (maximum)",8.904304436,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Leaf nitrogen concentration",22.95131134,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Wood Density",0.531044624,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Leaf phosphorous concentration",0.865672943,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Leaf Dry Matter Content",0.314623118,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Seed Dry Mass",2.001080229,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","SLA",14.52127779,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia racemosa","Leaf area",9793.08325,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Plant height (maximum)",7.059923579,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Leaf nitrogen concentration",18.91472363,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Wood Density",0.540007759,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Leaf phosphorous concentration",0.865366343,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Leaf Dry Matter Content",0.3300654,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Seed Dry Mass",0.631538745,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","SLA",12.09483645,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pachyphylla","Leaf area",5196.369201,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Plant height (maximum)",6.356235799,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Leaf nitrogen concentration",18.81048529,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Wood Density",0.537402893,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Leaf phosphorous concentration",0.917698454,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Leaf Dry Matter Content",0.330141409,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Seed Dry Mass",0.632703155,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","SLA",12.4623516,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia thomasiana","Leaf area",4570.881896,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Plant height (maximum)",6.858039781,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Leaf nitrogen concentration",15.71557766,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Wood Density",0.607622225,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Leaf phosphorous concentration",0.613458428,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Leaf Dry Matter Content",0.354952029,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Seed Dry Mass",0.54308434,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","SLA",9.03863181,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia tetrandra","Leaf area",7226.529188,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Plant height (maximum)",6.894455932,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Leaf nitrogen concentration",18.11757217,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Wood Density",0.541626619,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Leaf phosphorous concentration",0.870161772,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Leaf Dry Matter Content",0.334580018,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Seed Dry Mass",0.55577627,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","SLA",11.67347076,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia foveolata","Leaf area",4517.519127,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Plant height (maximum)",6.646606991,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Leaf nitrogen concentration",18.43741368,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Wood Density",0.540505354,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Leaf phosphorous concentration",0.896189807,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Leaf Dry Matter Content",0.333119457,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Seed Dry Mass",0.654033509,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","SLA",12.07813835,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia sintenisii","Leaf area",4555.121862,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Plant height (maximum)",6.569011165,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Leaf nitrogen concentration",18.57804455,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Wood Density",0.540132115,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Leaf phosphorous concentration",0.897635459,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Leaf Dry Matter Content",0.332353304,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Seed Dry Mass",0.649830363,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","SLA",12.17867385,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia pycnoneura","Leaf area",4641.945102,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Plant height (maximum)",6.788909198,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Leaf nitrogen concentration",18.6680949,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Wood Density",0.530395707,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Leaf phosphorous concentration",0.934114256,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Leaf Dry Matter Content",0.330217435,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Seed Dry Mass",0.566108923,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","SLA",12.34809608,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Miconia lanata","Leaf area",4152.407818,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Plant height (maximum)",5.249283155,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Leaf nitrogen concentration",17.17908387,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Wood Density",0.574380913,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Leaf phosphorous concentration",0.830998041,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Leaf Dry Matter Content",0.344112144,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Seed Dry Mass",0.906775965,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","SLA",11.34227049,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Mecranium latifolium","Leaf area",4918.129953,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Plant height (maximum)",2,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Leaf nitrogen concentration",18.17087296,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Wood Density",0.532740535,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Leaf phosphorous concentration",1.552922799,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Leaf Dry Matter Content",0.305843329,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Seed Dry Mass",0.039506385,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","SLA",17.13225846,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia hirta","Leaf area",1381.425382,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Plant height (maximum)",3.088161469,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Leaf nitrogen concentration",19.55689932,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Wood Density",0.485176771,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Leaf phosphorous concentration",1.357688064,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Leaf Dry Matter Content",0.304649171,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Seed Dry Mass",0.065403351,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","SLA",15.29677927,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Clidemia cymosa","Leaf area",1793.907312,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Plant height (maximum)",5.15347294,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Leaf nitrogen concentration",17.17117443,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Wood Density",0.544502653,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Leaf phosphorous concentration",0.999769768,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Leaf Dry Matter Content",0.340878806,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Seed Dry Mass",0.681553575,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","SLA",12.12830193,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Sagraea umbrosa","Leaf area",3064.784905,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Plant height (maximum)",5.340722341,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Leaf nitrogen concentration",20.37511178,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Wood Density",0.52167497,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Leaf phosphorous concentration",1.100271845,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Leaf Dry Matter Content",0.321588122,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Seed Dry Mass",0.947763545,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","SLA",14.66560555,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Leandra krugiana","Leaf area",4004.054683,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Plant height (maximum)",8.822669282,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Leaf nitrogen concentration",26.53994387,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Wood Density",0.426481307,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Leaf phosphorous concentration",1.763599634,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Leaf Dry Matter Content",0.290870716,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Seed Dry Mass",1.129535799,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","SLA",21.3599386,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Conostegia rufescens","Leaf area",2401.596268,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Plant height (maximum)",8.924830978,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Leaf nitrogen concentration",21.77709772,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Wood Density",0.494538378,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Leaf phosphorous concentration",1.077953433,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Leaf Dry Matter Content",0.315210009,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Seed Dry Mass",0.942540456,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","SLA",14.75027102,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia angustifolia","Leaf area",4501.943083,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Plant height (maximum)",9.042739083,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Leaf nitrogen concentration",22.10548256,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Wood Density",0.494880111,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Leaf phosphorous concentration",1.073494936,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Leaf Dry Matter Content",0.314123191,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Seed Dry Mass",1.072012872,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","SLA",14.95546773,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia urbanii","Leaf area",4767.602074,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Plant height (maximum)",8.980489305,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Leaf nitrogen concentration",20.65380156,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Wood Density",0.499574198,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Leaf phosphorous concentration",1.056330939,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Leaf Dry Matter Content",0.321218093,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Seed Dry Mass",0.875386813,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","SLA",13.94119494,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia bicolor","Leaf area",4050.419451,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Plant height (maximum)",8.731724006,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Leaf nitrogen concentration",21.55757968,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Wood Density",0.496706679,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Leaf phosphorous concentration",1.073989412,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Leaf Dry Matter Content",0.31615496,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Seed Dry Mass",0.94080583,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","SLA",14.65210425,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tetrazygia biflora","Leaf area",4457.588764,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Plant height (maximum)",4.338104405,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Leaf nitrogen concentration",18.16648041,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Wood Density",0.521202855,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Leaf phosphorous concentration",1.261696971,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Leaf Dry Matter Content",0.330940582,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Seed Dry Mass",0.645711749,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","SLA",14.16339993,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Melastoma sanguineum","Leaf area",2473.486044,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Plant height (maximum)",7.397755951,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Leaf nitrogen concentration",20.36573085,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Wood Density",0.530884444,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Leaf phosphorous concentration",0.854082847,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Leaf Dry Matter Content",0.319668615,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Seed Dry Mass",0.543125258,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","SLA",12.80560201,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Tibouchina granulosa","Leaf area",6516.283941,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Plant height (maximum)",3.737661783,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Leaf nitrogen concentration",17.24646137,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Wood Density",0.52553301,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Leaf phosphorous concentration",1.166003892,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Leaf Dry Matter Content",0.331054885,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Seed Dry Mass",0.269587654,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","SLA",13.05569513,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea macfadyenii","Leaf area",2058.732877,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Plant height (maximum)",3.575197187,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Leaf nitrogen concentration",16.49301295,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Wood Density",0.532108259,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Leaf phosphorous concentration",1.16439411,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Leaf Dry Matter Content",0.337209654,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Seed Dry Mass",0.276248545,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","SLA",12.59795347,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Henriettea membranifolia","Leaf area",1838.653954,NA,"Leaf area (in case of compound leaves: leaflet, petiole and rachis excluded)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Lophostemon confertus","Plant height (maximum)",2.797048519,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Lophostemon confertus","Leaf nitrogen concentration",12.59686035,NA,NA,"imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
"Lophostemon confertus","Wood Density",0.717464556,NA,"Stem specific density (SSD)","imputed using Bayesian hierarchical probabilistic matrix factorization","Guo et al. (2022)"
