"","spp_name","trait_name","value","unit","kind","source","comment"
"24197","Cleome paludosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24198","Cleome parviflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24199","Cleome rosea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24200","Cleome rutidosperma","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24201","Cleome siliculifera","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24202","Cleome spinosa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24203","Cleome tetrandra","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24204","Cleome gigantea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24205","Cleome viscosa","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24206","Codonocarpus attenuatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24207","Codonocarpus cotinifolius","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | New South Wales Plant Traits Database",NA
"24208","Codonocarpus pyramidalis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24209","Gyrostemon australasicus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24210","Gyrostemon thesioides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24211","Koeberlinia spinosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24212","Forchhammeria pallida","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24213","Reseda alba","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24214","Reseda glauca","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24215","Reseda inodora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24216","Reseda jacquinii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24217","Reseda lutea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"24218","Reseda luteola","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"24219","Reseda valentina","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24220","Reseda phyteuma","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24221","Reseda pruinosa","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24222","Sesamoides interrupta","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24223","Sesamoides minor","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24224","Sesamoides purpurascens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24225","Tropaeolum majus","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24226","Canotia holacantha","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24227","Elaeodendron australe","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24228","Elaeodendron melanocarpum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24229","Celastrus aculeatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24230","Gymnosporia heterophylla","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24231","Celastrus glaucophyllus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24232","Celastrus hindsii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24233","Celastrus hypoleucus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24234","Celastrus monospermus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24235","Celastrus orbiculatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24236","Celastrus pringlei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24237","Celastrus rosthornianus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24238","Celastrus scandens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24239","Celastrus subspicatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24240","Cheiloclinium cognatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24241","Cheiloclinium serratum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24242","Crossopetalum managuatillo","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24243","Crossopetalum parviflorum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24244","Crossopetalum rhacoma","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24245","Denhamia obscura","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24246","Denhamia oleaster","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24247","Elachyptera floribunda","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24248","Euonymus alatus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24249","Euonymus americanus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24250","Euonymus atropurpureus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24251","Euonymus carnosus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24252","Euonymus centidens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24253","Euonymus cornutus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24254","Euonymus dielsianus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24255","Euonymus europaeus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24256","Euonymus fortunei","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24257","Euonymus frigidus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24258","Euonymus hamiltonianus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24259","Euonymus japonicus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24260","Euonymus latifolius","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24261","Euonymus laxiflorus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24262","Euonymus macropterus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24263","Euonymus myrianthus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24264","Euonymus nanoides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24265","Euonymus nanus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24266","Euonymus nitidus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24267","Euonymus occidentalis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24268","Euonymus phellomanus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24269","Euonymus sanguineus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24270","Euonymus semenovii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24271","Euonymus verrucosoides","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24272","Euonymus verrucosus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | The LEDA Traitbase",NA
"24273","Gymnosporia senegalensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24274","Loeseneriella barbata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24275","Hippocratea volubilis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24276","Lophopetalum wightianum","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24277","Macgregoria racemigera","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24278","Maytenus buxifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24279","Denhamia cunninghamii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24280","Denhamia disperma","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24281","Gymnosporia acuminata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24282","Denhamia silvestris","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Australian Fire Ecology Database",NA
"24283","Microtropis discolor","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24284","Microtropis fokienensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24285","Parnassia delavayi","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24286","Parnassia gansuensis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24287","Parnassia cacuminum","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24288","Parnassia oreophila","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24289","Parnassia trinervis","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24290","Peritassa campestris","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24291","Peritassa compta","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24292","Peritassa dulcis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24293","Peritassa laevigata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24294","Plenckia populnea","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24295","Plenckia microcarpa","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24296","Prionostemma aspera","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24297","Pristimera celastroides","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24298","Ptelidium ovatum","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24299","Salacia chinensis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24300","Salacia cordata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24301","Salacia crassifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24302","Salacia elliptica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24303","Salacia maburensis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24304","Salacia macrantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24305","Salacia obovatilimba","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24306","Salacia polysperma","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24307","Salacia disepala","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24308","Schaefferia frutescens","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24309","Siphonodon membranaceus","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24310","Stackhousia annua","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24311","Stackhousia aspericocca","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24312","Stackhousia clementii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24313","Stackhousia intermedia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24314","Stackhousia monogyna","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24315","Stackhousia megaloptera","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24316","Stackhousia muricata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24317","Stackhousia nuda","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24318","Stackhousia pulvinaris","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24319","Stackhousia spathulata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24320","Stackhousia subterranea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24321","Stackhousia viminea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24322","Tontelea micrantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24323","Wimmeria bartlettii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24324","Wimmeria lanceolata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24325","Zinowiewia concinna","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24326","Euscaphis japonica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24327","Staphylea bolanderi","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Cold Tolerance, Seed Size and Height of North American Forest Tree Species",NA
"24328","Staphylea colchica","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24329","Staphylea holocarpa","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Disentangling ecological, allometric and evolutionary determinants of the relationship between seed mass and elevation: insights from multiple analyses of 1355 angiosperm species on the eastern Tibetan Plateau",NA
"24330","Staphylea pinnata","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24331","Staphylea arguta","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24332","Turpinia montana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24333","Turpinia occidentalis","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24334","Dalrympelea pomifera","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Stronger latitudinal phylogenetic patterns in woody angiosperm assemblages with higher dispersal abilities in China",NA
"24335","Pilostyles blanchetii","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24336","Begonia alchemilloides","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24337","Begonia balmisiana","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24338","Begonia boisiana","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24339","Begonia calderonii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24340","Begonia cucullata","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24341","Begonia exigua","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24342","Begonia fischeri","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24343","Begonia glabra","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24344","Begonia grisea","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24345","Begonia humilis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24346","Begonia lindmanii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24347","Begonia machrisiana","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24348","Begonia monophylla","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24349","Begonia rosacea","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24350","Begonia per-dusenii","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24351","Begonia pernambucensis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24352","Begonia polygonata","seed dispersal category","Autochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24353","Begonia reniformis","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24354","Begonia rufa","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24355","Begonia ruhlandiana","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24356","Begonia umbraculifera","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24357","Coriaria myrtifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24358","Alsomitra macrocarpa","seed dispersal category","Anemochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24359","Apodanthera smilacifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24360","Austrobryonia micrantha","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | AusTraits, a curated plant trait database for the Australian flora",NA
"24361","Bryonia alba","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | BIOPOP: Functional Traits for Nature Conservation",NA
"24362","Bryonia cretica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | EuDiS - A comprehensive database of the seed dispersal syndromes of the European flora",NA
"24363","Bryonia dioica","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | KEW Seed Information Database (SID)",NA
"24364","Bryonia multiflora","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24365","Bryonia verrucosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Seed dispersal distance classes and dispersal modes for the European flora",NA
"24366","Cayaponia citrullifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24367","Cayaponia diversifolia","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24368","Cayaponia espelina","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24369","Cayaponia ferruginea","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24370","Cayaponia floribunda","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
"24371","Cayaponia glandulosa","seed dispersal category","Zoochory",NA,"TRY data","Jin et al. (2016) | Species able to reproduce after fire in a Brazilian Savanna",NA
