"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"2143","Prunus persica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.2,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1309850","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2144","Prunus persica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.5,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1309851","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2145","Prunus persica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.76923077,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1309852","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2146","Prunus persica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.46428571,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1309853","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2147","Prunus persica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.2,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1309854","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2148","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.074410163,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311431","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2149","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.208103131,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311432","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2150","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.924170616,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311433","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2151","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.385524372,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311434","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2152","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.347245409,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311435","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2153","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.552870091,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311436","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2154","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.53132832,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311437","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2155","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.68224299,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311438","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2156","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.16545012,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311439","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2157","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.91703057,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311440","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2158","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.78772379,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311441","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2159","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.92356688,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311442","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2160","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.93939394,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311443","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2161","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.29051988,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311444","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2162","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.42160279,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311445","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2163","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.58736059,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311446","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2164","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.30501931,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311447","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2165","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.05483029,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311448","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2166","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.29051988,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311449","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2167","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.31527094,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311450","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2168","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.83679525,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311451","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2169","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.6239782,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311452","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2170","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.18122977,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311453","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2171","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.3950104,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311454","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2172","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.24390244,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311455","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2173","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.40694789,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311456","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2174","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.97444089,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311457","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2175","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.53488372,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311458","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2176","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.33742331,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311459","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2177","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.416195857,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311460","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2178","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.74688797,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311461","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2179","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.39344262,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311462","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2180","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.40816327,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311463","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2181","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.23076923,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311464","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2182","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.33333333,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311465","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2183","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.025270758,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311478","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2184","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.496251874,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311479","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2185","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.132667618,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311480","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2186","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",7.462686567,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311481","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2187","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.130081301,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311482","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2188","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.230125523,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311483","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2189","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.00560224,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311484","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2190","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",10.37344398,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311485","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2191","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.34567901,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311486","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2192","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.31527094,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311488","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2193","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.59445844,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311489","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2194","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.49275362,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311490","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2195","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.40482574,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311491","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2196","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.18122977,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311492","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2197","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.55629139,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311493","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2198","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.24817518,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311494","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2199","Liquidambar styraciflua","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.22493888,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311495","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2200","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.6627566,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311496","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2201","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.36363636,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311497","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2202","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.32664756,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311498","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2203","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.25490196,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311499","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2204","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.20454545,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311500","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2205","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.561643836,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311501","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2206","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.70588235,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311502","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2207","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.38952164,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311503","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2208","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.01501502,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311504","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2209","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.61129568,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311505","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2210","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.83679525,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311506","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2211","Carya glabra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.31221719,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311507","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2212","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.54385965,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311508","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2213","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.82278481,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311509","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2214","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.52252252,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311510","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2215","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.05054152,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311511","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2216","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.51851852,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311512","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2217","Cercis canadensis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.08900524,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311513","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2218","Hymenaea courbaril","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.24137931,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311580","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2219","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.3,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311888","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2220","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.4,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311889","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2221","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.3,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311890","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2222","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.8,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311891","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2223","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.8,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311892","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2224","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.1,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311894","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2225","Acer rubrum","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.6,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311895","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2226","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.6,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311896","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2227","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.8,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311897","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2228","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.3,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311898","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2229","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.9,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311899","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2230","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.8,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311900","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2231","Quercus rubra","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.3,"mm2 mg-1","TRY.Leaf Physiology Database","67_6584_1311901","Specific leaf area | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2232","Castilla elastica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.92,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312197"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2233","Urera caracasana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.95,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312199"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2234","Populus fremontii","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.38,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312274"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2235","Prosopis glandulosa","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",5.12,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312275"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2236","Quercus laevis","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",9.76,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312282"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"2237","Quercus geminata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",6.29,"mm2 mg-1","TRY.Global Respiration Database","96_6598_1312283"," | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
