"","spp_name","trait_name","value","unit_name","source","id_dfdo","comment","kind"
"22338","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.9068,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144797","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22339","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.039756098,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144798","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22340","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.937763158,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144799","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22341","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.638055556,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144800","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22342","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.621067961,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144801","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22343","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.474936709,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144802","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22344","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.273870968,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144803","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22345","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.242125,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144804","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22346","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",22.565333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144805","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22347","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.916842105,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144806","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22348","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.2825,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144807","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22349","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.180833333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144808","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22350","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.736938776,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144809","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22351","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.996966292,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144810","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22352","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.684698795,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144811","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22353","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.988285714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144812","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22354","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.362708333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144813","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22355","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.516181818,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144814","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22356","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.194117647,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144815","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22357","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.85875,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144816","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22358","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.650819672,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144817","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22359","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.847857143,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144818","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22360","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.35195122,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144819","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22361","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.511590909,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144820","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22362","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.026764706,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144821","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22363","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.6722,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144822","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22364","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.389019608,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144823","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22365","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.481882353,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144824","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22366","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.782033898,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144825","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22367","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.839333333,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144826","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22368","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.839726027,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144827","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22369","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.757619048,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144828","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22370","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.459736842,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144829","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22371","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.025581395,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144830","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22372","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.911538462,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144831","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22373","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.451886792,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144832","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22374","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.141320755,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144833","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22375","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.443289474,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144834","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22376","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.544,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144835","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22377","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.431632653,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144836","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22378","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.991071429,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144837","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22379","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.392222222,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144838","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22380","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.96,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144839","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22381","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.314235294,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144840","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22382","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.478035714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144841","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22383","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.792280702,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144842","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22384","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.27,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144843","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22385","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",21.394285714,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144844","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22386","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",8.7996296296,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144845","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22387","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.162457627,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144846","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22388","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.550757576,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144847","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22389","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.47559322,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144848","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22390","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",20.097361111,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144849","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22391","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.703773585,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144850","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22392","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.633818182,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144851","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22393","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.920185185,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144852","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22394","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",11.676619718,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144853","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22395","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",24.241,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144854","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22396","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.955102041,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144855","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22397","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.561612903,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144856","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22398","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.847894737,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144857","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22399","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.197555556,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144858","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22400","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.426923077,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144859","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22401","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.529622642,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144860","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22402","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.060869565,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144861","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22403","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.280149254,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144862","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22404","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.19255102,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144863","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22405","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.884633854,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144864","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22406","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.204166667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144865","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22407","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.086818182,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144866","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22408","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",23.215625,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144867","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22409","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.705,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144868","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22410","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.028135593,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144869","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22411","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.82175,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144870","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22412","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.093384615,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144871","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22413","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.302763158,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144872","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22414","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.281647059,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144873","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22415","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.62875,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144874","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22416","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.188780488,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144875","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22417","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.184415584,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144876","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22418","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.429772727,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144877","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22419","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.426603774,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144878","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22420","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",13.538514851,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144879","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22421","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.765294118,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144880","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22422","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.03122807,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144881","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22423","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.794444444,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144882","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22424","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",17.685272727,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144883","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22425","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.755942029,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144884","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22426","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.165050505,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144885","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22427","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",18.862105263,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144886","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22428","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.25255814,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144887","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22429","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.167256637,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144888","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22430","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.915166667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144889","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22431","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.663870968,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144890","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
"22432","Quercus alba","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",12.626666667,"mm2 mg-1","TRY.The Global Leaf Traits","412_6584_3144891","SLA cm2/g | (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or ecluded","Single"
