Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
Iteration	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
9950	-1575.132	-1626.289	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9960	-1573.999	-1625.157	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9960	-1573.999	-1625.157	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9970	-1573.913	-1625.07	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9970	-1573.913	-1625.07	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9980	-1574.235	-1625.393	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9980	-1574.235	-1625.393	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9990	-1574.484	-1625.641	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
9990	-1574.484	-1625.641	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10000	-1575.322	-1626.48	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10000	-1575.322	-1626.48	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10010	-1573.929	-1625.087	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10010	-1573.929	-1625.087	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10020	-1574.164	-1625.321	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10020	-1574.164	-1625.321	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10030	-1574.257	-1625.415	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10030	-1574.257	-1625.415	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10040	-1573.933	-1625.091	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10040	-1573.933	-1625.091	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10050	-1574.049	-1625.207	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10050	-1574.049	-1625.207	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10060	-1574.039	-1625.197	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10060	-1574.039	-1625.197	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10070	-1574.295	-1625.453	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10070	-1574.295	-1625.453	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10080	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10080	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10090	-1574.655	-1625.813	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10090	-1574.655	-1625.813	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10100	-1574.387	-1625.545	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10100	-1574.387	-1625.545	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10110	-1574.059	-1625.217	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10110	-1574.059	-1625.217	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10120	-1574.69	-1625.848	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10120	-1574.69	-1625.848	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10130	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10130	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10140	-1575.571	-1626.729	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10140	-1575.571	-1626.729	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10150	-1574.065	-1625.223	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10150	-1574.065	-1625.223	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10160	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10160	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10170	-1575.516	-1626.673	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10170	-1575.516	-1626.673	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10180	-1574.069	-1625.227	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10180	-1574.069	-1625.227	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10190	-1575.606	-1626.764	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10190	-1575.606	-1626.764	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10200	-1574.195	-1625.353	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10200	-1574.195	-1625.353	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10210	-1574.18	-1625.337	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10210	-1574.18	-1625.337	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10220	-1573.915	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10220	-1573.915	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10230	-1574.044	-1625.202	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10230	-1574.044	-1625.202	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10240	-1573.941	-1625.099	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10240	-1573.941	-1625.099	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10250	-1573.954	-1625.112	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10250	-1573.954	-1625.112	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10260	-1574.411	-1625.569	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10260	-1574.411	-1625.569	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10270	-1574.193	-1625.351	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10270	-1574.193	-1625.351	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10280	-1574.774	-1625.932	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10280	-1574.774	-1625.932	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10290	-1574.829	-1625.987	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10290	-1574.829	-1625.987	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10300	-1574.018	-1625.176	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10300	-1574.018	-1625.176	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10310	-1574.34	-1625.498	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10310	-1574.34	-1625.498	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10320	-1573.914	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10320	-1573.914	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10330	-1573.937	-1625.095	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10330	-1573.937	-1625.095	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10340	-1573.922	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10340	-1573.922	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10350	-1573.915	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10350	-1573.915	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10360	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10360	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10370	-1574.541	-1625.699	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10370	-1574.541	-1625.699	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10380	-1574.596	-1625.754	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10380	-1574.596	-1625.754	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10390	-1573.959	-1625.117	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10390	-1573.959	-1625.117	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10400	-1576.164	-1627.322	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10400	-1576.164	-1627.322	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10410	-1573.995	-1625.152	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10410	-1573.995	-1625.152	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10420	-1574.282	-1625.439	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10420	-1574.282	-1625.439	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10430	-1574.246	-1625.404	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10430	-1574.246	-1625.404	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10440	-1575.494	-1626.652	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10440	-1575.494	-1626.652	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10450	-1574.235	-1625.393	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10450	-1574.235	-1625.393	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10460	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10460	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10470	-1575.053	-1626.211	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10470	-1575.053	-1626.211	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10480	-1573.92	-1625.078	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10480	-1573.92	-1625.078	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10490	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10490	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10500	-1573.943	-1625.101	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10500	-1573.943	-1625.101	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10510	-1574.118	-1625.276	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10510	-1574.118	-1625.276	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10520	-1574.984	-1626.142	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10520	-1574.984	-1626.142	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10530	-1573.926	-1625.084	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10530	-1573.926	-1625.084	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10540	-1577.27	-1628.428	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10540	-1577.27	-1628.428	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10550	-1574.221	-1625.379	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10550	-1574.221	-1625.379	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10560	-1574.425	-1625.583	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10560	-1574.425	-1625.583	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10570	-1574.495	-1625.653	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10570	-1574.495	-1625.653	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10580	-1574.786	-1625.944	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10580	-1574.786	-1625.944	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10590	-1574.482	-1625.64	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10590	-1574.482	-1625.64	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10600	-1574.45	-1625.608	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10600	-1574.45	-1625.608	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10610	-1573.967	-1625.125	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10610	-1573.967	-1625.125	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10620	-1574.114	-1625.272	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10620	-1574.114	-1625.272	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10630	-1574.429	-1625.587	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10630	-1574.429	-1625.587	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10640	-1575.23	-1626.388	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10640	-1575.23	-1626.388	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10650	-1574.44	-1625.598	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10650	-1574.44	-1625.598	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10660	-1574.403	-1625.56	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10660	-1574.403	-1625.56	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10670	-1576.917	-1628.075	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10670	-1576.917	-1628.075	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10680	-1575.503	-1626.661	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10680	-1575.503	-1626.661	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10690	-1574.04	-1625.198	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10690	-1574.04	-1625.198	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10700	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10700	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10710	-1574.307	-1625.464	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10710	-1574.307	-1625.464	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10720	-1574.158	-1625.316	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10720	-1574.158	-1625.316	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10730	-1573.914	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10730	-1573.914	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10740	-1575.418	-1626.575	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10740	-1575.418	-1626.575	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10750	-1575.331	-1626.489	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10750	-1575.331	-1626.489	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10760	-1574.253	-1625.411	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10760	-1574.253	-1625.411	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10770	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10770	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10780	-1574.994	-1626.151	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10780	-1574.994	-1626.151	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10790	-1574.449	-1625.606	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10790	-1574.449	-1625.606	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10800	-1573.964	-1625.122	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10800	-1573.964	-1625.122	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10810	-1574.104	-1625.262	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10810	-1574.104	-1625.262	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10820	-1574.149	-1625.307	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10820	-1574.149	-1625.307	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10830	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10830	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10840	-1574.063	-1625.221	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10840	-1574.063	-1625.221	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10850	-1575.274	-1626.432	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10850	-1575.274	-1626.432	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10860	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10860	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10870	-1575.046	-1626.204	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10870	-1575.046	-1626.204	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10880	-1574.93	-1626.088	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10880	-1574.93	-1626.088	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10890	-1574.083	-1625.241	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10890	-1574.083	-1625.241	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10900	-1574.33	-1625.488	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10900	-1574.33	-1625.488	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10910	-1573.991	-1625.149	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10910	-1573.991	-1625.149	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10920	-1573.952	-1625.109	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10920	-1573.952	-1625.109	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10930	-1573.957	-1625.115	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10930	-1573.957	-1625.115	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10940	-1573.991	-1625.148	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10940	-1573.991	-1625.148	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10950	-1574.823	-1625.98	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10950	-1574.823	-1625.98	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10960	-1574.132	-1625.289	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10960	-1574.132	-1625.289	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10970	-1574.395	-1625.552	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10970	-1574.395	-1625.552	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10980	-1574.579	-1625.736	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10980	-1574.579	-1625.736	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10990	-1573.934	-1625.092	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
10990	-1573.934	-1625.092	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11000	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11000	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11010	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11010	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11020	-1574.018	-1625.176	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11020	-1574.018	-1625.176	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11030	-1574.162	-1625.32	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11030	-1574.162	-1625.32	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11040	-1574.416	-1625.574	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11040	-1574.416	-1625.574	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11050	-1574.319	-1625.477	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11050	-1574.319	-1625.477	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11060	-1573.915	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11060	-1573.915	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11070	-1573.948	-1625.106	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11070	-1573.948	-1625.106	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11080	-1574.007	-1625.165	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11080	-1574.007	-1625.165	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11090	-1573.988	-1625.146	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11090	-1573.988	-1625.146	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11100	-1573.913	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11100	-1573.913	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11110	-1574.306	-1625.463	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11110	-1574.306	-1625.463	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11120	-1573.923	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11120	-1573.923	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11130	-1574.134	-1625.291	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11130	-1574.134	-1625.291	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11140	-1574.716	-1625.874	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11140	-1574.716	-1625.874	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11150	-1574.657	-1625.815	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11150	-1574.657	-1625.815	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
11160	-1575	-1626.157	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
