Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
853	1	-1558.395	-1625.836	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
854	0	-1574.049	-1625.207	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
855	1	-1557.632	-1625.074	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
856	0	-1575.517	-1626.675	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
857	1	-1558.006	-1625.448	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
858	0	-1575.388	-1626.546	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
859	1	-1557.798	-1625.24	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
860	0	-1573.924	-1625.081	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
861	1	-1559.832	-1627.273	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
862	0	-1573.992	-1625.15	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
863	1	-1558.133	-1625.574	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
864	0	-1576.166	-1627.323	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
865	1	-1557.646	-1625.087	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
866	0	-1574.278	-1625.436	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
867	1	-1557.655	-1625.096	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
868	0	-1573.958	-1625.116	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
869	1	-1558.397	-1625.839	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
870	0	-1574.099	-1625.257	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
871	1	-1558.145	-1625.587	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
872	0	-1573.94	-1625.097	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
873	1	-1558.052	-1625.494	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
874	0	-1574.284	-1625.441	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
875	1	-1559.496	-1626.938	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
876	0	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
877	1	-1559.199	-1626.64	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
878	0	-1574.12	-1625.278	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
879	1	-1559.43	-1626.871	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
880	0	-1573.913	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
881	1	-1557.66	-1625.102	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
882	0	-1575.366	-1626.524	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
883	1	-1557.636	-1625.078	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
884	0	-1574.313	-1625.471	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
885	1	-1560.093	-1627.534	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
886	0	-1573.979	-1625.136	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
887	1	-1558.483	-1625.924	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
888	0	-1574.469	-1625.627	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
889	1	-1557.645	-1625.086	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
890	0	-1575.824	-1626.982	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
891	1	-1559.367	-1626.808	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
892	0	-1573.928	-1625.085	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
893	1	-1557.63	-1625.072	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
894	0	-1574.373	-1625.531	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
895	1	-1559.39	-1626.831	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
896	0	-1574.452	-1625.61	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
897	1	-1558.16	-1625.601	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
898	0	-1573.967	-1625.125	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
899	1	-1557.631	-1625.072	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
900	0	-1573.911	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
901	1	-1559.263	-1626.704	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
902	0	-1574.074	-1625.231	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
903	1	-1558.527	-1625.969	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
904	0	-1573.921	-1625.078	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
905	1	-1557.702	-1625.144	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
906	0	-1574.047	-1625.204	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
907	1	-1558.43	-1625.871	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
908	0	-1574.201	-1625.359	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
909	1	-1558.346	-1625.787	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
910	0	-1574.417	-1625.575	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
911	1	-1559.045	-1626.486	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
912	0	-1573.941	-1625.099	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
913	1	-1558.25	-1625.692	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
914	0	-1573.949	-1625.107	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
915	1	-1558.334	-1625.776	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
916	0	-1573.959	-1625.117	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
917	1	-1558.041	-1625.483	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
918	0	-1573.936	-1625.094	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
919	1	-1558.514	-1625.955	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
920	0	-1573.916	-1625.074	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
921	1	-1557.954	-1625.396	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
922	0	-1575.274	-1626.432	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
923	1	-1557.683	-1625.125	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
924	0	-1573.913	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
925	1	-1557.627	-1625.068	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
926	0	-1574.229	-1625.387	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
927	1	-1558.016	-1625.457	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
928	0	-1574.532	-1625.69	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
929	1	-1557.633	-1625.074	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
930	0	-1574.455	-1625.612	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
931	1	-1557.651	-1625.092	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
932	0	-1574.182	-1625.34	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
933	1	-1557.626	-1625.067	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
934	0	-1573.953	-1625.11	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
935	1	-1557.829	-1625.271	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
936	0	-1574.87	-1626.028	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
937	1	-1558.415	-1625.856	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
938	0	-1574.944	-1626.102	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
939	1	-1557.642	-1625.083	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
940	0	-1573.951	-1625.109	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
941	1	-1557.712	-1625.154	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
942	0	-1573.932	-1625.089	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
943	1	-1557.751	-1625.192	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
944	0	-1574.37	-1625.528	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
945	1	-1557.629	-1625.071	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
946	0	-1574.534	-1625.692	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
947	1	-1557.998	-1625.44	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
948	0	-1573.956	-1625.114	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
949	1	-1559.148	-1626.589	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
950	0	-1573.914	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
951	1	-1557.949	-1625.391	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
952	0	-1574.825	-1625.983	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
953	1	-1557.626	-1625.067	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
954	0	-1573.967	-1625.125	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
955	1	-1559.159	-1626.6	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
956	0	-1575.534	-1626.692	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
957	1	-1557.626	-1625.067	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
958	0	-1573.913	-1625.071	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
959	1	-1557.689	-1625.131	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
960	0	-1574.224	-1625.381	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
961	1	-1558.101	-1625.543	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
962	0	-1574.95	-1626.108	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
963	1	-1557.635	-1625.077	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
964	0	-1575.183	-1626.34	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
965	1	-1558.025	-1625.467	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
966	0	-1573.914	-1625.072	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
967	1	-1557.774	-1625.215	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
968	0	-1573.95	-1625.108	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
969	1	-1557.663	-1625.104	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
970	0	-1575.667	-1626.825	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
971	1	-1557.936	-1625.377	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
972	0	-1575.2	-1626.358	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
973	1	-1557.665	-1625.106	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
974	0	-1574.751	-1625.909	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
975	1	-1557.658	-1625.1	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
976	0	-1574.711	-1625.868	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
977	1	-1557.799	-1625.241	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
978	0	-1573.922	-1625.079	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
979	1	-1557.627	-1625.069	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
980	0	-1575.661	-1626.819	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
981	1	-1557.667	-1625.108	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
982	0	-1576.691	-1627.848	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
983	1	-1557.853	-1625.294	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
984	0	-1576.557	-1627.715	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
985	1	-1557.76	-1625.202	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
986	0	-1574.325	-1625.483	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
987	1	-1557.626	-1625.067	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
988	0	-1574.312	-1625.47	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
989	1	-1559.168	-1626.609	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
990	0	-1574.47	-1625.627	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
991	1	-1557.715	-1625.157	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
992	0	-1574.735	-1625.892	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
993	1	-1559.64	-1627.081	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
994	0	-1574.559	-1625.716	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
995	1	-1557.804	-1625.245	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
996	0	-1574.629	-1625.787	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
997	1	-1558.518	-1625.959	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
998	0	-1574.048	-1625.206	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
999	1	-1557.773	-1625.214	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1000	0	-1574.074	-1625.231	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1001	1	-1557.83	-1625.272	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1002	0	-1574.577	-1625.735	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1003	1	-1558.011	-1625.453	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1004	0	-1573.927	-1625.085	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1005	1	-1558.726	-1626.168	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1006	0	-1574.857	-1626.015	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1007	1	-1557.76	-1625.202	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1008	0	-1573.943	-1625.101	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1009	1	-1558.288	-1625.729	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1010	0	-1573.983	-1625.141	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1011	1	-1557.631	-1625.073	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1012	0	-1574.265	-1625.423	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1013	1	-1558.149	-1625.591	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1014	0	-1574.864	-1626.022	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1015	1	-1558.121	-1625.562	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1016	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1017	1	-1557.836	-1625.277	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1018	0	-1573.912	-1625.07	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1019	1	-1557.706	-1625.148	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1020	0	-1574.066	-1625.224	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1021	1	-1564.713	-1632.155	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1022	0	-1573.964	-1625.122	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1023	1	-1557.673	-1625.114	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1024	0	-1574.155	-1625.313	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1025	1	-1557.98	-1625.422	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1026	0	-1573.982	-1625.14	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1027	1	-1558.174	-1625.615	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1028	0	-1574.511	-1625.669	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1029	1	-1558.871	-1626.312	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1030	0	-1574.029	-1625.187	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1031	1	-1559.57	-1627.012	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1032	0	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1033	1	-1557.773	-1625.214	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1034	0	-1573.932	-1625.089	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1035	1	-1557.687	-1625.129	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1036	0	-1573.987	-1625.145	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1037	1	-1557.633	-1625.074	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1038	0	-1574.743	-1625.9	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1039	1	-1557.713	-1625.155	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1040	0	-1574.061	-1625.219	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1041	1	-1558.478	-1625.919	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1042	0	-1575.649	-1626.806	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1043	1	-1557.648	-1625.089	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1044	0	-1575.686	-1626.843	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1045	1	-1558.084	-1625.526	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1046	0	-1573.973	-1625.131	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1047	1	-1560.51	-1627.952	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1048	0	-1574.007	-1625.165	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1049	1	-1557.655	-1625.096	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1050	0	-1574.259	-1625.416	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1051	1	-1557.641	-1625.082	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1052	0	-1573.964	-1625.121	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1053	1	-1557.745	-1625.186	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1054	0	-1573.929	-1625.087	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1055	1	-1560.296	-1627.737	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1056	0	-1574.197	-1625.354	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1057	1	-1558.401	-1625.842	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1058	0	-1575.137	-1626.295	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1059	1	-1557.939	-1625.381	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1060	0	-1573.917	-1625.075	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1061	1	-1558.223	-1625.664	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1062	0	-1574.094	-1625.252	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1063	1	-1557.659	-1625.101	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1064	0	-1574.39	-1625.548	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1065	1	-1558.651	-1626.092	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1066	0	-1574	-1625.158	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1067	1	-1558.4	-1625.841	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1068	0	-1573.911	-1625.069	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1069	1	-1557.921	-1625.362	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1070	0	-1573.953	-1625.111	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1071	1	-1559.622	-1627.064	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1072	0	-1573.91	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1073	1	-1557.629	-1625.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1074	0	-1574.078	-1625.236	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1075	1	-1558.325	-1625.767	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1076	0	-1574.199	-1625.357	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1077	1	-1559.603	-1627.045	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1078	0	-1574.524	-1625.682	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1079	1	-1557.921	-1625.362	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1080	0	-1574.229	-1625.387	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1081	1	-1559.048	-1626.489	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1082	0	-1574.052	-1625.209	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1083	1	-1557.914	-1625.355	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1084	0	-1574.173	-1625.331	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1085	1	-1557.677	-1625.118	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1086	0	-1575.695	-1626.853	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1087	1	-1558.785	-1626.227	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1088	0	-1573.935	-1625.093	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1089	1	-1557.917	-1625.358	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
1090	0	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
