Iteration	Replicate_ID	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
0	0	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
1	1	Posterior	Likelihood	Prior	interval_times[1]	interval_times[2]	interval_times[3]	interval_times[4]	interval_times[5]	interval_times[6]	interval_times[7]	interval_times[8]	interval_times[9]
5031	1	-1557.931	-1625.373	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5032	0	-1575.412	-1626.57	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5033	1	-1557.931	-1625.373	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5034	0	-1574.672	-1625.83	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5035	1	-1557.704	-1625.146	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5036	0	-1574.672	-1625.83	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5037	1	-1557.704	-1625.146	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5038	0	-1573.929	-1625.087	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5039	1	-1557.936	-1625.377	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5040	0	-1573.929	-1625.087	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5041	1	-1557.936	-1625.377	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5042	0	-1573.926	-1625.083	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5043	1	-1558.069	-1625.51	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5044	0	-1573.926	-1625.083	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5045	1	-1558.069	-1625.51	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5046	0	-1574.569	-1625.726	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5047	1	-1559.831	-1627.272	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5048	0	-1574.569	-1625.726	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5049	1	-1559.831	-1627.272	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5050	0	-1574.07	-1625.228	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5051	1	-1557.642	-1625.083	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5052	0	-1574.07	-1625.228	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5053	1	-1557.642	-1625.083	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5054	0	-1576.302	-1627.46	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5055	1	-1558.217	-1625.659	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5056	0	-1576.302	-1627.46	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5057	1	-1558.217	-1625.659	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5058	0	-1573.955	-1625.113	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5059	1	-1557.856	-1625.297	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5060	0	-1573.955	-1625.113	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5061	1	-1557.856	-1625.297	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5062	0	-1575.694	-1626.852	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5063	1	-1557.626	-1625.068	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5064	0	-1575.694	-1626.852	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5065	1	-1557.626	-1625.068	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5066	0	-1576.484	-1627.642	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5067	1	-1557.679	-1625.12	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5068	0	-1576.484	-1627.642	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5069	1	-1557.679	-1625.12	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5070	0	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5071	1	-1557.628	-1625.069	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5072	0	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5073	1	-1557.628	-1625.069	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5074	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5075	1	-1557.655	-1625.096	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5076	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5077	1	-1557.655	-1625.096	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5078	0	-1574.022	-1625.18	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5079	1	-1558.628	-1626.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5080	0	-1574.022	-1625.18	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5081	1	-1558.628	-1626.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5082	0	-1575.242	-1626.4	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5083	1	-1557.852	-1625.294	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5084	0	-1575.242	-1626.4	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5085	1	-1557.852	-1625.294	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5086	0	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5087	1	-1557.788	-1625.229	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5088	0	-1573.91	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5089	1	-1557.788	-1625.229	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5090	0	-1573.934	-1625.091	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5091	1	-1558.559	-1626	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5092	0	-1573.934	-1625.091	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5093	1	-1558.559	-1626	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5094	0	-1574.295	-1625.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5095	1	-1558.182	-1625.623	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5096	0	-1574.295	-1625.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5097	1	-1558.182	-1625.623	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5098	0	-1574.12	-1625.278	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5099	1	-1557.633	-1625.074	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5100	0	-1574.12	-1625.278	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5101	1	-1557.633	-1625.074	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5102	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5103	1	-1557.948	-1625.39	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5104	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5105	1	-1557.948	-1625.39	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5106	0	-1574.691	-1625.849	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5107	1	-1557.926	-1625.368	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5108	0	-1574.691	-1625.849	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5109	1	-1557.926	-1625.368	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5110	0	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5111	1	-1557.953	-1625.394	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5112	0	-1573.916	-1625.073	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5113	1	-1557.953	-1625.394	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5114	0	-1574.529	-1625.687	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5115	1	-1557.968	-1625.41	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5116	0	-1574.529	-1625.687	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5117	1	-1557.968	-1625.41	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5118	0	-1574.554	-1625.711	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5119	1	-1558.011	-1625.452	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5120	0	-1574.554	-1625.711	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5121	1	-1558.011	-1625.452	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5122	0	-1573.951	-1625.109	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5123	1	-1557.648	-1625.089	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5124	0	-1573.951	-1625.109	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5125	1	-1557.648	-1625.089	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5126	0	-1575.295	-1626.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5127	1	-1558.002	-1625.443	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5128	0	-1575.295	-1626.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5129	1	-1558.002	-1625.443	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5130	0	-1574.562	-1625.72	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5131	1	-1557.79	-1625.231	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5132	0	-1574.562	-1625.72	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5133	1	-1557.79	-1625.231	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5134	0	-1575.75	-1626.908	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5135	1	-1558.132	-1625.574	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5136	0	-1575.75	-1626.908	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5137	1	-1558.132	-1625.574	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5138	0	-1575.028	-1626.186	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5139	1	-1558.062	-1625.504	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5140	0	-1575.028	-1626.186	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5141	1	-1558.062	-1625.504	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5142	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5143	1	-1558.519	-1625.961	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5144	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5145	1	-1558.519	-1625.961	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5146	0	-1574.19	-1625.347	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5147	1	-1557.648	-1625.09	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5148	0	-1574.19	-1625.347	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5149	1	-1557.648	-1625.09	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5150	0	-1574.61	-1625.767	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5151	1	-1557.69	-1625.131	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5152	0	-1574.61	-1625.767	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5153	1	-1557.69	-1625.131	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5154	0	-1573.911	-1625.069	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5155	1	-1558.036	-1625.477	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5156	0	-1573.911	-1625.069	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5157	1	-1558.036	-1625.477	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5158	0	-1574.542	-1625.7	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5159	1	-1558.312	-1625.753	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5160	0	-1574.542	-1625.7	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5161	1	-1558.312	-1625.753	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5162	0	-1573.923	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5163	1	-1557.994	-1625.436	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5164	0	-1573.923	-1625.08	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5165	1	-1557.994	-1625.436	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5166	0	-1574.211	-1625.369	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5167	1	-1557.628	-1625.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5168	0	-1574.211	-1625.369	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5169	1	-1557.628	-1625.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5170	0	-1575.172	-1626.33	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5171	1	-1557.733	-1625.174	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5172	0	-1575.172	-1626.33	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5173	1	-1557.733	-1625.174	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5174	0	-1574.094	-1625.251	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5175	1	-1560.625	-1628.066	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5176	0	-1574.094	-1625.251	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5177	1	-1560.625	-1628.066	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5178	0	-1574.505	-1625.663	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5179	1	-1557.846	-1625.287	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5180	0	-1574.505	-1625.663	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5181	1	-1557.846	-1625.287	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5182	0	-1573.911	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5183	1	-1561.788	-1629.229	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5184	0	-1573.911	-1625.068	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5185	1	-1561.788	-1629.229	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5186	0	-1574.024	-1625.182	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5187	1	-1558.431	-1625.872	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5188	0	-1574.024	-1625.182	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5189	1	-1558.431	-1625.872	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5190	0	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5191	1	-1557.637	-1625.078	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5192	0	-1574.643	-1625.801	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5193	1	-1557.637	-1625.078	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5194	0	-1573.936	-1625.094	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5195	1	-1557.74	-1625.182	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5196	0	-1573.936	-1625.094	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5197	1	-1557.74	-1625.182	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5198	0	-1574.702	-1625.86	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5199	1	-1557.636	-1625.078	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5200	0	-1574.702	-1625.86	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5201	1	-1557.636	-1625.078	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5202	0	-1574.096	-1625.253	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5203	1	-1557.684	-1625.126	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5204	0	-1574.096	-1625.253	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5205	1	-1557.684	-1625.126	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5206	0	-1573.917	-1625.075	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5207	1	-1557.628	-1625.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5208	0	-1573.917	-1625.075	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5209	1	-1557.628	-1625.07	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5210	0	-1573.918	-1625.076	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5211	1	-1557.682	-1625.123	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5212	0	-1573.918	-1625.076	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5213	1	-1557.682	-1625.123	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5214	0	-1574.016	-1625.174	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5215	1	-1557.867	-1625.309	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5216	0	-1574.016	-1625.174	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5217	1	-1557.867	-1625.309	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5218	0	-1574.295	-1625.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5219	1	-1559.153	-1626.594	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5220	0	-1574.295	-1625.452	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5221	1	-1559.153	-1626.594	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5222	0	-1573.912	-1625.07	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5223	1	-1558.194	-1625.635	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5224	0	-1573.912	-1625.07	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5225	1	-1558.194	-1625.635	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5226	0	-1573.94	-1625.097	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5227	1	-1557.715	-1625.157	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5228	0	-1573.94	-1625.097	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5229	1	-1557.715	-1625.157	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5230	0	-1575.919	-1627.077	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5231	1	-1558.233	-1625.675	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5232	0	-1575.919	-1627.077	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5233	1	-1558.233	-1625.675	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5234	0	-1574.574	-1625.732	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5235	1	-1558.101	-1625.543	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5236	0	-1574.574	-1625.732	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5237	1	-1558.101	-1625.543	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5238	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5239	1	-1558.695	-1626.137	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5240	0	-1573.909	-1625.067	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5241	1	-1558.695	-1626.137	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5242	0	-1575.132	-1626.29	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5243	1	-1559.296	-1626.738	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5244	0	-1575.132	-1626.29	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5245	1	-1559.296	-1626.738	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5246	0	-1574.377	-1625.534	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5247	1	-1558.329	-1625.77	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5248	0	-1574.377	-1625.534	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5249	1	-1558.329	-1625.77	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5250	0	-1573.911	-1625.069	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5251	1	-1557.906	-1625.348	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5252	0	-1573.911	-1625.069	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5253	1	-1557.906	-1625.348	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5254	0	-1574.8	-1625.958	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5255	1	-1557.633	-1625.075	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5256	0	-1574.8	-1625.958	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5257	1	-1557.633	-1625.075	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5258	0	-1575.921	-1627.079	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5259	1	-1557.935	-1625.376	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5260	0	-1575.921	-1627.079	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5261	1	-1557.935	-1625.376	67.44141	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
5262	0	-1573.983	-1625.14	51.15772	65.0917	130.183	195.275	260.367	325.458	390.55	455.642	520.733	585.825
