Iteration	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
8060	-1557.653	-1625.095	67.44141	0.972521	0.973447	0.969366	0.968882	0.977163	0.977564	0.976715	0.976927	0.980137	0.977464
8070	-1559.17	-1626.612	67.44141	0.99238	0.993325	0.992829	0.988667	0.989072	0.997526	0.997743	0.996876	0.994158	0.997424
8080	-1558.684	-1626.125	67.44141	0.988461	0.989403	0.988908	0.984762	0.985167	0.993587	0.993803	0.99294	0.990232	0.993485
8090	-1557.799	-1625.24	67.44141	0.977163	0.977375	0.97471	0.97511	0.978313	0.977824	0.976975	0.977906	0.986264	0.982129
8100	-1558.178	-1625.62	67.44141	0.955297	0.952692	0.955822	0.956029	0.955199	0.955591	0.963759	0.963277	0.959239	0.960152
8110	-1557.633	-1625.074	67.44141	0.96784	0.967356	0.968278	0.968675	0.964614	0.964823	0.97307	0.970416	0.969574	0.972759
8120	-1557.627	-1625.068	67.44141	0.96871	0.968921	0.966278	0.966675	0.969851	0.969366	0.968524	0.969447	0.977733	0.973634
8130	-1558.456	-1625.897	67.44141	0.952072	0.94808	0.956184	0.957095	0.956263	0.955785	0.958926	0.959319	0.956703	0.956911
8140	-1558.404	-1625.845	67.44141	0.95263	0.950032	0.950238	0.95336	0.953751	0.952923	0.952446	0.960587	0.961502	0.957471
8150	-1557.716	-1625.157	67.44141	0.963737	0.966903	0.964266	0.963429	0.963638	0.971874	0.972273	0.968197	0.967713	0.968635
8160	-1557.769	-1625.21	67.44141	0.976466	0.977396	0.973299	0.972812	0.981127	0.98153	0.980677	0.98089	0.984113	0.981429
8170	-1557.748	-1625.19	67.44141	0.962794	0.971023	0.966953	0.966113	0.967033	0.97021	0.969725	0.967081	0.967478	0.967688
8180	-1558.263	-1625.704	67.44141	0.954245	0.953416	0.961565	0.964725	0.96068	0.95806	0.958973	0.959181	0.958702	0.959095
8190	-1557.781	-1625.222	67.44141	0.961965	0.961484	0.9624	0.962795	0.958759	0.958967	0.967163	0.964526	0.963688	0.966854
8200	-1557.694	-1625.135	67.44141	0.964491	0.972735	0.968657	0.967816	0.968738	0.971921	0.971435	0.968786	0.969183	0.969393
8210	-1557.64	-1625.081	67.44141	0.971647	0.971161	0.972087	0.972486	0.968409	0.968619	0.976898	0.974234	0.973388	0.976586
8220	-1557.672	-1625.113	67.44141	0.973422	0.972935	0.973334	0.974261	0.974473	0.970387	0.967741	0.976013	0.979219	0.978369
8230	-1557.626	-1625.067	67.44141	0.969642	0.970565	0.966496	0.966013	0.97427	0.97467	0.973823	0.974034	0.977235	0.97457
8240	-1557.923	-1625.365	67.44141	0.959084	0.959478	0.958998	0.959206	0.96012	0.957502	0.953488	0.95662	0.964797	0.963959
8250	-1558.995	-1626.436	67.44141	0.947047	0.946573	0.946962	0.947864	0.94807	0.944095	0.94152	0.949568	0.952688	0.95186
8260	-1557.642	-1625.084	67.44141	0.971806	0.970962	0.979261	0.982478	0.978359	0.975691	0.976621	0.976833	0.976344	0.976745
8270	-1557.651	-1625.092	67.44141	0.972354	0.980665	0.976554	0.975706	0.976635	0.979844	0.979354	0.976684	0.977084	0.977296
8280	-1557.732	-1625.173	67.44141	0.963254	0.966419	0.963783	0.962946	0.963155	0.971388	0.971786	0.967712	0.967228	0.96815
8290	-1558.115	-1625.557	67.44141	0.956134	0.956526	0.956734	0.956255	0.953648	0.954556	0.957692	0.953677	0.952849	0.960993
8300	-1557.632	-1625.074	67.44141	0.967845	0.967005	0.970182	0.978474	0.975806	0.971715	0.971926	0.972852	0.973251	0.972764
8310	-1559.954	-1627.395	67.44141	0.940065	0.940961	0.94049	0.936547	0.936932	0.94494	0.945145	0.944324	0.941749	0.944843
8320	-1558.376	-1625.817	67.44141	0.985472	0.985877	0.98609	0.985597	0.98291	0.983846	0.987078	0.98294	0.982087	0.990481
8330	-1558.495	-1625.937	67.44141	0.951656	0.949061	0.952179	0.952386	0.951559	0.951949	0.960086	0.959606	0.955583	0.956493
8340	-1557.985	-1625.427	67.44141	0.980567	0.979715	0.982934	0.991336	0.988632	0.984488	0.984701	0.985639	0.986044	0.985551
8350	-1557.626	-1625.068	67.44141	0.968974	0.972158	0.971314	0.968665	0.976944	0.977156	0.97306	0.973459	0.974386	0.973899
8360	-1557.688	-1625.13	67.44141	0.964693	0.965089	0.965298	0.964816	0.962185	0.963101	0.966266	0.962215	0.961379	0.969596
8370	-1558.48	-1625.921	67.44141	0.951815	0.954943	0.954113	0.951511	0.959644	0.959852	0.955828	0.956221	0.957132	0.956653
8380	-1558.346	-1625.787	67.44141	0.985155	0.993575	0.992712	0.98855	0.991798	0.992743	0.990036	0.989541	0.989755	0.990162
8390	-1559.331	-1626.773	67.44141	0.94439	0.94043	0.948468	0.949372	0.948548	0.948073	0.951188	0.951579	0.948984	0.949189
8400	-1558.693	-1626.135	67.44141	0.949704	0.94888	0.95699	0.960134	0.956109	0.953502	0.95441	0.954617	0.95414	0.954531
8410	-1557.773	-1625.215	67.44141	0.962151	0.961315	0.964473	0.972717	0.970064	0.965997	0.966207	0.967127	0.967524	0.967041
8420	-1557.629	-1625.07	67.44141	0.97044	0.978735	0.977885	0.973785	0.976985	0.977915	0.975249	0.974761	0.974972	0.975373
8430	-1558.409	-1625.85	67.44141	0.98582	0.989059	0.9882	0.985505	0.993929	0.994144	0.989977	0.990383	0.991326	0.990831
8440	-1557.672	-1625.114	67.44141	0.973439	0.972953	0.973352	0.974279	0.974491	0.970405	0.967759	0.976031	0.979237	0.978387
8450	-1558.114	-1625.556	67.44141	0.956149	0.95929	0.956674	0.955843	0.956051	0.964222	0.964618	0.960574	0.960094	0.961008
8460	-1557.688	-1625.13	67.44141	0.964689	0.964207	0.964603	0.965522	0.965731	0.961682	0.95906	0.967257	0.970435	0.969592
8470	-1558.351	-1625.792	67.44141	0.953217	0.961365	0.96053	0.956503	0.959646	0.96056	0.95794	0.957461	0.957669	0.958062
8480	-1557.626	-1625.067	67.44141	0.969299	0.969697	0.969908	0.969423	0.966779	0.9677	0.970879	0.966809	0.965969	0.974226
8490	-1558.533	-1625.974	67.44141	0.951269	0.947281	0.955377	0.956288	0.955457	0.954979	0.958117	0.95851	0.955896	0.956104
8500	-1557.629	-1625.07	67.44141	0.970439	0.97065	0.968003	0.9684	0.971582	0.971096	0.970253	0.971177	0.979478	0.975372
8510	-1558	-1625.441	67.44141	0.957826	0.958219	0.958427	0.957948	0.955335	0.956245	0.959387	0.955365	0.954535	0.962694
8520	-1558.715	-1626.156	67.44141	0.949505	0.948681	0.951797	0.959933	0.957315	0.953302	0.953508	0.954417	0.954808	0.954331
8530	-1558.331	-1625.772	67.44141	0.984992	0.988228	0.985533	0.984677	0.984891	0.993309	0.993717	0.989551	0.989056	0.989998
8540	-1557.634	-1625.075	67.44141	0.967734	0.967944	0.968341	0.9657	0.965217	0.968389	0.969311	0.968469	0.964409	0.972652
8550	-1558.15	-1625.591	67.44141	0.955675	0.954845	0.963006	0.96617	0.96212	0.959496	0.96041	0.960618	0.960138	0.960532
8560	-1557.626	-1625.067	67.44141	0.969169	0.969379	0.966736	0.967133	0.97031	0.969825	0.968983	0.969906	0.978196	0.974095
8570	-1557.833	-1625.274	67.44141	0.960808	0.958188	0.958395	0.961544	0.961939	0.961104	0.960623	0.968834	0.969757	0.965691
8580	-1557.628	-1625.07	67.44141	0.970368	0.969883	0.970281	0.971206	0.971416	0.967344	0.964706	0.972951	0.976148	0.9753
8590	-1558.307	-1625.748	67.44141	0.953724	0.956858	0.954248	0.953419	0.953626	0.961777	0.962172	0.958138	0.957659	0.958571
8600	-1558.95	-1626.391	67.44141	0.990694	0.991637	0.98748	0.986986	0.995422	0.995831	0.994966	0.995182	0.998452	0.995729
8610	-1558.799	-1626.241	67.44141	0.948733	0.95185	0.949255	0.94843	0.948636	0.956744	0.957137	0.953124	0.952648	0.953555
8620	-1557.677	-1625.118	67.44141	0.973634	0.972789	0.981103	0.984327	0.9802	0.977527	0.978458	0.978671	0.978181	0.978583
8630	-1557.677	-1625.118	67.44141	0.973621	0.974548	0.970462	0.969977	0.978268	0.978669	0.97782	0.978032	0.981245	0.978569
8640	-1557.952	-1625.393	67.44141	0.980037	0.983257	0.980575	0.979724	0.979936	0.988312	0.988718	0.984573	0.98408	0.985018
8650	-1557.637	-1625.078	67.44141	0.967402	0.966919	0.967316	0.968237	0.968447	0.964387	0.961757	0.969978	0.973164	0.972319
8660	-1558.075	-1625.517	67.44141	0.956696	0.964873	0.964035	0.959994	0.963148	0.964065	0.961436	0.960956	0.961164	0.961558
8670	-1557.793	-1625.235	67.44141	0.961677	0.960841	0.963998	0.972238	0.969587	0.965522	0.965731	0.966651	0.967048	0.966564
8680	-1558.301	-1625.742	67.44141	0.98466	0.984168	0.984572	0.98551	0.985723	0.981591	0.978914	0.987281	0.990525	0.989665
8690	-1557.718	-1625.159	67.44141	0.975079	0.974592	0.974992	0.97592	0.976132	0.97204	0.969389	0.977675	0.980887	0.980035
8700	-1557.856	-1625.297	67.44141	0.960337	0.960731	0.960251	0.960459	0.961374	0.958753	0.954733	0.95787	0.966057	0.965218
8710	-1557.671	-1625.113	67.44141	0.965373	0.964534	0.972778	0.975975	0.971883	0.969233	0.970156	0.970366	0.969881	0.970279
8720	-1558.148	-1625.589	67.44141	0.982835	0.983771	0.983279	0.979157	0.979559	0.987931	0.988146	0.987288	0.984595	0.98783
8730	-1557.981	-1625.423	67.44141	0.958116	0.966305	0.965466	0.961418	0.964577	0.965496	0.962863	0.962381	0.96259	0.962985
8740	-1557.645	-1625.086	67.44141	0.971989	0.972388	0.971901	0.972112	0.973038	0.970385	0.966317	0.969491	0.977778	0.976929
8750	-1557.63	-1625.072	67.44141	0.968107	0.967266	0.975533	0.978738	0.974635	0.971977	0.972903	0.973114	0.972628	0.973027
8760	-1560.07	-1627.511	67.44141	0.998229	1.00676	1.00589	1.00167	1.00496	1.00592	1.00318	1.00267	1.00289	1.0033
8770	-1558.601	-1626.042	67.44141	0.987707	0.996149	0.991973	0.991112	0.992056	0.995315	0.994818	0.992105	0.992512	0.992727
8780	-1557.673	-1625.115	67.44141	0.97348	0.9818	0.977684	0.976835	0.977766	0.980978	0.980488	0.977814	0.978215	0.978428
8790	-1557.885	-1625.326	67.44141	0.978886	0.979288	0.978798	0.97901	0.979943	0.977271	0.973174	0.976371	0.984716	0.983861
8800	-1557.706	-1625.147	67.44141	0.964072	0.961443	0.964602	0.964811	0.963974	0.964369	0.972612	0.972126	0.96805	0.968972
8810	-1557.988	-1625.43	67.44141	0.958006	0.955393	0.958532	0.95874	0.957907	0.9583	0.966491	0.966008	0.961958	0.962875
8820	-1557.729	-1625.171	67.44141	0.963334	0.962497	0.96566	0.973913	0.971257	0.967186	0.967395	0.968317	0.968714	0.96823
8830	-1557.874	-1625.316	67.44141	0.95998	0.9595	0.959894	0.960808	0.961017	0.956988	0.954378	0.962535	0.965698	0.964859
8840	-1557.794	-1625.235	67.44141	0.961656	0.962572	0.96209	0.958057	0.95845	0.966642	0.966852	0.966012	0.963378	0.966543
8850	-1557.863	-1625.304	67.44141	0.960205	0.96112	0.960639	0.956612	0.957004	0.965184	0.965394	0.964555	0.961925	0.965085
8860	-1558.322	-1625.763	67.44141	0.953548	0.95272	0.960863	0.96402	0.959979	0.957361	0.958273	0.958481	0.958001	0.958395
8870	-1559.23	-1626.671	67.44141	0.945161	0.946062	0.945589	0.941625	0.942011	0.950063	0.950269	0.949444	0.946854	0.949965
8880	-1558.183	-1625.624	67.44141	0.955242	0.956152	0.955674	0.951667	0.952058	0.960196	0.960404	0.95957	0.956953	0.960097
8890	-1557.672	-1625.113	67.44141	0.973427	0.970772	0.973962	0.974173	0.973327	0.973726	0.982049	0.981558	0.977443	0.978374
8900	-1558.762	-1626.204	67.44141	0.949067	0.949273	0.949663	0.947073	0.946599	0.949709	0.950614	0.949788	0.945807	0.953891
8910	-1557.675	-1625.117	67.44141	0.973568	0.973779	0.974178	0.971522	0.971036	0.974226	0.975154	0.974308	0.970223	0.978516
8920	-1557.841	-1625.283	67.44141	0.978062	0.973961	0.974889	0.983222	0.98273	0.981877	0.98228	0.985507	0.985721	0.983033
8930	-1557.761	-1625.202	67.44141	0.962463	0.962858	0.962376	0.962585	0.963502	0.960874	0.956846	0.95999	0.968195	0.967354
8940	-1557.903	-1625.344	67.44141	0.979207	0.975102	0.976031	0.984374	0.983881	0.983027	0.98343	0.986662	0.986876	0.984184
8950	-1560.611	-1628.053	67.44141	0.93606	0.936263	0.933709	0.934093	0.937162	0.936693	0.935879	0.936771	0.944778	0.940817
8960	-1557.816	-1625.257	67.44141	0.961169	0.962085	0.961604	0.957573	0.957966	0.966154	0.966363	0.965524	0.962891	0.966055
8970	-1557.733	-1625.174	67.44141	0.963224	0.966389	0.96555	0.962917	0.971147	0.971358	0.967285	0.967682	0.968604	0.96812
8980	-1557.908	-1625.35	67.44141	0.979307	0.978817	0.979219	0.980152	0.980365	0.976254	0.973592	0.981914	0.98514	0.984284
8990	-1557.744	-1625.185	67.44141	0.962922	0.963317	0.962836	0.963045	0.963962	0.961333	0.957303	0.960448	0.968658	0.967816
9000	-1560.581	-1628.022	67.44141	0.936236	0.935768	0.936152	0.937044	0.937247	0.933318	0.930772	0.938728	0.941812	0.940994
9010	-1557.68	-1625.121	67.44141	0.965019	0.960973	0.969187	0.97011	0.969268	0.968783	0.971966	0.972365	0.969714	0.969924
9020	-1557.63	-1625.071	67.44141	0.968172	0.971353	0.968704	0.967863	0.968073	0.976347	0.976748	0.972653	0.972167	0.973093
9030	-1557.639	-1625.08	67.44141	0.96726	0.964622	0.967791	0.968001	0.96716	0.967557	0.975827	0.97534	0.971251	0.972176
9040	-1559.663	-1627.105	67.44141	0.942006	0.945101	0.94428	0.941705	0.949754	0.94996	0.945978	0.946366	0.947268	0.946794
9050	-1557.632	-1625.073	67.44141	0.970895	0.974085	0.971428	0.970584	0.970795	0.979093	0.979495	0.975388	0.9749	0.975829
9060	-1558.138	-1625.58	67.44141	0.955823	0.951815	0.952722	0.960865	0.960385	0.959551	0.959945	0.963099	0.963308	0.960681
9070	-1557.731	-1625.172	67.44141	0.975453	0.975854	0.975366	0.975577	0.976507	0.973844	0.969761	0.972947	0.981263	0.980411
9080	-1560.367	-1627.808	67.44141	0.99991	0.99941	0.99982	1.00077	1.00099	0.996793	0.994075	1.00257	1.00587	1.00499
9090	-1557.799	-1625.24	67.44141	0.96155	0.958928	0.959136	0.962287	0.962682	0.961846	0.961365	0.969582	0.970506	0.966437
9100	-1558.142	-1625.583	67.44141	0.955778	0.9553	0.955692	0.956602	0.95681	0.952799	0.9502	0.958322	0.961471	0.960636
9110	-1558.76	-1626.201	67.44141	0.949092	0.957205	0.953192	0.952364	0.953271	0.956403	0.955925	0.953318	0.953709	0.953916
9120	-1557.635	-1625.076	67.44141	0.971183	0.967111	0.968032	0.976306	0.975818	0.974971	0.975371	0.978576	0.978788	0.976119
9130	-1557.641	-1625.082	67.44141	0.967072	0.967994	0.963935	0.963453	0.971688	0.972087	0.971243	0.971454	0.974645	0.971987
9140	-1558.218	-1625.66	67.44141	0.983704	0.98285	0.991251	0.994507	0.990338	0.987637	0.988578	0.988793	0.988298	0.988704
9150	-1560.621	-1628.063	67.44141	0.936002	0.936205	0.93659	0.934035	0.933568	0.936636	0.937528	0.936714	0.932787	0.94076
9160	-1557.639	-1625.08	67.44141	0.967266	0.966783	0.967704	0.968101	0.964042	0.964252	0.972493	0.969841	0.968999	0.972183
9170	-1557.857	-1625.298	67.44141	0.960319	0.9577	0.960847	0.961055	0.960221	0.960615	0.968825	0.968341	0.964281	0.9652
9180	-1558.472	-1625.914	67.44141	0.951895	0.952101	0.949505	0.949894	0.953015	0.952539	0.951712	0.952618	0.960761	0.956733
9190	-1557.672	-1625.114	67.44141	0.97345	0.976648	0.973985	0.973139	0.97335	0.98167	0.982073	0.977955	0.977466	0.978398
9200	-1558.838	-1626.28	67.44141	0.948386	0.9458	0.946005	0.949113	0.949503	0.948678	0.948204	0.956308	0.957219	0.953206
9210	-1558.725	-1626.167	67.44141	0.949407	0.946818	0.949929	0.950135	0.94931	0.949699	0.957817	0.957338	0.953324	0.954232
9220	-1558.258	-1625.7	67.44141	0.954297	0.962454	0.958419	0.957587	0.958499	0.961648	0.961167	0.958546	0.95894	0.959148
9230	-1557.627	-1625.069	67.44141	0.97013	0.966063	0.97432	0.975248	0.974401	0.973914	0.977114	0.977515	0.974849	0.975061
9240	-1558.29	-1625.732	67.44141	0.984539	0.987774	0.98508	0.984224	0.984438	0.992852	0.99326	0.989095	0.988601	0.989543
9250	-1558.156	-1625.597	67.44141	0.955589	0.955981	0.955503	0.95571	0.95662	0.954012	0.950012	0.953133	0.96128	0.960445
9260	-1557.657	-1625.098	67.44141	0.966092	0.969266	0.968424	0.965783	0.974038	0.974249	0.970165	0.970563	0.971488	0.971002
9270	-1557.663	-1625.105	67.44141	0.965758	0.963124	0.963333	0.966498	0.966895	0.966055	0.965572	0.973825	0.974753	0.970667
9280	-1557.658	-1625.1	67.44141	0.966006	0.974263	0.970179	0.969336	0.97026	0.973447	0.972961	0.970307	0.970706	0.970916
9290	-1557.871	-1625.313	67.44141	0.978637	0.979038	0.978549	0.978761	0.979693	0.977022	0.972926	0.976122	0.984465	0.983611
9300	-1557.746	-1625.187	67.44141	0.975876	0.975389	0.976318	0.976718	0.972624	0.972835	0.98115	0.978474	0.977624	0.980836
9310	-1558.801	-1626.243	67.44141	0.948714	0.944737	0.952812	0.95372	0.952891	0.952415	0.955544	0.955936	0.953329	0.953536
9320	-1557.854	-1625.296	67.44141	0.978315	0.979247	0.975142	0.974654	0.982985	0.983388	0.982534	0.982747	0.985976	0.983287
9330	-1559.322	-1626.763	67.44141	0.993468	0.994415	0.990246	0.989751	0.99821	0.99862	0.997753	0.997969	1.00125	0.998518
9340	-1557.715	-1625.157	67.44141	0.975001	0.974154	0.977355	0.985708	0.98302	0.978899	0.979111	0.980044	0.980446	0.979956
9350	-1558.05	-1625.492	67.44141	0.957059	0.957267	0.954656	0.955048	0.958186	0.957707	0.956875	0.957787	0.965973	0.961923
9360	-1557.633	-1625.075	67.44141	0.967741	0.970921	0.970078	0.967432	0.975701	0.975913	0.971821	0.97222	0.973146	0.97266
9370	-1557.728	-1625.169	67.44141	0.963373	0.966538	0.965699	0.963065	0.971297	0.971507	0.967434	0.967832	0.968754	0.968269
9380	-1557.765	-1625.206	67.44141	0.962363	0.958329	0.96652	0.96744	0.9666	0.966117	0.969291	0.969689	0.967045	0.967254
9390	-1557.626	-1625.067	67.44141	0.96937	0.968528	0.97171	0.980016	0.977343	0.973246	0.973457	0.974384	0.974784	0.974297
9400	-1557.843	-1625.285	67.44141	0.978101	0.981315	0.980462	0.977789	0.986146	0.98636	0.982225	0.982628	0.983564	0.983072
9410	-1557.638	-1625.079	67.44141	0.967335	0.967732	0.967942	0.967458	0.96482	0.965739	0.968912	0.96485	0.964012	0.972252
9420	-1557.793	-1625.234	67.44141	0.977035	0.977246	0.977648	0.974981	0.974494	0.977696	0.978627	0.977777	0.973678	0.982
9430	-1557.744	-1625.186	67.44141	0.975835	0.974988	0.978191	0.986552	0.983862	0.979737	0.979949	0.980883	0.981286	0.980795
9440	-1558.041	-1625.483	67.44141	0.981396	0.984621	0.981935	0.981083	0.981295	0.989683	0.990089	0.985938	0.985445	0.986384
9450	-1559.54	-1626.981	67.44141	0.99495	0.998219	0.995497	0.994632	0.994848	1.00335	1.00376	0.999555	0.999055	1.00001
9460	-1557.744	-1625.185	67.44141	0.975816	0.984156	0.98003	0.979179	0.980112	0.983332	0.982841	0.98016	0.980563	0.980775
9470	-1557.672	-1625.114	67.44141	0.973449	0.969368	0.977654	0.978585	0.977735	0.977246	0.980457	0.98086	0.978185	0.978397
9480	-1557.919	-1625.361	67.44141	0.979494	0.982712	0.981859	0.979181	0.987551	0.987765	0.983624	0.984028	0.984965	0.984472
9490	-1557.875	-1625.316	67.44141	0.978701	0.979633	0.975526	0.975038	0.983372	0.983776	0.982922	0.983135	0.986365	0.983675
9500	-1557.643	-1625.084	67.44141	0.971864	0.975057	0.972398	0.971553	0.971764	0.98007	0.980472	0.976362	0.975874	0.976803
9510	-1559.016	-1626.457	67.44141	0.946874	0.947079	0.947468	0.944884	0.944412	0.947514	0.948417	0.947593	0.943621	0.951686
9520	-1557.628	-1625.069	67.44141	0.970292	0.967646	0.970825	0.971036	0.970193	0.970591	0.978887	0.978397	0.974295	0.975224
9530	-1558.217	-1625.659	67.44141	0.954805	0.950802	0.958929	0.959842	0.959009	0.958529	0.961678	0.962073	0.959449	0.959658
9540	-1557.627	-1625.069	67.44141	0.970212	0.966144	0.967065	0.97533	0.974843	0.973996	0.974396	0.977597	0.977809	0.975143
9550	-1557.637	-1625.078	67.44141	0.967433	0.967643	0.96804	0.9654	0.964918	0.968088	0.96901	0.968169	0.96411	0.97235
9560	-1558.739	-1626.18	67.44141	0.949283	0.949489	0.949879	0.947288	0.946815	0.949926	0.950831	0.950005	0.946022	0.954108
9570	-1558.498	-1625.939	67.44141	0.986722	0.987662	0.983521	0.983029	0.991432	0.991839	0.990977	0.991192	0.994449	0.991737
9580	-1557.631	-1625.072	67.44141	0.970716	0.969873	0.973059	0.981376	0.9787	0.974597	0.974808	0.975737	0.976137	0.975649
9590	-1558.466	-1625.907	67.44141	0.986406	0.983716	0.986948	0.987162	0.986305	0.986709	0.995143	0.994645	0.990476	0.991419
9600	-1557.836	-1625.277	67.44141	0.977948	0.977459	0.97839	0.978792	0.974688	0.9749	0.983233	0.980551	0.9797	0.982919
9610	-1557.76	-1625.201	67.44141	0.9625	0.962019	0.962935	0.96333	0.959292	0.9595	0.967701	0.965062	0.964224	0.967392
9620	-1557.627	-1625.068	67.44141	0.96878	0.97706	0.976211	0.972119	0.975313	0.976242	0.97358	0.973093	0.973304	0.973703
9630	-1558.11	-1625.552	67.44141	0.982344	0.982748	0.982961	0.982469	0.97979	0.980723	0.983946	0.979821	0.97897	0.987337
9640	-1560.303	-1627.744	67.44141	0.999557	0.999967	0.999467	0.999684	1.00064	0.997908	0.993724	0.996989	1.00551	1.00464
9650	-1557.626	-1625.067	67.44141	0.969086	0.969296	0.969694	0.967049	0.966566	0.969741	0.970665	0.969822	0.965756	0.974011
9660	-1557.667	-1625.109	67.44141	0.973216	0.97237	0.975565	0.983904	0.98122	0.977107	0.977319	0.97825	0.978651	0.978162
9670	-1557.941	-1625.383	67.44141	0.958774	0.958295	0.958688	0.959601	0.959809	0.955786	0.953179	0.961326	0.964485	0.963647
9680	-1557.635	-1625.076	67.44141	0.967622	0.968544	0.968059	0.964001	0.964397	0.97264	0.972851	0.972006	0.969355	0.97254
9690	-1557.89	-1625.331	67.44141	0.959689	0.95921	0.959603	0.960517	0.960726	0.956698	0.954089	0.962244	0.965405	0.964567
9700	-1558.194	-1625.635	67.44141	0.955097	0.955304	0.952699	0.95309	0.956221	0.955743	0.954913	0.955822	0.963992	0.959951
9710	-1558.552	-1625.993	67.44141	0.951076	0.948482	0.948688	0.951805	0.952196	0.951369	0.950893	0.959021	0.959934	0.95591
9720	-1557.911	-1625.352	67.44141	0.959303	0.958823	0.959736	0.96013	0.956105	0.956312	0.964486	0.961856	0.961021	0.964178
9730	-1558.275	-1625.717	67.44141	0.984368	0.984582	0.981897	0.9823	0.985527	0.985034	0.984179	0.985116	0.993536	0.989371
9740	-1560.07	-1627.512	67.44141	0.93932	0.939706	0.93991	0.93944	0.936878	0.93777	0.940851	0.936907	0.936093	0.944094
9750	-1557.674	-1625.116	67.44141	0.973527	0.972681	0.975877	0.984218	0.981534	0.977419	0.977631	0.978563	0.978964	0.978475
