Iteration	Replicate_ID	Posterior	Likelihood	Prior	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]
3290	0	-1575.727	-1626.885	51.15772	0.994308	0.996139	0.995731	0.992777	0.993649	0.996603	0.994028	0.994782	0.995555	0.996661
3291	1	-1557.848	-1625.29	67.44141	0.978197	0.986558	0.982422	0.981569	0.982504	0.985732	0.985239	0.982552	0.982956	0.983169
3292	0	-1573.925	-1625.083	51.15772	0.971736	0.972473	0.973554	0.976448	0.977207	0.974308	0.971791	0.97358	0.974435	0.974036
3293	1	-1558.475	-1625.916	67.44141	0.986494	0.994925	0.990754	0.989894	0.990837	0.994092	0.993595	0.990886	0.991292	0.991507
3294	0	-1575.585	-1626.743	51.15772	0.993325	0.990758	0.991628	0.992399	0.991992	0.993094	0.994923	0.995678	0.992724	0.995676
3295	1	-1557.632	-1625.073	67.44141	0.967908	0.971088	0.970245	0.967599	0.975869	0.976081	0.971989	0.972388	0.973314	0.972828
3296	0	-1573.937	-1625.095	51.15772	0.966258	0.963392	0.966256	0.968035	0.96877	0.968373	0.969449	0.9703	0.971054	0.968545
3297	1	-1557.88	-1625.321	67.44141	0.959878	0.960793	0.956765	0.956287	0.96446	0.964856	0.964018	0.964227	0.967395	0.964757
3298	0	-1574.382	-1625.539	51.15772	0.956377	0.957103	0.959949	0.961015	0.958164	0.958909	0.960674	0.958192	0.9578	0.958641
3299	1	-1557.637	-1625.079	67.44141	0.967359	0.963303	0.971537	0.972462	0.971618	0.971132	0.974323	0.974722	0.972064	0.972275
3300	0	-1574.714	-1625.872	51.15772	0.952336	0.949511	0.951259	0.954088	0.953697	0.954421	0.955259	0.95632	0.953849	0.95459
3301	1	-1560.323	-1627.764	67.44141	0.937762	0.933831	0.941812	0.94271	0.941891	0.94142	0.944513	0.944901	0.942324	0.942528
3302	0	-1573.922	-1625.08	51.15772	0.97155	0.973339	0.97294	0.970054	0.970905	0.973792	0.971276	0.972013	0.972768	0.973849
3303	1	-1557.85	-1625.291	67.44141	0.978231	0.977742	0.978673	0.979075	0.97497	0.975182	0.983517	0.980835	0.979983	0.983203
3304	0	-1574.774	-1625.931	51.15772	0.986644	0.98774	0.988489	0.989258	0.992199	0.989635	0.986699	0.987566	0.989384	0.988979
3305	1	-1557.643	-1625.084	67.44141	0.971855	0.980162	0.97931	0.975205	0.978409	0.979341	0.97667	0.976182	0.976393	0.976794
3306	0	-1573.911	-1625.069	51.15772	0.970146	0.967639	0.968488	0.969241	0.968844	0.96992	0.971706	0.972443	0.969559	0.972441
3307	1	-1557.722	-1625.163	67.44141	0.9752	0.976129	0.972037	0.971551	0.979855	0.980257	0.979406	0.979618	0.982837	0.980156
3308	0	-1573.937	-1625.095	51.15772	0.966256	0.963759	0.964508	0.965355	0.966427	0.966032	0.966765	0.968545	0.971425	0.968543
3309	1	-1557.89	-1625.332	67.44141	0.959679	0.967882	0.967041	0.962987	0.966151	0.967071	0.964434	0.963952	0.964161	0.964557
3310	0	-1573.91	-1625.067	51.15772	0.969019	0.96987	0.967364	0.966968	0.967719	0.969501	0.970578	0.967699	0.968433	0.971312
3311	1	-1557.68	-1625.121	67.44141	0.965017	0.964535	0.965453	0.96585	0.9618	0.962009	0.970232	0.967586	0.966745	0.969922
3312	0	-1575.059	-1626.216	51.15772	0.989255	0.990354	0.991105	0.991876	0.994825	0.992254	0.989311	0.990179	0.992002	0.991596
3313	1	-1558.373	-1625.815	67.44141	0.952967	0.956098	0.953491	0.952663	0.952869	0.961014	0.961408	0.957378	0.956899	0.95781
3314	0	-1574.028	-1625.186	51.15772	0.962911	0.962517	0.964289	0.965136	0.962273	0.959786	0.96264	0.963388	0.964119	0.96519
3315	1	-1557.659	-1625.1	67.44141	0.965967	0.969141	0.968299	0.965659	0.973912	0.974124	0.97004	0.970438	0.971362	0.970877
3316	0	-1574.313	-1625.471	51.15772	0.957363	0.958426	0.959153	0.959899	0.962753	0.960265	0.957416	0.958257	0.960021	0.959628
3317	1	-1557.766	-1625.207	67.44141	0.962346	0.963263	0.962782	0.958745	0.959139	0.967337	0.967547	0.966706	0.96407	0.967238
3318	0	-1574.583	-1625.74	51.15772	0.984637	0.985402	0.986496	0.983947	0.984694	0.985558	0.988489	0.988084	0.985153	0.986967
3319	1	-1557.791	-1625.232	67.44141	0.961727	0.964886	0.962255	0.961419	0.961628	0.969847	0.970245	0.966178	0.965695	0.966615
3320	0	-1573.939	-1625.097	51.15772	0.966148	0.967221	0.967973	0.968707	0.966204	0.969077	0.969928	0.96705	0.966654	0.968434
3321	1	-1557.677	-1625.119	67.44141	0.965122	0.968293	0.965653	0.964814	0.965023	0.973271	0.973671	0.969589	0.969104	0.970027
3322	0	-1574.059	-1625.217	51.15772	0.976618	0.977359	0.978444	0.981354	0.982116	0.979203	0.976672	0.978471	0.97933	0.978929
3323	1	-1557.638	-1625.079	67.44141	0.971448	0.970604	0.9789	0.982116	0.977999	0.975332	0.976261	0.976473	0.975985	0.976385
3324	0	-1573.93	-1625.087	51.15772	0.966714	0.967788	0.968522	0.969274	0.972156	0.969644	0.966768	0.967617	0.969398	0.969001
3325	1	-1557.878	-1625.319	67.44141	0.978761	0.978271	0.979203	0.979605	0.975498	0.97571	0.984049	0.981366	0.980514	0.983735
3326	0	-1574.752	-1625.91	51.15772	0.951932	0.952672	0.95021	0.951266	0.952101	0.952823	0.952433	0.955265	0.957024	0.954185
3327	1	-1557.984	-1625.426	67.44141	0.958064	0.958977	0.958497	0.954479	0.954871	0.963032	0.963241	0.962405	0.95978	0.962934
3328	0	-1573.976	-1625.134	51.15772	0.964539	0.964144	0.965919	0.966767	0.963899	0.961409	0.964267	0.965017	0.965749	0.966822
3329	1	-1558.291	-1625.732	67.44141	0.984542	0.981857	0.98207	0.985297	0.985701	0.984845	0.984353	0.992766	0.993712	0.989546
3330	0	-1574.288	-1625.446	51.15772	0.957744	0.958808	0.959553	0.960281	0.9578	0.960648	0.961491	0.958639	0.958246	0.960011
3331	1	-1557.701	-1625.142	67.44141	0.97453	0.982859	0.978739	0.977889	0.97882	0.982036	0.981545	0.978868	0.97927	0.979483
3332	0	-1573.992	-1625.149	51.15772	0.974765	0.977663	0.978405	0.975502	0.976586	0.978384	0.979145	0.978744	0.976215	0.977072
3333	1	-1557.68	-1625.121	67.44141	0.965021	0.965417	0.965627	0.965144	0.962512	0.963429	0.966594	0.962542	0.961706	0.969926
3334	0	-1574.141	-1625.298	51.15772	0.978368	0.979128	0.976598	0.977683	0.978541	0.979284	0.978883	0.981794	0.983601	0.980683
3335	1	-1557.693	-1625.135	67.44141	0.964498	0.96366	0.971897	0.97509	0.971002	0.968354	0.969277	0.969487	0.969002	0.9694
3336	0	-1574.852	-1626.009	51.15772	0.987397	0.990333	0.987395	0.988145	0.989964	0.991064	0.990658	0.991428	0.992298	0.989734
3337	1	-1557.924	-1625.365	67.44141	0.959074	0.967271	0.963216	0.962379	0.963296	0.966461	0.965978	0.963344	0.963739	0.963948
3338	0	-1574.389	-1625.546	51.15772	0.982275	0.984084	0.981165	0.980763	0.983679	0.984543	0.98529	0.982744	0.983835	0.9846
3339	1	-1557.721	-1625.163	67.44141	0.975177	0.974689	0.97509	0.976018	0.97623	0.972137	0.969486	0.977773	0.980985	0.980133
3340	0	-1573.925	-1625.082	51.15772	0.967083	0.966687	0.967536	0.969318	0.966813	0.963945	0.964694	0.967562	0.968637	0.969372
3341	1	-1557.681	-1625.122	67.44141	0.9738	0.976999	0.974335	0.973489	0.9737	0.982022	0.982425	0.978307	0.977817	0.978749
3342	0	-1575.675	-1626.833	51.15772	0.943943	0.943556	0.944384	0.946123	0.943679	0.940879	0.94161	0.94441	0.945459	0.946176
3343	1	-1557.677	-1625.119	67.44141	0.965131	0.964649	0.965568	0.965964	0.961914	0.962123	0.970346	0.9677	0.96686	0.970036
3344	0	-1574.117	-1625.275	51.15772	0.977905	0.975004	0.976799	0.979704	0.979302	0.980046	0.980906	0.981996	0.979458	0.980219
3345	1	-1558.086	-1625.528	67.44141	0.956537	0.964713	0.963875	0.959834	0.962988	0.963905	0.961276	0.960796	0.961004	0.961399
3346	0	-1576.958	-1628.115	51.15772	0.935702	0.936412	0.939196	0.94024	0.93745	0.938179	0.939906	0.937478	0.937094	0.937916
3347	1	-1557.629	-1625.07	67.44141	0.970408	0.967762	0.970942	0.971152	0.970309	0.970707	0.979004	0.978515	0.974412	0.975341
3348	0	-1574.533	-1625.69	51.15772	0.954413	0.955474	0.956216	0.956942	0.954469	0.957307	0.958147	0.955305	0.954914	0.956672
3349	1	-1557.705	-1625.146	67.44141	0.97465	0.982981	0.97886	0.97801	0.978942	0.982158	0.981667	0.97899	0.979392	0.979604
3350	0	-1574.226	-1625.384	51.15772	0.979883	0.980644	0.981733	0.979197	0.97994	0.9808	0.983716	0.983314	0.980396	0.982202
3351	1	-1557.626	-1625.067	67.44141	0.969051	0.969449	0.969659	0.969174	0.966531	0.967452	0.970631	0.966561	0.965722	0.973976
3352	0	-1574.015	-1625.172	51.15772	0.963285	0.960796	0.961543	0.962387	0.963456	0.963062	0.963792	0.965567	0.968438	0.965565
3353	1	-1558.207	-1625.649	67.44141	0.954926	0.954449	0.954841	0.95575	0.955958	0.95195	0.949354	0.957468	0.960614	0.95978
3354	0	-1574.416	-1625.574	51.15772	0.982633	0.982231	0.984039	0.984903	0.981981	0.979444	0.982356	0.98312	0.983866	0.984958
3355	1	-1557.714	-1625.156	67.44141	0.97497	0.978174	0.975506	0.974659	0.97487	0.983203	0.983606	0.979483	0.978993	0.979926
3356	0	-1573.955	-1625.113	51.15772	0.973393	0.972994	0.974786	0.975642	0.972747	0.970234	0.973119	0.973875	0.974614	0.975697
3357	1	-1557.904	-1625.345	67.44141	0.979231	0.979444	0.979846	0.977173	0.976685	0.979894	0.980827	0.979975	0.975867	0.984208
3358	0	-1574.57	-1625.728	51.15772	0.984494	0.985588	0.986353	0.987102	0.984551	0.987479	0.988346	0.985413	0.98501	0.986824
3359	1	-1558.498	-1625.939	67.44141	0.986722	0.985865	0.989104	0.997559	0.994838	0.990667	0.990882	0.991826	0.992233	0.991737
3360	0	-1573.937	-1625.095	51.15772	0.966285	0.969158	0.969893	0.967016	0.96809	0.969873	0.970626	0.970229	0.967722	0.968571
3361	1	-1557.784	-1625.226	67.44141	0.961885	0.957852	0.958765	0.96696	0.966476	0.965637	0.966033	0.969207	0.969417	0.966774
3362	0	-1574.001	-1625.158	51.15772	0.97505	0.972158	0.975048	0.976844	0.977585	0.977185	0.97827	0.979129	0.97989	0.977358
3363	1	-1557.824	-1625.265	67.44141	0.96099	0.961906	0.957873	0.957394	0.965577	0.965973	0.965135	0.965344	0.968516	0.965874
3364	0	-1574.127	-1625.284	51.15772	0.978094	0.978952	0.976423	0.976023	0.976781	0.97858	0.979667	0.976761	0.977502	0.980408
3365	1	-1557.65	-1625.092	67.44141	0.96646	0.969636	0.968793	0.966151	0.974409	0.974621	0.970535	0.970933	0.971858	0.971372
3366	0	-1574.2	-1625.358	51.15772	0.959206	0.960048	0.957568	0.957175	0.957919	0.959683	0.960749	0.957899	0.958626	0.961476
3367	1	-1559.361	-1626.803	67.44141	0.993745	0.994152	0.993655	0.993871	0.994818	0.992105	0.987945	0.991191	0.999663	0.998795
3368	0	-1574.279	-1625.436	51.15772	0.980712	0.978178	0.979037	0.979798	0.979397	0.980485	0.98229	0.983035	0.980119	0.983033
3369	1	-1557.926	-1625.368	67.44141	0.959029	0.958197	0.966387	0.969562	0.965497	0.962864	0.963781	0.96399	0.963508	0.963904
3370	0	-1573.949	-1625.107	51.15772	0.973143	0.974224	0.974981	0.975721	0.9732	0.976093	0.97695	0.974052	0.973653	0.975446
3371	1	-1558.432	-1625.873	67.44141	0.986061	0.986274	0.983585	0.983989	0.987221	0.986728	0.985871	0.98681	0.995245	0.991072
3372	0	-1574.309	-1625.466	51.15772	0.981161	0.982968	0.980052	0.97965	0.982563	0.983426	0.984172	0.981629	0.982719	0.983483
3373	1	-1557.775	-1625.216	67.44141	0.962114	0.95808	0.966269	0.96719	0.96635	0.965867	0.96904	0.969438	0.966794	0.967004
3374	0	-1575.162	-1626.32	51.15772	0.990121	0.990891	0.98833	0.989428	0.990297	0.991048	0.990642	0.993588	0.995417	0.992464
3375	1	-1558.025	-1625.467	67.44141	0.957432	0.965616	0.964777	0.960732	0.963889	0.964807	0.962176	0.961695	0.961904	0.962298
3376	0	-1573.925	-1625.083	51.15772	0.971766	0.969255	0.970106	0.97086	0.970462	0.97154	0.973329	0.974068	0.971178	0.974066
3377	1	-1557.796	-1625.238	67.44141	0.977113	0.978044	0.973943	0.973456	0.981777	0.98218	0.981327	0.98154	0.984765	0.982079
3378	0	-1574.318	-1625.476	51.15772	0.957288	0.958351	0.959078	0.959824	0.962678	0.96019	0.957342	0.958182	0.959946	0.959553
3379	1	-1558.137	-1625.578	67.44141	0.98269	0.97857	0.986934	0.987874	0.987016	0.986523	0.989764	0.99017	0.98747	0.987684
3380	0	-1574.035	-1625.192	51.15772	0.962724	0.963472	0.964543	0.96205	0.96278	0.963625	0.966491	0.966095	0.963229	0.965003
3381	1	-1557.634	-1625.076	67.44141	0.971128	0.970285	0.978578	0.981793	0.977677	0.975011	0.97594	0.976152	0.975664	0.976064
3382	0	-1573.981	-1625.139	51.15772	0.974409	0.975166	0.976249	0.973727	0.974466	0.975321	0.978221	0.977821	0.97492	0.976715
3383	1	-1557.635	-1625.076	67.44141	0.967592	0.967108	0.968029	0.968427	0.964367	0.964576	0.97282	0.970167	0.969325	0.972509
3384	0	-1574.225	-1625.382	51.15772	0.958779	0.96163	0.958777	0.959504	0.961271	0.962339	0.961945	0.962692	0.963537	0.961048
3385	1	-1557.705	-1625.147	67.44141	0.974676	0.977878	0.977029	0.974364	0.982692	0.982906	0.978785	0.979187	0.980119	0.979629
3386	0	-1575.998	-1627.156	51.15772	0.996079	0.995671	0.997504	0.99838	0.995418	0.992846	0.995798	0.996572	0.997328	0.998436
3387	1	-1558.259	-1625.7	67.44141	0.98418	0.983325	0.99173	0.994989	0.990817	0.988115	0.989056	0.989271	0.988776	0.989182
3388	0	-1574.707	-1625.865	51.15772	0.985975	0.988907	0.989657	0.986721	0.987817	0.989636	0.990405	0.99	0.987442	0.988308
3389	1	-1557.727	-1625.168	67.44141	0.975343	0.974496	0.977698	0.986054	0.983365	0.979243	0.979455	0.980388	0.98079	0.9803
3390	0	-1574.057	-1625.215	51.15772	0.976572	0.977657	0.978417	0.979159	0.976629	0.979533	0.980393	0.977484	0.977084	0.978883
3391	1	-1557.872	-1625.313	67.44141	0.960023	0.957405	0.957613	0.960759	0.961153	0.960319	0.959838	0.968042	0.968965	0.964902
3392	0	-1574.234	-1625.391	51.15772	0.958629	0.959374	0.960439	0.957957	0.958684	0.959526	0.962379	0.961985	0.959131	0.960897
3393	1	-1558.013	-1625.454	67.44141	0.95762	0.958532	0.954513	0.954036	0.96219	0.962585	0.961749	0.961958	0.965119	0.962487
3394	0	-1574.899	-1626.057	51.15772	0.987841	0.984911	0.986724	0.989658	0.989253	0.990004	0.990873	0.991974	0.98941	0.990179
3395	1	-1557.636	-1625.077	67.44141	0.97129	0.974481	0.973635	0.97098	0.979279	0.979491	0.975385	0.975785	0.976715	0.976227
3396	0	-1574.454	-1625.611	51.15772	0.955405	0.958246	0.958973	0.956128	0.95719	0.958953	0.959698	0.959305	0.956826	0.957666
3397	1	-1557.627	-1625.068	67.44141	0.968797	0.966155	0.969329	0.96954	0.968698	0.969095	0.977378	0.97689	0.972794	0.973721
3398	0	-1574.048	-1625.206	51.15772	0.962378	0.959891	0.960637	0.961481	0.962549	0.962154	0.962884	0.964657	0.967526	0.964656
3399	1	-1558.305	-1625.747	67.44141	0.953741	0.954133	0.953656	0.953863	0.954771	0.952168	0.948176	0.951291	0.959422	0.958589
3400	0	-1574.309	-1625.467	51.15772	0.957426	0.958266	0.95579	0.955399	0.956141	0.957902	0.958966	0.956121	0.956846	0.959691
3401	1	-1557.635	-1625.077	67.44141	0.971245	0.970401	0.978696	0.981911	0.977795	0.975128	0.976057	0.976269	0.975781	0.976181
3402	0	-1573.999	-1625.157	51.15772	0.963754	0.96662	0.963752	0.964484	0.96626	0.967333	0.966937	0.967688	0.968538	0.966035
3403	1	-1558.106	-1625.548	67.44141	0.956261	0.955431	0.95857	0.966763	0.964127	0.960085	0.960293	0.961208	0.961602	0.961122
3404	0	-1574.12	-1625.277	51.15772	0.960739	0.960346	0.961189	0.962959	0.960471	0.957621	0.958365	0.961215	0.962283	0.963013
3405	1	-1558.672	-1626.114	67.44141	0.949902	0.94592	0.946821	0.954913	0.954436	0.953607	0.953998	0.957133	0.95734	0.95473
3406	0	-1574.236	-1625.393	51.15772	0.958595	0.95966	0.960388	0.961135	0.963992	0.961501	0.958649	0.959491	0.961257	0.960864
3407	1	-1557.769	-1625.211	67.44141	0.962255	0.963172	0.96269	0.958654	0.959048	0.967245	0.967455	0.966615	0.963979	0.967146
3408	0	-1574.297	-1625.455	51.15772	0.957611	0.958675	0.95942	0.960148	0.957667	0.960514	0.961358	0.958506	0.958113	0.959877
3409	1	-1557.725	-1625.167	67.44141	0.963457	0.971692	0.970848	0.966778	0.969955	0.970879	0.968231	0.967747	0.967957	0.968354
3410	0	-1573.952	-1625.11	51.15772	0.97328	0.972881	0.974673	0.975528	0.972634	0.970121	0.973006	0.973762	0.974501	0.975583
3411	1	-1557.732	-1625.174	67.44141	0.963243	0.964161	0.963679	0.959639	0.960033	0.968238	0.968448	0.967607	0.964969	0.968139
3412	0	-1574.242	-1625.399	51.15772	0.958495	0.959337	0.956858	0.956466	0.957209	0.958972	0.960037	0.957189	0.957915	0.960763
3413	1	-1558.001	-1625.442	67.44141	0.957806	0.958199	0.95772	0.957928	0.958841	0.956226	0.952217	0.955346	0.963511	0.962674
3414	0	-1574.645	-1625.802	51.15772	0.985316	0.98713	0.986726	0.983799	0.984662	0.98759	0.985038	0.985786	0.986552	0.987648
3415	1	-1558.082	-1625.523	67.44141	0.956605	0.952594	0.960736	0.961651	0.960816	0.960336	0.963491	0.963887	0.961258	0.961466
3416	0	-1575.713	-1626.871	51.15772	0.943662	0.943275	0.944103	0.945842	0.943398	0.940599	0.94133	0.944129	0.945178	0.945895
3417	1	-1557.858	-1625.299	67.44141	0.978384	0.978785	0.978296	0.978508	0.97944	0.976769	0.972674	0.97587	0.984211	0.983356
3418	0	-1574.195	-1625.353	51.15772	0.959294	0.956815	0.957655	0.958399	0.958007	0.959071	0.960837	0.961566	0.958713	0.961564
3419	1	-1558.979	-1626.421	67.44141	0.99093	0.999399	0.998531	0.994345	0.997612	0.998563	0.995839	0.995341	0.995557	0.995966
3420	0	-1574.322	-1625.48	51.15772	0.957235	0.954761	0.955503	0.956342	0.957404	0.957012	0.957739	0.959502	0.962355	0.9595
3421	1	-1558.663	-1626.104	67.44141	0.949992	0.947401	0.950514	0.95072	0.949894	0.950284	0.958407	0.957927	0.953911	0.95482
3422	0	-1574.358	-1625.516	51.15772	0.981859	0.982604	0.983695	0.98662	0.987387	0.984458	0.981914	0.983722	0.984586	0.984182
3423	1	-1558.243	-1625.684	67.44141	0.983994	0.987227	0.984534	0.983679	0.983893	0.992302	0.99271	0.988548	0.988054	0.988995
3424	0	-1573.958	-1625.115	51.15772	0.973509	0.974266	0.975348	0.972828	0.973566	0.974421	0.977318	0.976918	0.97402	0.975813
3425	1	-1557.688	-1625.13	67.44141	0.974082	0.982407	0.981554	0.977439	0.980651	0.981585	0.978908	0.978418	0.978631	0.979032
3426	0	-1573.92	-1625.077	51.15772	0.96748	0.968232	0.969307	0.966803	0.967536	0.968386	0.971265	0.970867	0.967987	0.96977
3427	1	-1557.68	-1625.122	67.44141	0.965007	0.964169	0.967337	0.975605	0.972945	0.968866	0.969076	0.969999	0.970397	0.969912
3428	0	-1578.004	-1629.161	51.15772	0.930145	0.931857	0.931476	0.928712	0.929528	0.932292	0.929883	0.930588	0.931311	0.932346
3429	1	-1557.643	-1625.085	67.44141	0.966892	0.967102	0.967498	0.96486	0.964378	0.967546	0.968468	0.967627	0.96357	0.971806
3430	0	-1574.134	-1625.291	51.15772	0.960454	0.961297	0.958813	0.958421	0.959166	0.960932	0.961999	0.959145	0.959873	0.962727
3431	1	-1560.528	-1627.969	67.44141	0.936543	0.936927	0.936459	0.936662	0.937554	0.934998	0.931078	0.934137	0.942121	0.941303
3432	0	-1573.944	-1625.102	51.15772	0.972887	0.973741	0.973342	0.970827	0.972614	0.97337	0.970483	0.971561	0.974449	0.975189
3433	1	-1557.773	-1625.215	67.44141	0.97657	0.984917	0.980788	0.979936	0.98087	0.984093	0.983601	0.980918	0.981321	0.981534
3434	0	-1573.94	-1625.098	51.15772	0.97267	0.969784	0.972667	0.974459	0.975198	0.974799	0.975881	0.976738	0.977497	0.974971
3435	1	-1557.638	-1625.079	67.44141	0.97148	0.974672	0.973826	0.97117	0.979471	0.979683	0.975576	0.975977	0.976906	0.976418
3436	0	-1573.976	-1625.134	51.15772	0.964526	0.965598	0.966331	0.967081	0.969957	0.967451	0.964581	0.965427	0.967205	0.966809
3437	1	-1557.824	-1625.265	67.44141	0.960998	0.960518	0.961433	0.961827	0.957795	0.958003	0.966191	0.963556	0.962719	0.965882
3438	0	-1574.234	-1625.392	51.15772	0.958614	0.959359	0.95688	0.957943	0.958784	0.959511	0.959118	0.96197	0.963742	0.960882
3439	1	-1558.058	-1625.499	67.44141	0.981632	0.981141	0.982076	0.982479	0.97836	0.978572	0.986936	0.984245	0.98339	0.986621
3440	0	-1574.316	-1625.473	51.15772	0.981262	0.982352	0.983115	0.983861	0.981319	0.984237	0.985101	0.982178	0.981776	0.983584
3441	1	-1557.893	-1625.334	67.44141	0.979033	0.978183	0.981397	0.989785	0.987086	0.982948	0.983161	0.984097	0.984501	0.984009
3442	0	-1574.522	-1625.68	51.15772	0.954539	0.955281	0.956342	0.953871	0.954594	0.955432	0.958273	0.957881	0.955039	0.956798
3443	1	-1557.7	-1625.142	67.44141	0.964249	0.963411	0.971646	0.974838	0.970751	0.968104	0.969026	0.969236	0.968752	0.969149
3444	0	-1574.293	-1625.451	51.15772	0.957667	0.95943	0.959037	0.956192	0.957031	0.959877	0.957397	0.958123	0.958868	0.959933
3445	1	-1558.593	-1626.034	67.44141	0.95067	0.950194	0.9511	0.95149	0.947501	0.947706	0.955807	0.9532	0.952372	0.955501
3446	0	-1573.923	-1625.081	51.15772	0.96722	0.967954	0.969029	0.971911	0.972666	0.96978	0.967274	0.969056	0.969906	0.969509
3447	1	-1557.626	-1625.067	67.44141	0.969179	0.968337	0.976614	0.979822	0.975715	0.973054	0.973981	0.974192	0.973705	0.974104
3448	0	-1575.772	-1626.93	51.15772	0.943239	0.943954	0.945003	0.947813	0.948549	0.945735	0.943291	0.945028	0.945858	0.945471
3449	1	-1557.888	-1625.33	67.44141	0.959714	0.958881	0.967076	0.970254	0.966186	0.963551	0.964469	0.964678	0.964196	0.964592
3450	0	-1574.383	-1625.541	51.15772	0.956351	0.957076	0.958139	0.960988	0.961735	0.958882	0.956404	0.958165	0.959007	0.958614
3451	1	-1557.79	-1625.232	67.44141	0.961743	0.95912	0.962271	0.96248	0.961644	0.962039	0.970262	0.969777	0.965711	0.966631
3452	0	-1574.114	-1625.272	51.15772	0.960849	0.962618	0.959762	0.959369	0.962222	0.963067	0.963797	0.961307	0.962375	0.963123
3453	1	-1557.805	-1625.246	67.44141	0.961414	0.96233	0.958295	0.957816	0.966003	0.966399	0.96556	0.96577	0.968943	0.9663
3454	0	-1574.052	-1625.21	51.15772	0.962272	0.963117	0.960628	0.960235	0.960981	0.96275	0.96382	0.960961	0.96169	0.964549
3455	1	-1557.708	-1625.15	67.44141	0.963982	0.961353	0.964512	0.964721	0.963883	0.964279	0.972521	0.972034	0.967959	0.968881
3456	0	-1574.632	-1625.79	51.15772	0.985183	0.986048	0.9835	0.983097	0.983861	0.985673	0.986768	0.98384	0.984587	0.987515
3457	1	-1557.679	-1625.121	67.44141	0.965036	0.962404	0.962613	0.965775	0.966172	0.965333	0.96485	0.973097	0.974024	0.96994
3458	0	-1574.803	-1625.96	51.15772	0.986927	0.989861	0.986925	0.987674	0.989492	0.990591	0.990186	0.990955	0.991825	0.989262
