"","tree","spcd","spgrpcd","plot","subp","condid","unitcd","ht","htcd","actualht","totage","dia","bhage","countycd"
"25837",9,951,38,20143,3,1,2,51,1,51,NA,12,NA,7
"25838",10,544,36,20143,3,1,2,52,1,52,NA,7.6,NA,7
"25839",12,544,36,20143,3,1,2,27,1,27,NA,3,NA,7
"25840",13,544,36,20143,3,1,2,15,2,14,NA,1.4,NA,7
"25841",14,701,43,20143,3,1,2,16,1,16,NA,1.4,NA,7
"25842",15,544,36,20143,3,1,2,45,3,45,NA,5.6,NA,7
"25843",3,543,36,20143,4,1,2,34,1,34,NA,7.8,NA,7
"25844",5,543,36,20143,4,1,2,31,1,31,NA,6.5,NA,7
"25845",1,71,9,20200,2,1,2,17,1,17,NA,2.2,NA,7
"25846",2,71,9,20200,2,1,2,17,1,17,NA,2.3,NA,7
"25847",1,71,9,20200,3,1,2,8,1,8,NA,1,NA,7
"25848",1,71,9,20200,4,1,2,14,1,14,NA,2.1,NA,7
"25849",2,71,9,20200,4,1,2,14,1,14,NA,2,NA,7
"25850",1,125,4,20207,1,1,2,74,1,74,NA,23.6,NA,7
"25851",2,746,37,20207,1,1,2,56,2,47,NA,7.7,NA,7
"25852",3,746,37,20207,1,1,2,60,3,60,NA,9.4,NA,7
"25853",5,746,37,20207,1,1,2,NA,NA,NA,NA,NA,NA,7
"25854",6,746,37,20207,1,1,2,68,1,68,NA,6.9,NA,7
"25855",1,105,5,20207,2,1,2,70,1,70,NA,11.1,NA,7
"25856",2,746,37,20207,2,1,2,60,3,60,NA,14.6,NA,7
"25857",3,105,5,20207,2,1,2,62,3,62,NA,10.3,NA,7
"25858",4,823,25,20207,2,1,2,21,1,21,NA,3.3,NA,7
"25859",5,746,37,20207,2,1,2,44,2,32,NA,5.8,NA,7
"25860",6,125,4,20207,2,1,2,30,1,30,NA,6.7,NA,7
"25861",7,746,37,20207,2,1,2,50,3,50,NA,5.7,NA,7
"25862",8,746,37,20207,2,1,2,43,1,43,NA,5.3,NA,7
"25863",9,746,37,20207,2,1,2,42,3,42,NA,5.1,NA,7
"25864",1,746,37,20207,3,1,2,57,1,57,NA,6.8,NA,7
"25865",2,746,37,20207,3,1,2,67,3,67,NA,10.1,NA,7
"25866",3,746,37,20207,3,1,2,70,3,70,NA,9.4,NA,7
"25867",4,746,37,20207,3,1,2,67,3,67,NA,7.5,NA,7
"25868",5,746,37,20207,3,1,2,67,3,67,NA,8.5,NA,7
"25869",6,746,37,20207,3,1,2,64,1,64,NA,8.9,NA,7
"25870",7,746,37,20207,3,1,2,64,3,64,NA,10.2,NA,7
"25871",10,746,37,20207,3,1,2,68,3,68,NA,8.6,NA,7
"25872",11,746,37,20207,3,1,2,74,1,74,NA,10.2,NA,7
"25873",12,746,37,20207,3,1,2,72,3,72,NA,10.7,NA,7
"25874",13,746,37,20207,3,1,2,60,3,60,NA,7.4,NA,7
"25875",14,746,37,20207,3,1,2,64,3,64,NA,6.7,NA,7
"25876",15,746,37,20207,3,1,2,56,3,56,NA,5.3,NA,7
"25877",16,823,25,20207,3,1,2,42,1,42,NA,5.2,NA,7
"25878",17,823,25,20207,3,1,2,NA,NA,NA,NA,NA,NA,7
"25879",18,746,37,20207,3,1,2,64,3,64,NA,6.6,NA,7
"25880",19,809,28,20207,3,1,2,60,1,60,NA,6.6,NA,7
"25881",20,746,37,20207,3,1,2,58,3,58,NA,5.9,NA,7
"25882",22,746,37,20207,3,1,2,60,3,60,NA,6.2,NA,7
"25883",23,823,25,20207,3,1,2,55,3,55,NA,6.1,NA,7
"25884",24,746,37,20207,3,1,2,60,1,60,NA,6,NA,7
"25885",25,823,25,20207,3,1,2,44,1,44,NA,5.3,NA,7
"25886",26,809,28,20207,3,1,2,36,1,36,NA,5.1,NA,7
"25887",1,746,37,20207,4,1,2,NA,NA,NA,NA,NA,NA,7
"25888",2,746,37,20207,4,1,2,60,2,37,NA,6.9,NA,7
"25889",3,746,37,20207,4,1,2,67,1,67,NA,8.7,NA,7
"25890",4,746,37,20207,4,1,2,71,3,71,NA,9.4,NA,7
"25891",5,746,37,20207,4,1,2,67,3,67,NA,6.9,NA,7
"25892",6,746,37,20207,4,1,2,67,3,67,NA,6.6,NA,7
"25893",7,746,37,20207,4,1,2,70,1,70,NA,9.5,NA,7
"25894",8,746,37,20207,4,1,2,65,3,65,NA,6.8,NA,7
"25895",9,746,37,20207,4,1,2,NA,NA,NA,NA,NA,NA,7
"25896",10,746,37,20207,4,1,2,NA,NA,NA,NA,NA,NA,7
"25897",11,746,37,20207,4,1,2,65,3,65,NA,6.9,NA,7
"25898",12,105,5,20207,4,1,2,32,1,32,NA,5.9,NA,7
"25899",14,746,37,20207,4,1,2,67,3,67,NA,9.6,NA,7
"25900",15,809,28,20207,4,1,2,27,1,27,NA,3.6,NA,7
"25901",16,809,28,20207,4,1,2,43,1,43,NA,7,NA,7
"25902",17,746,37,20207,4,1,2,62,3,62,NA,7.9,NA,7
"25903",18,746,37,20207,4,1,2,56,2,19,NA,5.9,NA,7
"25904",20,809,28,20207,4,1,2,45,1,45,NA,5.9,NA,7
"25905",22,809,28,20207,4,1,2,43,1,43,NA,5.9,NA,7
"25906",23,823,25,20207,4,1,2,40,1,40,NA,5.6,NA,7
"25907",24,809,28,20207,4,1,2,38,3,38,NA,5.3,NA,7
"25908",25,809,28,20207,4,1,2,43,1,43,NA,5.1,NA,7
"25909",8,823,25,20209,1,1,2,55,1,55,NA,11.8,NA,7
"25910",9,823,25,20209,1,1,2,48,3,48,NA,9,NA,7
"25911",10,809,28,20209,1,1,2,44,3,44,NA,11,NA,7
"25912",11,823,25,20209,1,1,2,54,3,54,NA,10,NA,7
"25913",13,12,6,20209,1,1,2,48,3,48,NA,10,NA,7
"25914",14,823,25,20209,1,1,2,41,3,41,NA,8.6,NA,7
"25915",8,809,28,20209,2,2,2,38,1,38,NA,5,NA,7
"25916",15,746,37,20209,2,2,2,NA,NA,NA,NA,NA,NA,7
"25917",16,746,37,20209,2,2,2,55,2,27,NA,5.8,NA,7
"25918",17,746,37,20209,2,2,2,56,1,56,NA,8.2,NA,7
"25919",18,746,37,20209,2,2,2,57,3,57,NA,7.9,NA,7
"25920",19,746,37,20209,2,2,2,58,3,58,NA,8.1,NA,7
"25921",20,746,37,20209,2,2,2,58,3,58,NA,7.5,NA,7
"25922",21,746,37,20209,2,2,2,58,3,58,NA,6.9,NA,7
"25923",22,746,37,20209,2,2,2,55,2,13,NA,5.3,NA,7
"25924",23,746,37,20209,2,2,2,57,1,57,NA,6.6,NA,7
"25925",24,746,37,20209,2,2,2,54,1,54,NA,6.2,NA,7
"25926",25,746,37,20209,2,2,2,53,1,53,NA,6,NA,7
"25927",26,746,37,20209,2,2,2,48,3,48,NA,5.5,NA,7
"25928",27,809,28,20209,2,2,2,38,1,38,NA,5.5,NA,7
"25929",28,809,28,20209,2,2,2,40,3,40,NA,5,NA,7
"25930",29,544,36,20209,2,2,2,41,1,41,NA,5.1,NA,7
"25931",30,544,36,20209,2,2,2,41,3,41,NA,5.7,NA,7
"25932",31,746,37,20209,2,2,2,54,3,54,NA,6,NA,7
"25933",32,543,36,20209,2,2,2,41,3,41,NA,5.6,NA,7
"25934",1,809,28,20209,3,1,2,42,1,42,NA,8.7,NA,7
"25935",2,823,25,20209,3,1,2,57,3,57,NA,13.9,NA,7
"25936",3,823,25,20209,3,1,2,43,1,43,NA,8.3,NA,7
"25937",4,823,25,20209,3,1,2,48,3,48,NA,8.4,NA,7
"25938",1,951,38,20209,4,1,2,56,3,56,NA,13,NA,7
"25939",2,951,38,20209,4,1,2,50,3,50,NA,10.4,NA,7
"25940",3,951,38,20209,4,1,2,49,1,49,NA,10.1,NA,7
"25941",4,951,38,20209,4,1,2,34,1,34,NA,8.8,NA,7
"25942",7,951,38,20209,4,1,2,51,3,51,NA,8.7,NA,7
"25943",8,823,25,20209,4,1,2,NA,NA,NA,NA,NA,NA,7
"25944",10,951,38,20209,4,1,2,46,3,46,NA,8.4,NA,7
"25945",1,746,37,20231,1,2,2,44,1,44,NA,5.2,NA,7
"25946",2,746,37,20231,1,2,2,46,1,46,NA,4.8,NA,7
"25947",3,746,37,20231,1,2,2,38,1,38,NA,4.7,NA,7
"25948",4,746,37,20231,1,2,2,44,1,44,NA,4.5,NA,7
"25949",5,746,37,20231,1,2,2,25,1,25,NA,2.5,NA,7
"25950",6,746,37,20231,1,2,2,25,1,25,NA,2.6,NA,7
"25951",7,746,37,20231,1,2,2,21,1,21,NA,1.9,NA,7
"25952",8,746,37,20231,1,2,2,25,1,25,NA,2.7,NA,7
"25953",9,746,37,20231,1,2,2,19,1,19,NA,1.6,NA,7
"25954",10,746,37,20231,1,2,2,44,3,44,NA,5.8,NA,7
"25955",11,746,37,20231,1,2,2,50,3,50,NA,5.6,NA,7
"25956",12,746,37,20231,1,2,2,50,3,50,NA,5.5,NA,7
"25957",13,746,37,20231,1,2,2,47,1,47,NA,5.3,NA,7
"25958",1,94,6,20231,2,2,2,67,1,67,NA,12,NA,7
"25959",2,94,6,20231,2,2,2,66,1,66,NA,12.3,NA,7
"25960",3,94,6,20231,2,1,2,76,1,76,NA,14.8,NA,7
"25961",4,746,37,20231,2,2,2,NA,NA,NA,NA,NA,NA,7
"25962",5,12,6,20231,2,2,2,60,1,60,NA,10.3,NA,7
"25963",7,746,37,20231,2,2,2,NA,NA,NA,NA,NA,NA,7
"25964",8,763,43,20231,2,2,2,NA,NA,NA,NA,NA,NA,7
"25965",9,746,37,20231,2,2,2,NA,NA,NA,NA,NA,NA,7
"25966",1,746,37,20231,3,2,2,NA,NA,NA,NA,NA,NA,7
"25967",3,746,37,20231,3,2,2,NA,NA,NA,NA,NA,NA,7
"25968",4,746,37,20231,3,2,2,NA,NA,NA,NA,NA,NA,7
"25969",5,746,37,20231,3,2,2,43,1,43,NA,4.1,NA,7
"25970",7,823,25,20231,3,2,2,33,2,26,NA,5.5,NA,7
"25971",9,763,43,20231,3,2,2,NA,NA,NA,NA,NA,NA,7
"25972",10,746,37,20231,3,2,2,NA,NA,NA,NA,NA,NA,7
"25973",1,94,6,20231,4,1,2,64,1,64,NA,11.2,NA,7
"25974",2,12,6,20231,4,1,2,56,2,32,NA,8.8,NA,7
"25975",3,94,6,20231,4,1,2,72,1,72,NA,14.7,NA,7
"25976",4,12,6,20231,4,1,2,64,2,34,NA,10.5,NA,7
"25977",5,94,6,20231,4,1,2,72,1,72,NA,17.4,NA,7
"25978",6,12,6,20231,4,1,2,48,2,6,NA,7.9,NA,7
"25979",7,94,6,20231,4,1,2,62,1,62,NA,10.4,NA,7
"25980",8,12,6,20231,4,1,2,40,1,40,NA,7.4,NA,7
"25981",9,12,6,20231,4,1,2,32,3,32,NA,6.4,NA,7
"25982",1,71,9,20255,1,1,2,10,1,10,NA,1.3,NA,7
"25983",2,95,6,20255,1,1,2,10,1,10,NA,1.2,NA,7
"25984",1,71,9,20255,2,1,2,43,1,43,NA,7.8,NA,7
"25985",2,95,6,20255,2,1,2,43,1,43,NA,6.7,NA,7
"25986",5,71,9,20255,2,1,2,34,1,34,NA,6.2,NA,7
"25987",6,95,6,20255,2,1,2,20,1,20,NA,2.5,NA,7
"25988",7,95,6,20255,2,1,2,14,1,14,NA,2.2,NA,7
"25989",8,95,6,20255,2,1,2,15,1,15,NA,1.9,NA,7
"25990",9,95,6,20255,2,1,2,13,1,13,NA,1.8,NA,7
"25991",2,105,5,20255,3,1,2,31,1,31,NA,6.2,NA,7
"25992",3,95,6,20255,3,1,2,19,1,19,NA,2.8,NA,7
"25993",4,105,5,20255,3,1,2,20,1,20,NA,2.3,NA,7
"25994",2,105,5,20255,4,1,2,36,2,22,NA,7.6,NA,7
"25995",3,105,5,20255,4,1,2,34,2,23,NA,7.6,NA,7
"25996",4,105,5,20255,4,1,2,16,1,16,NA,1.8,NA,7
"25997",5,105,5,20255,4,1,2,18,1,18,NA,2.4,NA,7
"25998",7,95,6,20255,4,1,2,11,1,11,NA,1.2,NA,7
"25999",5,125,4,20291,1,1,2,73,1,73,NA,19,NA,7
"26000",11,129,4,20291,1,1,2,70,1,70,NA,16.5,NA,7
"26001",12,318,31,20291,1,1,2,33,1,33,NA,3.7,NA,7
"26002",13,972,41,20291,1,1,2,NA,NA,NA,NA,NA,NA,7
"26003",14,318,31,20291,1,1,2,36,1,36,NA,3.2,NA,7
"26004",15,318,31,20291,1,1,2,27,1,27,NA,1.7,NA,7
"26005",16,12,6,20291,1,1,2,44,1,44,NA,5.7,NA,7
"26006",17,746,37,20291,1,1,2,51,1,51,NA,5.1,NA,7
"26007",18,318,31,20291,1,1,2,40,3,40,NA,5.6,NA,7
"26008",8,701,43,20291,3,1,2,NA,NA,NA,NA,NA,NA,7
"26009",9,701,43,20291,3,1,2,33,1,33,NA,2.9,NA,7
"26010",10,701,43,20291,3,1,2,18,1,18,NA,1.1,NA,7
"26011",11,701,43,20291,3,1,2,25,1,25,NA,1.9,NA,7
"26012",12,701,43,20291,3,1,2,23,1,23,NA,1.8,NA,7
"26013",13,701,43,20291,3,1,2,25,1,25,NA,1.9,NA,7
"26014",14,701,43,20291,3,1,2,19,1,19,NA,1.2,NA,7
"26015",15,701,43,20291,3,1,2,21,1,21,NA,1.2,NA,7
"26016",3,125,4,20291,4,3,2,58,1,58,NA,13.5,NA,7
"26017",4,125,4,20291,4,3,2,72,1,72,NA,22.2,NA,7
"26018",15,701,43,20291,4,3,2,23,1,23,NA,1.8,NA,7
"26019",16,701,43,20291,4,3,2,19,1,19,NA,1.1,NA,7
"26020",17,701,43,20291,4,3,2,21,1,21,NA,1.3,NA,7
"26021",10,94,6,20296,1,1,2,69,1,69,NA,13.2,NA,7
"26022",17,746,37,20296,1,1,2,32,1,32,NA,5.7,NA,7
"26023",20,543,36,20296,1,1,2,29,1,29,NA,3,NA,7
"26024",21,746,37,20296,1,1,2,25,1,25,NA,1.8,NA,7
"26025",22,746,37,20296,1,1,2,27,1,27,NA,2.2,NA,7
"26026",23,741,37,20296,1,1,2,31,1,31,NA,2.4,NA,7
"26027",24,746,37,20296,1,1,2,30,1,30,NA,2.4,NA,7
"26028",25,746,37,20296,1,1,2,29,1,29,NA,1.9,NA,7
"26029",26,746,37,20296,1,1,2,28,1,28,NA,2,NA,7
"26030",27,746,37,20296,1,1,2,28,1,28,NA,1.7,NA,7
"26031",28,746,37,20296,1,1,2,19,1,19,NA,1.1,NA,7
"26032",29,746,37,20296,1,1,2,17,1,17,NA,1,NA,7
"26033",30,543,36,20296,1,1,2,19,1,19,NA,1,NA,7
"26034",6,972,41,20296,3,1,2,42,1,42,NA,9.6,NA,7
"26035",7,972,41,20296,3,1,2,30,1,30,NA,4,NA,7
"26036",8,543,36,20296,3,1,2,30,1,30,NA,2.1,NA,7
"26037",9,741,37,20296,3,1,2,27,1,27,NA,2.9,NA,7
"26038",10,746,37,20296,3,1,2,37,1,37,NA,3.8,NA,7
"26039",11,746,37,20296,3,1,2,31,1,31,NA,2.7,NA,7
"26040",12,972,41,20296,3,1,2,NA,NA,NA,NA,NA,NA,7
"26041",13,543,36,20296,3,1,2,27,1,27,NA,2.2,NA,7
"26042",14,543,36,20296,3,1,2,19,1,19,NA,1,NA,7
"26043",5,375,41,20296,4,1,2,52,1,52,NA,10.8,NA,7
"26044",8,12,6,20296,4,1,2,52,1,52,NA,11.8,NA,7
"26045",10,12,6,20296,4,1,2,52,1,52,NA,10.4,NA,7
"26046",11,746,37,20296,4,1,2,32,1,32,NA,2.3,NA,7
"26047",12,746,37,20296,4,1,2,38,1,38,NA,3,NA,7
"26048",13,543,36,20296,4,1,2,19,1,19,NA,1.6,NA,7
"26049",14,543,36,20296,4,1,2,25,1,25,NA,1.4,NA,7
"26050",15,741,37,20296,4,1,2,25,1,25,NA,1.5,NA,7
"26051",16,746,37,20296,4,1,2,27,1,27,NA,1.6,NA,7
"26052",17,746,37,20296,4,1,2,23,1,23,NA,1.3,NA,7
"26053",7,543,36,20310,1,1,2,69,1,69,NA,17,NA,7
"26054",13,543,36,20310,1,1,2,61,1,61,NA,7.6,NA,7
"26055",14,543,36,20310,1,1,2,57,1,57,NA,9.4,NA,7
"26056",15,543,36,20310,1,1,2,62,1,62,NA,8.2,NA,7
"26057",16,543,36,20310,1,1,2,56,1,56,NA,7.1,NA,7
"26058",18,543,36,20310,1,1,2,42,2,21,NA,9.3,NA,7
"26059",19,544,36,20310,1,1,2,60,1,60,NA,11.6,NA,7
"26060",20,543,36,20310,1,1,2,57,1,57,NA,6.8,NA,7
"26061",21,543,36,20310,1,1,2,53,1,53,NA,6.5,NA,7
"26062",22,543,36,20310,1,1,2,30,2,21,NA,2.7,NA,7
"26063",23,543,36,20310,1,1,2,50,1,50,NA,5.7,NA,7
"26064",24,746,37,20310,1,1,2,47,2,6,NA,9.4,NA,7
"26065",25,544,36,20310,1,1,2,49,1,49,NA,6,NA,7
"26066",26,543,36,20310,1,1,2,50,1,50,NA,6.3,NA,7
"26067",27,543,36,20310,1,1,2,55,1,55,NA,5.9,NA,7
"26068",28,746,37,20310,1,1,2,56,1,56,NA,7.8,NA,7
"26069",29,12,6,20310,1,1,2,10,1,10,NA,1.5,NA,7
"26070",30,12,6,20310,1,1,2,38,1,38,NA,5.1,NA,7
"26071",31,543,36,20310,1,1,2,53,1,53,NA,5.3,NA,7
"26072",1,543,36,20310,2,1,2,48,1,48,NA,11.5,NA,7
"26073",2,544,36,20310,2,1,2,48,2,39,NA,7.7,NA,7
"26074",3,543,36,20310,2,1,2,58,1,58,NA,7.6,NA,7
"26075",4,543,36,20310,2,1,2,47,1,47,NA,6.2,NA,7
"26076",5,544,36,20310,2,1,2,55,3,55,NA,8.4,NA,7
"26077",6,543,36,20310,2,1,2,57,1,57,NA,7.5,NA,7
"26078",8,543,36,20310,2,1,2,58,1,58,NA,6.9,NA,7
"26079",9,375,41,20310,2,1,2,56,1,56,NA,8.1,NA,7
"26080",10,543,36,20310,2,1,2,56,1,56,NA,7.8,NA,7
"26081",11,746,37,20310,2,1,2,72,2,26,NA,18.7,NA,7
"26082",12,543,36,20310,2,1,2,53,1,53,NA,8.3,NA,7
"26083",13,746,37,20310,2,1,2,72,2,13,NA,17,NA,7
"26084",14,543,36,20310,2,1,2,39,1,39,NA,4.2,NA,7
"26085",15,543,36,20310,2,1,2,37,1,37,NA,4,NA,7
"26086",17,543,36,20310,2,1,2,39,1,39,NA,4.8,NA,7
"26087",18,12,6,20310,2,1,2,16,1,16,NA,2.2,NA,7
"26088",19,543,36,20310,2,1,2,55,1,55,NA,6,NA,7
"26089",20,544,36,20310,2,1,2,52,1,52,NA,5.6,NA,7
"26090",21,543,36,20310,2,1,2,51,1,51,NA,5.6,NA,7
"26091",1,543,36,20310,3,1,2,64,1,64,NA,10.2,NA,7
"26092",2,543,36,20310,3,1,2,59,1,59,NA,6.3,NA,7
"26093",3,543,36,20310,3,1,2,60,1,60,NA,7.6,NA,7
"26094",4,543,36,20310,3,1,2,56,3,56,NA,5.7,NA,7
"26095",5,543,36,20310,3,1,2,59,1,59,NA,6.7,NA,7
"26096",6,543,36,20310,3,1,2,65,1,65,NA,11.2,NA,7
"26097",7,543,36,20310,3,1,2,62,1,62,NA,6.8,NA,7
"26098",8,543,36,20310,3,1,2,65,1,65,NA,9,NA,7
"26099",9,543,36,20310,3,1,2,NA,NA,NA,NA,NA,NA,7
"26100",10,543,36,20310,3,1,2,57,2,39,NA,8,NA,7
"26101",11,543,36,20310,3,1,2,63,1,63,NA,8,NA,7
"26102",12,543,36,20310,3,1,2,55,1,55,NA,6.7,NA,7
"26103",13,543,36,20310,3,1,2,64,1,64,NA,9.6,NA,7
"26104",14,543,36,20310,3,1,2,45,3,45,NA,4.9,NA,7
"26105",15,543,36,20310,3,1,2,63,1,63,NA,8.5,NA,7
"26106",16,543,36,20310,3,1,2,64,1,64,NA,6.7,NA,7
"26107",17,543,36,20310,3,1,2,54,1,54,NA,6,NA,7
"26108",18,543,36,20310,3,1,2,60,1,60,NA,5.9,NA,7
"26109",19,543,36,20310,3,1,2,49,1,49,NA,5.8,NA,7
"26110",20,543,36,20310,3,1,2,41,1,41,NA,3.4,NA,7
"26111",21,543,36,20310,3,1,2,44,1,44,NA,5.2,NA,7
"26112",22,543,36,20310,3,1,2,51,1,51,NA,5,NA,7
"26113",23,543,36,20310,3,1,2,50,1,50,NA,5,NA,7
"26114",1,543,36,20310,4,1,2,45,1,45,NA,7.5,NA,7
"26115",2,375,41,20310,4,1,2,44,1,44,NA,6.2,NA,7
"26116",3,972,41,20310,4,1,2,44,2,28,NA,6.3,NA,7
"26117",4,543,36,20310,4,1,2,44,1,44,NA,6.2,NA,7
"26118",5,544,36,20310,4,1,2,41,1,41,NA,6.2,NA,7
"26119",6,543,36,20310,4,1,2,40,1,40,NA,5.8,NA,7
"26120",7,544,36,20310,4,1,2,47,1,47,NA,5.6,NA,7
"26121",8,12,6,20310,4,1,2,33,1,33,NA,5,NA,7
"26122",1,543,36,20323,1,1,2,68,2,17,NA,12,NA,7
"26123",2,543,36,20323,1,1,2,56,1,56,NA,9.9,NA,7
"26124",5,543,36,20323,1,1,2,69,1,69,NA,15.3,NA,7
"26125",6,544,36,20323,1,1,2,58,2,19,NA,8,NA,7
"26126",7,543,36,20323,1,1,2,56,1,56,NA,7.7,NA,7
"26127",9,972,41,20323,1,1,2,42,1,42,NA,7,NA,7
"26128",10,544,36,20323,1,1,2,48,1,48,NA,5.4,NA,7
"26129",11,543,36,20323,1,1,2,47,1,47,NA,5.1,NA,7
"26130",1,544,36,20323,2,1,2,48,1,48,NA,7.6,NA,7
"26131",2,543,36,20323,2,1,2,76,1,76,NA,18.8,NA,7
"26132",3,12,6,20323,2,1,2,NA,NA,NA,NA,NA,NA,7
"26133",4,543,36,20323,2,1,2,75,1,75,NA,12.2,NA,7
"26134",5,543,36,20323,2,1,2,63,1,63,NA,9.2,NA,7
"26135",6,544,36,20323,2,1,2,68,1,68,NA,12.8,NA,7
"26136",7,543,36,20323,2,1,2,57,1,57,NA,6.6,NA,7
"26137",8,544,36,20323,2,1,2,63,1,63,NA,9.4,NA,7
"26138",9,544,36,20323,2,1,2,37,1,37,NA,5.2,NA,7
"26139",10,543,36,20323,2,1,2,59,1,59,NA,6.8,NA,7
"26140",11,543,36,20323,2,1,2,58,1,58,NA,6.1,NA,7
"26141",12,972,41,20323,2,1,2,50,1,50,NA,7,NA,7
"26142",13,94,6,20323,2,1,2,37,2,25,NA,5.3,NA,7
"26143",14,972,41,20323,2,1,2,42,2,21,NA,6.4,NA,7
"26144",15,543,36,20323,2,1,2,55,1,6,NA,5.4,NA,7
"26145",2,544,36,20323,3,1,2,NA,NA,NA,NA,NA,NA,7
"26146",3,543,36,20323,3,1,2,59,1,59,NA,8.5,NA,7
"26147",4,543,36,20323,3,1,2,54,2,10,NA,7.5,NA,7
"26148",5,543,36,20323,3,1,2,71,1,71,NA,11.2,NA,7
"26149",6,544,36,20323,3,1,2,56,2,27,NA,8.1,NA,7
"26150",7,543,36,20323,3,1,2,47,1,47,NA,6.3,NA,7
"26151",8,543,36,20323,3,1,2,50,1,50,NA,7.3,NA,7
"26152",9,543,36,20323,3,1,2,69,1,69,NA,15,NA,7
"26153",10,544,36,20323,3,1,2,71,1,71,NA,12.7,NA,7
"26154",11,543,36,20323,3,1,2,73,1,73,NA,16.6,NA,7
"26155",13,544,36,20323,3,1,2,71,1,71,NA,11.2,NA,7
"26156",14,823,25,20323,3,1,2,28,1,28,NA,3.6,NA,7
"26157",15,544,36,20323,3,1,2,53,2,27,NA,5.8,NA,7
"26158",16,544,36,20323,3,1,2,36,1,36,NA,5.2,NA,7
"26159",1,543,36,20323,4,1,2,72,1,72,NA,18.3,NA,7
"26160",3,543,36,20323,4,1,2,51,1,27,NA,7.9,NA,7
"26161",4,543,36,20323,4,1,2,72,2,36,NA,14.5,NA,7
"26162",5,543,36,20323,4,1,2,69,1,69,NA,12.3,NA,7
"26163",10,972,41,20323,4,1,2,50,1,50,NA,7.3,NA,7
"26164",11,544,36,20323,4,1,2,50,1,50,NA,5.5,NA,7
"26165",12,543,36,20323,4,1,2,42,1,42,NA,5.1,NA,7
"26166",1,71,9,20368,1,1,2,45,2,5,NA,7.7,NA,7
"26167",2,71,9,20368,1,1,2,42,1,42,NA,7.4,NA,7
"26168",5,71,9,20368,1,1,2,NA,NA,NA,NA,NA,NA,7
"26169",7,71,9,20368,1,1,2,46,3,46,NA,9.3,NA,7
"26170",9,71,9,20368,1,1,2,32,2,31,NA,5,NA,7
"26171",10,71,9,20368,1,1,2,11,1,11,NA,1.1,NA,7
"26172",1,71,9,20368,2,2,2,20,1,20,NA,3.5,NA,7
"26173",2,71,9,20368,2,2,2,9,1,9,NA,1,NA,7
"26174",1,71,9,20368,3,1,2,46,1,46,NA,7.1,NA,7
"26175",2,71,9,20368,3,1,2,48,2,24,NA,7,NA,7
"26176",3,71,9,20368,3,1,2,48,2,8,NA,9.9,NA,7
"26177",4,71,9,20368,3,1,2,43,1,43,NA,7.7,NA,7
"26178",5,71,9,20368,3,1,2,NA,NA,NA,NA,NA,NA,7
"26179",6,71,9,20368,3,1,2,NA,NA,NA,NA,NA,NA,7
"26180",7,71,9,20368,3,1,2,14,1,14,NA,2,NA,7
"26181",8,71,9,20368,3,1,2,11,1,11,NA,1.1,NA,7
"26182",1,71,9,20368,4,1,2,40,1,40,NA,7,NA,7
"26183",2,71,9,20368,4,1,2,40,1,40,NA,6.7,NA,7
"26184",4,71,9,20368,4,1,2,45,2,13,NA,6.3,NA,7
"26185",5,71,9,20368,4,1,2,NA,NA,NA,NA,NA,NA,7
"26186",7,71,9,20368,4,1,2,46,1,46,NA,8.8,NA,7
"26187",8,71,9,20368,4,1,2,40,3,40,NA,6.9,NA,7
"26188",12,71,9,20368,4,1,2,42,1,42,NA,5.7,NA,7
"26189",13,71,9,20368,4,1,2,26,1,26,NA,4.1,NA,7
"26190",1,94,6,20380,1,1,2,35,1,35,NA,6.8,NA,7
"26191",2,94,6,20380,1,1,2,38,1,38,NA,6.7,NA,7
"26192",3,94,6,20380,1,1,2,32,1,32,NA,5.8,NA,7
"26193",4,94,6,20380,1,1,2,37,3,37,NA,7.4,NA,7
"26194",5,94,6,20380,1,1,2,40,1,40,NA,7.4,NA,7
"26195",6,94,6,20380,1,1,2,34,1,34,NA,7.4,NA,7
"26196",7,94,6,20380,1,1,2,35,1,35,NA,6.4,NA,7
"26197",8,94,6,20380,1,1,2,37,1,37,NA,7.4,NA,7
"26198",9,94,6,20380,1,1,2,34,1,34,NA,7.8,NA,7
"26199",10,94,6,20380,1,1,2,34,3,34,NA,7.4,NA,7
"26200",11,94,6,20380,1,1,2,34,1,34,NA,8.1,NA,7
"26201",12,94,6,20380,1,1,2,36,1,36,NA,8.3,NA,7
"26202",13,94,6,20380,1,1,2,33,1,33,NA,6,NA,7
"26203",14,94,6,20380,1,1,2,27,1,27,NA,5.6,NA,7
"26204",15,94,6,20380,1,1,2,38,1,38,NA,8.6,NA,7
"26205",1,94,6,20380,2,1,2,36,3,36,NA,7.2,NA,7
"26206",2,94,6,20380,2,1,2,31,1,31,NA,6.8,NA,7
"26207",3,94,6,20380,2,1,2,31,3,31,NA,6.3,NA,7
"26208",4,94,6,20380,2,1,2,32,1,32,NA,6.7,NA,7
"26209",5,94,6,20380,2,1,2,30,1,30,NA,6.8,NA,7
"26210",6,94,6,20380,2,1,2,33,1,33,NA,6.6,NA,7
"26211",7,94,6,20380,2,1,2,38,1,38,NA,7.7,NA,7
"26212",8,94,6,20380,2,1,2,36,3,36,NA,6.5,NA,7
"26213",9,94,6,20380,2,1,2,37,3,37,NA,5.7,NA,7
"26214",10,94,6,20380,2,1,2,36,1,36,NA,7.9,NA,7
