"","tree","spcd","spgrpcd","plot","subp","condid","unitcd","ht","htcd","actualht","totage","dia","bhage","countycd"
"1",3,95,6,20005,1,1,1,47,1,47,NA,9,NA,17
"2",7,746,37,20005,1,1,1,71,1,71,NA,12.6,NA,17
"3",8,746,37,20005,1,1,1,60,2,18,NA,8.6,NA,17
"4",10,746,37,20005,1,1,1,70,1,70,NA,11,NA,17
"5",12,746,37,20005,1,1,1,67,1,67,NA,8,NA,17
"6",13,95,6,20005,1,1,1,46,1,46,NA,8.6,NA,17
"7",18,12,6,20005,1,1,1,44,1,44,NA,7.9,NA,17
"8",19,95,6,20005,1,1,1,42,3,42,NA,9.8,NA,17
"9",20,95,6,20005,1,1,1,45,3,45,NA,7.9,NA,17
"10",21,95,6,20005,1,1,1,36,2,12,NA,5.2,NA,17
"11",22,12,6,20005,1,1,1,11,3,11,NA,1.5,NA,17
"12",1,95,6,20005,2,1,1,49,1,49,NA,10,NA,17
"13",4,746,37,20005,2,1,1,NA,NA,NA,NA,NA,NA,17
"14",5,12,6,20005,2,1,1,14,3,14,NA,1.6,NA,17
"15",1,746,37,20005,3,1,1,82,1,82,NA,13.8,NA,17
"16",2,746,37,20005,3,1,1,80,1,80,NA,11.7,NA,17
"17",3,746,37,20005,3,1,1,72,2,28,NA,12.4,NA,17
"18",4,746,37,20005,3,1,1,NA,NA,NA,NA,NA,NA,17
"19",5,94,6,20005,3,1,1,78,1,78,NA,18.4,NA,17
"20",6,746,37,20005,3,1,1,82,3,82,NA,18.2,NA,17
"21",7,12,6,20005,3,1,1,42,1,42,NA,5.4,NA,17
"22",8,12,6,20005,3,1,1,21,3,21,NA,2.3,NA,17
"23",9,12,6,20005,3,1,1,18,3,18,NA,2.2,NA,17
"24",10,12,6,20005,3,1,1,51,1,51,NA,6.7,NA,17
"25",11,12,6,20005,3,1,1,22,3,22,NA,2.6,NA,17
"26",12,12,6,20005,3,1,1,17,3,17,NA,1.3,NA,17
"27",13,12,6,20005,3,1,1,34,1,34,NA,6.7,NA,17
"28",14,12,6,20005,3,1,1,40,1,40,NA,5.1,NA,17
"29",15,12,6,20005,3,1,1,38,1,38,NA,5.2,NA,17
"30",16,12,6,20005,3,1,1,42,1,42,NA,5.4,NA,17
"31",2,746,37,20019,4,2,1,74,1,74,NA,10.2,NA,17
"32",3,544,36,20019,4,2,1,71,1,71,NA,17.6,NA,17
"33",4,746,37,20019,4,2,1,72,1,72,NA,10.4,NA,17
"34",5,746,37,20019,4,2,1,69,1,69,NA,8,NA,17
"35",6,746,37,20019,4,2,1,70,1,70,NA,8.7,NA,17
"36",7,543,36,20019,4,2,1,28,3,28,NA,2.6,NA,17
"37",8,543,36,20019,4,2,1,24,3,24,NA,2.2,NA,17
"38",9,543,36,20019,4,2,1,20,3,20,NA,1.8,NA,17
"39",10,543,36,20019,4,2,1,29,3,29,NA,3.3,NA,17
"40",11,543,36,20019,4,2,1,21,3,21,NA,1.8,NA,17
"41",12,543,36,20019,4,2,1,18,3,18,NA,1.6,NA,17
"42",13,746,37,20019,4,2,1,70,1,70,NA,7.1,NA,17
"43",14,543,36,20019,4,2,1,14,3,14,NA,1.1,NA,17
"44",15,543,36,20019,4,2,1,19,3,19,NA,1.9,NA,17
"45",16,543,36,20019,4,2,1,12,3,12,NA,1,NA,17
"46",17,543,36,20019,4,2,1,11,3,11,NA,1.2,NA,17
"47",18,543,36,20019,4,2,1,12,3,12,NA,1,NA,17
"48",3,746,37,20035,1,1,1,77,1,77,NA,12.3,NA,17
"49",4,12,6,20035,1,1,1,50,1,32,NA,14.5,NA,17
"50",10,316,32,20035,1,1,1,28,3,28,NA,2.1,NA,17
"51",11,316,32,20035,1,1,1,30,3,30,NA,2.7,NA,17
"52",12,316,32,20035,1,1,1,24,3,24,NA,2.1,NA,17
"53",13,316,32,20035,1,1,1,28,3,28,NA,2.5,NA,17
"54",16,316,32,20035,1,1,1,44,3,44,NA,4,NA,17
"55",18,316,32,20035,1,1,1,58,1,58,NA,8.4,NA,17
"56",19,316,32,20035,1,1,1,28,3,28,NA,3.7,NA,17
"57",22,316,32,20035,1,1,1,45,3,45,NA,4.8,NA,17
"58",24,375,41,20035,1,1,1,63,1,63,NA,6.3,NA,17
"59",25,316,32,20035,1,1,1,55,1,55,NA,6.4,NA,17
"60",26,316,32,20035,1,1,1,51,1,51,NA,6.1,NA,17
"61",27,316,32,20035,1,1,1,50,1,50,NA,6,NA,17
"62",28,316,32,20035,1,1,1,49,1,49,NA,5.7,NA,17
"63",2,746,37,20035,2,1,1,72,1,72,NA,11.2,NA,17
"64",5,375,41,20035,2,1,1,67,1,67,NA,14.1,NA,17
"65",7,12,6,20035,2,1,1,44,1,44,NA,5,NA,17
"66",1,375,41,20035,3,1,1,50,2,15,NA,5.9,NA,17
"67",2,375,41,20035,3,1,1,66,2,7,NA,8.6,NA,17
"68",3,375,41,20035,3,1,1,NA,NA,NA,NA,NA,NA,17
"69",4,375,41,20035,3,1,1,71,1,71,NA,13.6,NA,17
"70",5,375,41,20035,3,1,1,70,1,70,NA,9.9,NA,17
"71",6,375,41,20035,3,1,1,NA,NA,NA,NA,NA,NA,17
"72",7,375,41,20035,3,1,1,65,2,34,NA,11.3,NA,17
"73",11,375,41,20035,3,1,1,70,1,70,NA,11.2,NA,17
"74",12,375,41,20035,3,1,1,61,1,61,NA,8.4,NA,17
"75",16,375,41,20035,3,1,1,72,1,72,NA,10.8,NA,17
"76",17,12,6,20035,3,1,1,NA,NA,NA,NA,NA,NA,17
"77",18,12,6,20035,3,1,1,53,1,53,NA,7.5,NA,17
"78",19,12,6,20035,3,1,1,44,1,44,NA,5,NA,17
"79",2,316,32,20035,4,1,1,52,1,52,NA,8.1,NA,17
"80",3,746,37,20035,4,1,1,61,1,61,NA,8.5,NA,17
"81",6,12,6,20035,4,1,1,62,2,45,NA,8.7,NA,17
"82",8,316,32,20035,4,1,1,47,1,47,NA,5.5,NA,17
"83",9,12,6,20035,4,1,1,NA,NA,NA,NA,NA,NA,17
"84",1,746,37,20038,2,2,1,56,1,56,NA,8.1,NA,17
"85",3,746,37,20038,2,2,1,54,1,54,NA,7.9,NA,17
"86",5,746,37,20038,2,2,1,62,1,62,NA,9.3,NA,17
"87",6,746,37,20038,2,2,1,57,1,57,NA,8.3,NA,17
"88",7,12,6,20038,2,2,1,55,2,28,NA,11.6,NA,17
"89",8,94,6,20038,2,2,1,63,1,63,NA,11.4,NA,17
"90",9,12,6,20038,2,2,1,62,1,62,NA,11.9,NA,17
"91",10,746,37,20038,2,2,1,60,1,60,NA,7.5,NA,17
"92",11,12,6,20038,2,2,1,53,1,53,NA,6.7,NA,17
"93",12,746,37,20038,2,2,1,52,1,52,NA,5.7,NA,17
"94",13,746,37,20038,2,2,1,53,1,53,NA,5.4,NA,17
"95",1,71,9,20067,1,1,1,NA,NA,NA,NA,NA,NA,17
"96",2,71,9,20067,1,1,1,NA,NA,NA,NA,NA,NA,17
"97",3,71,9,20067,1,1,1,NA,NA,NA,NA,NA,NA,17
"98",5,71,9,20067,2,1,1,NA,NA,NA,NA,NA,NA,17
"99",6,71,9,20067,2,1,1,NA,NA,NA,NA,NA,NA,17
"100",7,71,9,20067,2,1,1,NA,NA,NA,NA,NA,NA,17
"101",3,71,9,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"102",4,95,6,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"103",5,71,9,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"104",6,71,9,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"105",7,71,9,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"106",8,71,9,20067,3,1,1,NA,NA,NA,NA,NA,NA,17
"107",2,375,41,20067,4,1,1,NA,NA,NA,NA,NA,NA,17
"108",3,71,9,20067,4,1,1,NA,NA,NA,NA,NA,NA,17
"109",1,951,38,20075,1,1,1,67,1,67,NA,11.9,NA,17
"110",3,951,38,20075,1,1,1,72,1,72,NA,15.9,NA,17
"111",4,318,31,20075,1,1,1,NA,NA,NA,NA,NA,NA,17
"112",6,318,31,20075,1,1,1,65,1,65,NA,9.5,NA,17
"113",7,951,38,20075,1,1,1,56,1,56,NA,7.4,NA,17
"114",11,318,31,20075,1,1,1,58,1,58,NA,6.6,NA,17
"115",12,318,31,20075,1,1,1,66,1,66,NA,7.3,NA,17
"116",14,318,31,20075,1,1,1,65,1,65,NA,8.2,NA,17
"117",17,701,43,20075,1,1,1,18,3,18,NA,2.8,NA,17
"118",18,544,36,20075,1,1,1,20,3,20,NA,1.6,NA,17
"119",19,318,31,20075,1,1,1,19,3,19,NA,1.1,NA,17
"120",20,12,6,20075,1,1,1,47,1,47,NA,6.5,NA,17
"121",21,12,6,20075,1,1,1,38,1,38,NA,5.6,NA,17
"122",22,544,36,20075,1,1,1,35,1,35,NA,5.6,NA,17
"123",1,318,31,20075,2,1,1,65,2,28,NA,13.4,NA,17
"124",2,951,38,20075,2,1,1,65,2,57,NA,12.6,NA,17
"125",3,951,38,20075,2,1,1,66,1,66,NA,13.3,NA,17
"126",6,318,31,20075,2,1,1,60,1,60,NA,9.9,NA,17
"127",8,318,31,20075,2,1,1,58,1,58,NA,7.5,NA,17
"128",9,951,38,20075,2,1,1,NA,NA,NA,NA,NA,NA,17
"129",10,318,31,20075,2,1,1,62,1,62,NA,9.4,NA,17
"130",11,318,31,20075,2,1,1,55,2,18,NA,7.5,NA,17
"131",12,318,31,20075,2,1,1,50,1,50,NA,7.5,NA,17
"132",13,318,31,20075,2,1,1,58,1,58,NA,7.7,NA,17
"133",15,951,38,20075,2,1,1,48,2,40,NA,5.4,NA,17
"134",16,318,31,20075,2,1,1,67,1,67,NA,11.5,NA,17
"135",18,701,43,20075,2,1,1,29,3,29,NA,2.6,NA,17
"136",19,701,43,20075,2,1,1,26,3,26,NA,2.6,NA,17
"137",20,318,31,20075,2,1,1,NA,NA,NA,NA,NA,NA,17
"138",22,701,43,20075,2,1,1,25,3,25,NA,2,NA,17
"139",2,318,31,20075,3,1,1,67,1,67,NA,12.3,NA,17
"140",3,318,31,20075,3,1,1,65,1,65,NA,11.3,NA,17
"141",4,318,31,20075,3,1,1,65,1,65,NA,8.2,NA,17
"142",6,318,31,20075,3,1,1,45,2,34,NA,6.6,NA,17
"143",7,318,31,20075,3,1,1,61,1,61,NA,10.2,NA,17
"144",8,318,31,20075,3,1,1,52,1,52,NA,5.7,NA,17
"145",9,318,31,20075,3,1,1,34,3,34,NA,3.3,NA,17
"146",10,12,6,20075,3,1,1,26,3,26,NA,4.4,NA,17
"147",11,12,6,20075,3,1,1,24,3,24,NA,3.7,NA,17
"148",12,701,43,20075,3,1,1,28,3,28,NA,2.1,NA,17
"149",13,12,6,20075,3,1,1,19,3,19,NA,2.5,NA,17
"150",14,544,36,20075,3,1,1,16,3,16,NA,1.1,NA,17
"151",1,318,31,20075,4,1,1,62,1,62,NA,7.8,NA,17
"152",3,951,38,20075,4,1,1,78,1,78,NA,16.1,NA,17
"153",4,318,31,20075,4,1,1,58,1,58,NA,8.1,NA,17
"154",6,318,31,20075,4,1,1,62,1,62,NA,8.7,NA,17
"155",8,318,31,20075,4,1,1,52,1,52,NA,6.9,NA,17
"156",11,951,38,20075,4,1,1,75,2,39,NA,9.5,NA,17
"157",13,318,31,20075,4,1,1,50,2,14,NA,5.9,NA,17
"158",15,12,6,20075,4,1,1,47,1,47,NA,6.8,NA,17
"159",16,701,43,20075,4,1,1,NA,NA,NA,NA,NA,NA,17
"160",17,12,6,20075,4,1,1,48,1,48,NA,7.3,NA,17
"161",18,12,6,20075,4,1,1,46,1,46,NA,6,NA,17
"162",19,833,26,20075,4,1,1,42,1,42,NA,6.2,NA,17
"163",20,12,6,20075,4,1,1,47,1,47,NA,6.1,NA,17
"164",21,371,30,20075,4,1,1,54,1,54,NA,7,NA,17
"165",22,12,6,20075,4,1,1,51,1,51,NA,6.3,NA,17
"166",23,12,6,20075,4,1,1,38,1,38,NA,5.5,NA,17
"167",1,746,37,20096,4,2,1,78,1,78,NA,13,NA,17
"168",3,543,36,20096,4,2,1,NA,NA,NA,NA,NA,NA,17
"169",4,543,36,20096,4,2,1,NA,NA,NA,NA,NA,NA,17
"170",6,741,37,20096,4,2,1,NA,NA,NA,NA,NA,NA,17
"171",7,951,38,20096,4,2,1,48,1,48,NA,5.5,NA,17
"172",4,741,37,20162,1,1,1,72,1,72,NA,10.4,NA,17
"173",5,741,37,20162,1,1,1,75,1,75,NA,11.6,NA,17
"174",6,741,37,20162,1,1,1,73,1,73,NA,9.9,NA,17
"175",7,316,32,20162,1,1,1,73,1,73,NA,15.6,NA,17
"176",8,316,32,20162,1,1,1,76,1,76,NA,15.5,NA,17
"177",9,316,32,20162,1,1,1,77,1,77,NA,11.9,NA,17
"178",10,741,37,20162,1,1,1,72,1,72,NA,10.8,NA,17
"179",12,741,37,20162,1,1,1,68,1,68,NA,8.2,NA,17
"180",13,741,37,20162,1,1,1,70,1,70,NA,8.6,NA,17
"181",14,741,37,20162,1,1,1,24,1,24,NA,2,NA,17
"182",15,741,37,20162,1,1,1,NA,NA,NA,NA,NA,NA,17
"183",16,544,36,20162,1,1,1,38,1,38,NA,4.5,NA,17
"184",17,741,37,20162,1,1,1,NA,NA,NA,NA,NA,NA,17
"185",18,544,36,20162,1,1,1,19,1,19,NA,1.4,NA,17
"186",1,12,6,20162,2,1,1,60,1,60,NA,9.7,NA,17
"187",2,12,6,20162,2,1,1,64,1,64,NA,13,NA,17
"188",5,12,6,20162,2,1,1,59,1,59,NA,9.3,NA,17
"189",6,12,6,20162,2,1,1,53,1,53,NA,8.2,NA,17
"190",7,12,6,20162,2,1,1,40,2,21,NA,8.4,NA,17
"191",8,12,6,20162,2,1,1,57,1,57,NA,6.3,NA,17
"192",1,375,41,20162,3,1,1,62,1,62,NA,12.3,NA,17
"193",2,741,37,20162,3,1,1,55,1,55,NA,6.2,NA,17
"194",3,544,36,20162,3,1,1,63,1,63,NA,10.1,NA,17
"195",4,972,41,20162,3,1,1,57,1,57,NA,7.5,NA,17
"196",5,972,41,20162,3,1,1,38,1,38,NA,5.4,NA,17
"197",6,763,43,20162,3,1,1,NA,NA,NA,NA,NA,NA,17
"198",9,763,43,20162,3,1,1,NA,NA,NA,NA,NA,NA,17
"199",10,741,37,20162,3,1,1,48,2,27,NA,5.1,NA,17
"200",11,741,37,20162,3,1,1,NA,NA,NA,NA,NA,NA,17
"201",12,741,37,20162,3,1,1,48,1,48,NA,5.2,NA,17
"202",3,746,37,20162,4,1,1,70,2,14,NA,15.5,NA,17
"203",4,746,37,20162,4,1,1,70,2,13,NA,14.2,NA,17
"204",7,746,37,20162,4,1,1,34,1,34,NA,3,NA,17
"205",9,746,37,20162,4,1,1,42,1,42,NA,4.2,NA,17
"206",10,746,37,20162,4,1,1,44,1,44,NA,4.3,NA,17
"207",11,746,37,20162,4,1,1,38,1,38,NA,3.2,NA,17
"208",12,746,37,20162,4,1,1,54,1,54,NA,5.7,NA,17
"209",13,763,43,20162,4,1,1,14,1,14,NA,1.2,NA,17
"210",14,746,37,20162,4,1,1,58,1,58,NA,6.6,NA,17
"211",15,746,37,20162,4,1,1,72,1,72,NA,8.8,NA,17
"212",16,746,37,20162,4,1,1,58,1,58,NA,6.9,NA,17
"213",17,746,37,20162,4,1,1,63,1,63,NA,7.2,NA,17
"214",18,746,37,20162,4,1,1,58,1,58,NA,6.7,NA,17
"215",19,544,36,20162,4,1,1,49,1,49,NA,5.7,NA,17
"216",8,319,43,20164,1,1,1,NA,NA,NA,NA,NA,NA,17
"217",13,543,36,20164,1,1,1,42,1,42,NA,4.5,NA,17
"218",14,319,43,20164,1,1,1,NA,NA,NA,NA,NA,NA,17
"219",15,543,36,20164,1,1,1,53,1,53,NA,5.9,NA,17
"220",16,543,36,20164,1,1,1,20,3,20,NA,1.6,NA,17
"221",2,371,30,20164,2,2,1,24,3,24,NA,10,NA,17
"222",13,375,41,20164,3,1,1,51,1,51,NA,6.7,NA,17
"223",18,12,6,20164,3,1,1,40,1,40,NA,6.7,NA,17
"224",19,746,37,20164,3,1,1,21,3,21,NA,1.7,NA,17
"225",20,746,37,20164,3,1,1,23,3,23,NA,2,NA,17
"226",21,746,37,20164,3,1,1,24,3,24,NA,2.9,NA,17
"227",22,746,37,20164,3,1,1,NA,NA,NA,NA,NA,NA,17
"228",23,746,37,20164,3,1,1,22,3,22,NA,1.8,NA,17
"229",24,746,37,20164,3,1,1,22,3,22,NA,2.3,NA,17
"230",25,746,37,20164,3,1,1,23,3,23,NA,2.3,NA,17
"231",26,746,37,20164,3,1,1,NA,NA,NA,NA,NA,NA,17
"232",27,746,37,20164,3,1,1,NA,NA,NA,NA,NA,NA,17
"233",28,746,37,20164,3,1,1,NA,NA,NA,NA,NA,NA,17
"234",29,746,37,20164,3,1,1,14,3,14,NA,1.1,NA,17
"235",30,746,37,20164,3,1,1,17,3,17,NA,1.7,NA,17
"236",31,746,37,20164,3,1,1,21,3,21,NA,2.1,NA,17
"237",32,746,37,20164,3,1,1,14,3,14,NA,1.1,NA,17
"238",33,746,37,20164,3,1,1,15,3,15,NA,1.2,NA,17
"239",34,746,37,20164,3,1,1,14,3,14,NA,1.2,NA,17
"240",8,746,37,20164,4,1,1,71,1,71,NA,9.3,NA,17
"241",11,746,37,20164,4,1,1,NA,NA,NA,NA,NA,NA,17
"242",12,746,37,20164,4,1,1,NA,NA,NA,NA,NA,NA,17
"243",13,746,37,20164,4,1,1,14,3,14,NA,1.4,NA,17
"244",14,746,37,20164,4,1,1,12,3,12,NA,1.1,NA,17
"245",15,746,37,20164,4,1,1,12,3,12,NA,1.1,NA,17
"246",16,746,37,20164,4,1,1,15,3,15,NA,1.8,NA,17
"247",2,543,36,20166,1,1,1,38,1,38,NA,6.4,NA,17
"248",3,543,36,20166,1,1,1,31,1,31,NA,5.8,NA,17
"249",4,543,36,20166,1,1,1,28,1,28,NA,5.1,NA,17
"250",7,543,36,20166,4,1,1,59,1,59,NA,12,NA,17
"251",8,543,36,20166,4,1,1,57,1,57,NA,12.1,NA,17
"252",9,543,36,20166,4,1,1,61,1,61,NA,16.4,NA,17
"253",10,543,36,20166,4,1,1,44,1,44,NA,5.1,NA,17
"254",1,746,37,20200,1,1,1,62,1,62,NA,6.9,NA,17
"255",2,746,37,20200,1,1,1,61,1,61,NA,6.8,NA,17
"256",4,762,41,20200,1,1,1,57,1,57,NA,6.1,NA,17
"257",5,746,37,20200,1,1,1,64,1,64,NA,9.4,NA,17
"258",6,746,37,20200,1,1,1,65,1,65,NA,9.7,NA,17
"259",7,746,37,20200,1,1,1,66,1,66,NA,8,NA,17
"260",8,746,37,20200,1,1,1,42,1,15,NA,5.7,NA,17
"261",9,746,37,20200,1,1,1,66,1,66,NA,7.2,NA,17
"262",1,71,9,20200,3,1,1,42,1,42,NA,7,NA,17
"263",4,125,4,20214,1,1,1,71,1,71,NA,16.9,NA,17
"264",5,95,6,20214,1,1,1,45,2,5,NA,6.2,NA,17
"265",6,94,6,20214,1,1,1,59,1,59,NA,10,NA,17
"266",7,129,4,20214,1,1,1,55,2,48,NA,11.9,NA,17
"267",8,129,4,20214,1,1,1,50,2,16,NA,6.9,NA,17
"268",9,94,6,20214,1,1,1,53,1,53,NA,8.1,NA,17
"269",10,129,4,20214,1,1,1,56,1,56,NA,10.5,NA,17
"270",11,12,6,20214,1,1,1,NA,NA,NA,NA,NA,NA,17
"271",12,12,6,20214,1,1,1,40,1,40,NA,5.6,NA,17
"272",13,94,6,20214,1,1,1,47,1,47,NA,5.4,NA,17
"273",14,12,6,20214,1,1,1,16,2,7,NA,1.9,NA,17
"274",15,12,6,20214,1,1,1,32,1,32,NA,5.1,NA,17
"275",1,129,4,20214,2,2,1,58,1,58,NA,7.3,NA,17
"276",2,12,6,20214,2,2,1,40,1,40,NA,5.9,NA,17
"277",3,129,4,20214,2,2,1,62,1,62,NA,9.9,NA,17
"278",4,12,6,20214,2,2,1,54,1,54,NA,6.5,NA,17
"279",5,129,4,20214,2,2,1,52,1,52,NA,5.6,NA,17
"280",6,129,4,20214,2,2,1,50,1,50,NA,5.5,NA,17
"281",7,12,6,20214,2,2,1,55,1,55,NA,5.1,NA,17
"282",8,12,6,20214,2,2,1,42,1,42,NA,5.3,NA,17
"283",1,95,6,20214,3,1,1,58,1,58,NA,7.6,NA,17
"284",2,71,9,20214,3,1,1,52,1,52,NA,6.7,NA,17
"285",4,95,6,20214,3,1,1,47,1,47,NA,7.3,NA,17
"286",5,95,6,20214,3,1,1,49,1,49,NA,6.5,NA,17
"287",6,95,6,20214,3,1,1,56,1,56,NA,7.9,NA,17
"288",7,71,9,20214,3,1,1,62,1,62,NA,12.6,NA,17
"289",10,316,32,20214,3,1,1,20,2,15,NA,5.9,NA,17
"290",1,95,6,20214,4,1,1,55,1,55,NA,8.5,NA,17
"291",2,125,4,20214,4,1,1,70,1,70,NA,11.1,NA,17
"292",3,129,4,20214,4,1,1,75,1,75,NA,16.1,NA,17
"293",4,129,4,20214,4,1,1,79,1,79,NA,13.8,NA,17
"294",5,129,4,20214,4,1,1,77,1,77,NA,11.7,NA,17
"295",6,129,4,20214,4,1,1,60,2,32,NA,6,NA,17
"296",7,94,6,20214,4,1,1,58,1,58,NA,9.4,NA,17
"297",8,95,6,20214,4,1,1,55,2,53,NA,7.5,NA,17
"298",9,129,4,20214,4,1,1,56,1,56,NA,9.1,NA,17
"299",10,12,6,20214,4,1,1,48,1,48,NA,5.3,NA,17
"300",12,12,6,20214,4,1,1,28,3,28,NA,3.1,NA,17
"301",13,12,6,20214,4,1,1,NA,NA,NA,NA,NA,NA,17
"302",14,12,6,20214,4,1,1,32,3,32,NA,2.9,NA,17
"303",15,746,37,20214,4,1,1,68,1,68,NA,6.2,NA,17
"304",16,746,37,20214,4,1,1,NA,NA,NA,NA,NA,NA,17
"305",27,543,36,20280,1,1,1,47,1,47,NA,6,NA,17
"306",28,543,36,20280,1,1,1,50,1,50,NA,6,NA,17
"307",29,316,32,20280,1,1,1,58,1,58,NA,6.8,NA,17
"308",30,543,36,20280,1,1,1,40,2,35,NA,5.9,NA,17
"309",31,543,36,20280,1,1,1,65,1,65,NA,13.9,NA,17
"310",32,543,36,20280,1,1,1,62,1,62,NA,7.9,NA,17
"311",33,543,36,20280,1,1,1,60,2,40,NA,9.4,NA,17
"312",34,543,36,20280,1,1,1,66,1,66,NA,14.6,NA,17
"313",35,972,41,20280,1,1,1,61,1,61,NA,7.9,NA,17
"314",36,543,36,20280,1,1,1,30,1,30,NA,3.3,NA,17
"315",37,543,36,20280,1,1,1,35,3,35,NA,3.5,NA,17
"316",38,543,36,20280,1,1,1,NA,NA,NA,NA,NA,NA,17
"317",39,543,36,20280,1,1,1,44,3,44,NA,4.8,NA,17
"318",40,543,36,20280,1,1,1,24,3,24,NA,2,NA,17
"319",41,543,36,20280,1,1,1,14,3,14,NA,1.2,NA,17
"320",42,543,36,20280,1,1,1,12,3,12,NA,1.1,NA,17
"321",43,543,36,20280,1,1,1,9,3,9,NA,1,NA,17
"322",14,316,32,20280,2,2,1,NA,NA,NA,NA,NA,NA,17
"323",15,316,32,20280,2,2,1,40,1,14,NA,5.2,NA,17
"324",16,316,32,20280,2,2,1,54,1,54,NA,10.6,NA,17
"325",17,316,32,20280,2,2,1,56,1,56,NA,12.2,NA,17
"326",18,543,36,20280,2,2,1,49,1,49,NA,5.7,NA,17
"327",19,543,36,20280,2,2,1,52,1,52,NA,9.4,NA,17
"328",20,543,36,20280,2,2,1,38,1,38,NA,7.5,NA,17
"329",21,543,36,20280,2,2,1,49,1,49,NA,6.2,NA,17
"330",22,543,36,20280,2,2,1,44,1,44,NA,6.2,NA,17
"331",23,543,36,20280,2,2,1,40,1,40,NA,8.5,NA,17
"332",24,543,36,20280,2,2,1,50,2,28,NA,8.2,NA,17
"333",25,543,36,20280,2,2,1,43,1,43,NA,6.1,NA,17
"334",26,543,36,20280,2,2,1,21,3,21,NA,1.6,NA,17
"335",27,543,36,20280,2,2,1,24,3,24,NA,2.4,NA,17
"336",28,543,36,20280,2,2,1,18,3,18,NA,1.5,NA,17
"337",29,543,36,20280,2,2,1,22,3,22,NA,2.1,NA,17
"338",30,543,36,20280,2,2,1,16,3,16,NA,1.5,NA,17
"339",31,543,36,20280,2,2,1,22,3,22,NA,2.2,NA,17
"340",32,543,36,20280,2,2,1,19,3,19,NA,1.8,NA,17
"341",33,543,36,20280,2,2,1,21,3,21,NA,2.1,NA,17
"342",34,543,36,20280,2,2,1,10,3,10,NA,1,NA,17
"343",27,316,32,20280,3,3,1,36,1,36,NA,6.6,NA,17
"344",28,316,32,20280,3,3,1,34,1,34,NA,5.1,NA,17
"345",29,972,41,20280,3,3,1,42,1,42,NA,6.4,NA,17
"346",30,746,37,20280,3,3,1,77,1,77,NA,14.1,NA,17
"347",31,746,37,20280,3,3,1,71,1,71,NA,8.9,NA,17
"348",32,746,37,20280,3,3,1,70,2,7,NA,10.9,NA,17
"349",33,746,37,20280,3,3,1,75,2,24,NA,12.4,NA,17
"350",34,746,37,20280,3,3,1,72,1,72,NA,11.7,NA,17
"351",35,746,37,20280,3,3,1,73,1,73,NA,11.8,NA,17
"352",36,746,37,20280,3,3,1,65,2,9,NA,6.8,NA,17
"353",37,746,37,20280,3,3,1,68,1,68,NA,7.6,NA,17
"354",38,823,25,20280,3,3,1,65,1,65,NA,7,NA,17
"355",39,746,37,20280,3,3,1,63,1,63,NA,6.2,NA,17
"356",40,746,37,20280,3,3,1,66,1,66,NA,7.9,NA,17
"357",41,746,37,20280,3,3,1,72,1,72,NA,10.5,NA,17
"358",42,746,37,20280,3,3,1,74,1,74,NA,11.9,NA,17
"359",43,746,37,20280,3,3,1,55,2,12,NA,4.9,NA,17
"360",44,544,36,20280,3,3,1,32,3,32,NA,3,NA,17
"361",10,543,36,20280,4,1,1,53,1,53,NA,5.4,NA,17
"362",11,543,36,20280,4,1,1,52,1,52,NA,5.6,NA,17
"363",12,543,36,20280,4,1,1,57,1,57,NA,6.2,NA,17
"364",13,543,36,20280,4,1,1,55,3,55,NA,5.6,NA,17
"365",14,543,36,20280,4,1,1,60,1,60,NA,7.4,NA,17
"366",15,543,36,20280,4,1,1,44,1,44,NA,4.2,NA,17
"367",16,543,36,20280,4,1,1,14,3,14,NA,1.9,NA,17
"368",17,543,36,20280,4,1,1,47,1,47,NA,5,NA,17
"369",15,543,36,20338,1,1,1,66,1,66,NA,9.4,NA,17
"370",16,544,36,20338,1,1,1,58,1,58,NA,9.8,NA,17
"371",17,543,36,20338,1,1,1,57,1,57,NA,6.5,NA,17
"372",18,543,36,20338,1,1,1,40,1,20,NA,5.2,NA,17
"373",19,741,37,20338,1,1,1,24,1,24,NA,1.7,NA,17
"374",20,543,36,20338,1,1,1,62,1,62,NA,10.1,NA,17
"375",21,543,36,20338,1,1,1,48,1,48,NA,5.9,NA,17
"376",22,741,37,20338,1,1,1,NA,NA,NA,NA,NA,NA,17
"377",23,741,37,20338,1,1,1,28,1,28,NA,2.2,NA,17
"378",24,746,37,20338,1,1,1,36,1,36,NA,3,NA,17
"379",25,746,37,20338,1,1,1,52,1,52,NA,5.2,NA,17
"380",26,746,37,20338,1,1,1,49,1,49,NA,5,NA,17
"381",27,746,37,20338,1,1,1,55,1,55,NA,5.7,NA,17
"382",28,741,37,20338,1,1,1,53,1,53,NA,5.3,NA,17
"383",29,746,37,20338,1,1,1,61,1,61,NA,6.7,NA,17
"384",16,823,25,20338,2,1,1,67,1,67,NA,10.5,NA,17
"385",17,746,37,20338,2,1,1,50,1,50,NA,4.3,NA,17
"386",18,746,37,20338,2,1,1,28,3,28,NA,2.3,NA,17
