Family,Genus,Species Name,Authority,*Taxonomic Notes,Country Distribution,Endemic,State Distribution,IUCN Red List Assessment,IUCN Red List Assessment Year,NatureServe Grank,NatureServe Grank Year,Federal Listing Status,Federal Listing Year,Ex-situ Collections
Oleaceae,Cartrema,Cartrema americana,(L.) G.L.Nesom,,"El Salvador, United States, Mexico, Honduras",No,"AL, FL, GA, LA, MS, NC, SC, VA",Least Concern (ESTIMATED),ESTIMATED ASSESSMENT,G5,2020,Not listed,Not listed,6
Oleaceae,Cartrema,Cartrema floridana,(Chapm.) G.L.Nesom,,United States,Yes,FL,Near Threatened,2022,G3,2020,Not listed,Not listed,1
Juglandaceae,Carya,Carya aquatica,(F.Michx.) Nutt. ex Elliott,,United States,Yes,"AL, AR, FL, GA, IL, IN, KY, LA, MO, MS, NC, OK, SC, TN, TX, VA",Least Concern,2018,G5,1985,Not listed,Not listed,33
Juglandaceae,Carya,Carya cordiformis,(Wangenh.) K.Koch,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,136
Juglandaceae,Carya,Carya floridana,Sarg.,,United States,Yes,FL,Least Concern,2018,G4,1991,Not listed,Not listed,3
Juglandaceae,Carya,Carya glabra,(Mill.) Sweet,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, TX, VA, VT, WV",Least Concern,2018,G5,2016,Not listed,Not listed,97
Juglandaceae,Carya,Carya illinoinensis,(Wangenh.) K.Koch,,"Mexico, United States",No,"AL, AR, FL, GA, IA, IL, IN, KS, KY, LA, MD, MO, MS, NC, NE, OH, OK, SC, TN, TX, VA",Least Concern,2018,G5,1984,Not listed,Not listed,108
Juglandaceae,Carya,Carya laciniosa,(F.Michx.) G.Don,,"Canada, United States",No,"AL, AR, DC, DE, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, NE, NJ, NY, OH, OK, PA, TN, TX, WV",Least Concern,2018,G5,1984,Not listed,Not listed,91
Juglandaceae,Carya,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,,"Mexico, United States",No,"AL, AR, GA, LA, MS, NC, OK, SC, TX",Least Concern,2018,G4,1996,Not listed,Not listed,23
Juglandaceae,Carya,Carya ovata,(Mill.) K.Koch,,"Canada, United States, Mexico",No,"AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,165
Juglandaceae,Carya,Carya pallida,(Ashe) Engelm. & Graebn.,,United States,Yes,"AL, AR, DE, FL, GA, IL, IN, KY, LA, MA, MD, MO, MS, NC, NJ, SC, TN, VA",Least Concern,2018,G5,1984,Not listed,Not listed,19
Juglandaceae,Carya,Carya texana,Buckley,,United States,Yes,"AL, AR, GA, IL, IN, KS, LA, MO, MS, OK, TN, TX, WV",Least Concern,2018,G4,1984,Not listed,Not listed,14
Juglandaceae,Carya,Carya tomentosa,(Poiret) Nuttall,,United States,Yes,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV",Least Concern,2018,G5,1994,Not listed,Not listed,72
Rubiaceae,Casasia,Casasia clusiifolia,(Jacq.) Urb.,,"United States, Bahamas, Bermuda, Cuba, Turks and Caicos Islands",No,FL,Least Concern,2020,G4,1988,Not listed,Not listed,12
Fagaceae,Castanea,Castanea dentata,(Marshall) Borkh.,,"Canada, United States",No,"AL, CT, DC, DE, FL(SX), GA, IA, IL(SX), IN, KY, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV",Critically Endangered,2018,G3,2020,Not listed,Not listed,84
Fagaceae,Castanea,Castanea ozarkensis,Ashe,,United States,Yes,"AL, AR, LA, MO, OK",Near Threatened,2021,G3,1996,Not listed,Not listed,4
Fagaceae,Castanea,Castanea pumila,(L.) Mill.,,United States,Yes,"AL, AR, DC, DE, FL, GA, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV",Least Concern,2022,G5,1988,Not listed,Not listed,51
Simaroubaceae,Castela,Castela emoryi,(A.Gray) Moran & Felger,,"Mexico, United States",No,"AZ, CA",Near Threatened (ESTIMATED),ESTIMATED ASSESSMENT,G4,2012,Not listed,Not listed,11
Simaroubaceae,Castela,Castela erecta,Turpin,,"Puerto Rico, Virgin Islands, U.S., Venezuela, Bolivarian Republic of, United States, Colombia, Aruba, Anguilla, Antigua and Barbuda",No,"AZ, CA, TX",Least Concern,2020,G4,2005,Not listed,Not listed,1
Bignoniaceae,Catalpa,Catalpa bignonioides,Walter,,United States,Yes,"AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, ND, NE, NJ, NM, NY, OH, OK, PA, SC, TN, TX, UT, VA, VT, WI, WV",Data Deficient,2018,G4,2020,Not listed,Not listed,167
Bignoniaceae,Catalpa,Catalpa speciosa,(Warder ex Barney) Warder ex Engelm.,,United States,Yes,"AL, AR, CT, DC, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, WI, WV",Least Concern,2018,G4,2002,Not listed,Not listed,168
Rhamnaceae,Ceanothus,Ceanothus arboreus,Greene,,United States,Yes,CA,Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G3,2001,Not listed,Not listed,20
Rhamnaceae,Ceanothus,Ceanothus crassifolius,Torr.,,"Mexico, United States",No,CA,Least Concern,2021,G3,1998,Not listed,Not listed,11
Rhamnaceae,Ceanothus,Ceanothus impressus,Trel.,,United States,Yes,CA,Vulnerable,2022,G3,2019,Not listed,Not listed,20
Rhamnaceae,Ceanothus,Ceanothus oliganthus,Nutt.,,United States,Yes,CA,Least Concern (ESTIMATED),ESTIMATED ASSESSMENT,G4,2002,Not listed,Not listed,7
Rhamnaceae,Ceanothus,Ceanothus spinosus,Nutt.,,"Mexico, United States",No,CA,Least Concern,2021,G4,1999,Not listed,Not listed,20
Rhamnaceae,Ceanothus,Ceanothus thyrsiflorus,Eschsch.,,United States,Yes,"CA, OR",Least Concern,2020,G5,2019,Not listed,Not listed,36
Rhamnaceae,Ceanothus,Ceanothus velutinus,Douglas ex Hook.,,"United States, Canada",No,"CA, CO, ID, MT, NV, OR, SD, UT, WA, WY",Least Concern,2020,G5,2016,Not listed,Not listed,13
Ulmaceae,Celtis,Celtis iguanaea,(Jacq.) Sarg.,,"Peru, Paraguay, Panama, Nicaragua, Montserrat, Mexico, Puerto Rico, Jamaica, United States, Honduras, Martinique, Saint Bathélemy, Saint Lucia, Saint Kitts and Nevis, Saint Vincent and the Grenadines, Trinidad and Tobago, Uruguay, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Haiti, Suriname, Bahamas, Antigua and Barbuda, Saint Martin, Aruba, Barbados, Belize, Bolivia, Plurinational State of, Bonaire, Sint Eustatius and Saba, Brazil, Cayman Islands, Guyana, Costa Rica, Cuba, Curaçao, Dominica, Dominican Republic, Ecuador, El Salvador, Argentina, French Guiana, Guadeloupe, Guatemala, Colombia",No,"FL, TX",Least Concern,2019,G5,1988,Not listed,Not listed,13
Ulmaceae,Celtis,Celtis laevigata,Willd.,,"Mexico, United States, Bermuda",No,"AL, AR, AZ, CA, CO, DC, FL, GA, ID, IL, IN, KS, KY, LA, MD, MO, MS, NC, NM, NV, OH, OK, OR, SC, TN, TX, UT, VA, WA, WV, WY",Least Concern,2017,GNR,,Not listed,Not listed,76
Ulmaceae,Celtis,Celtis lindheimeri,Engelm. ex K.Koch,,"United States, Mexico",No,TX,Critically Endangered,2021,G3,1996,Not listed,Not listed,Not on PlantSearch
Ulmaceae,Celtis,Celtis occidentalis,L.,,"Canada, United States",No,"AL, AR, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, VA, VT, WI, WV, WY",Least Concern,2018,G5,2016,Not listed,Not listed,204
Cannabaceae,Celtis,Celtis pallida,Torr.,,"Argentina, Brazil, Ecuador, Haiti, Mexico, Paraguay, Puerto Rico, United States, Uruguay, Venezuela Bolivarian Republic of",No,"AZ, FL, NM, TX",Least Concern,2018,G4,1993,Not listed,Not listed,20
Cannabaceae,Celtis,Celtis tenuifolia,Nutt.,,United States,Yes,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MD, MI, MO, MS, NC, NJ, OH, OK, PA, SC, TN, TX, VA, WV",Not Evaluated ,,G5,2015,Not listed,Not listed,67
Rosaceae,Cephalanthus,Cephalanthus occidentalis,L.,,"Canada, United States",No,"AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV",Least Concern,2020,G5,2016,Not listed,Not listed,211
Rubiaceae,Cephalanthus,Cephalanthus salicifolius,Humb. & Bonpl.,,"Honduras, Mexico, United States",No,TX,Least Concern,2019,G5,1984,Not listed,Not listed,Not on PlantSearch
Fabaceae,Cercis,Cercis canadensis,L.,,"Mexico, United States",No,"AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, MI, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, PA, SC, TN, TX, UT, VA, WV",Least Concern,2020,G5,1984,Not listed,Not listed,214
Fabaceae,Cercis,Cercis orbiculata,Greene,,United States,Yes,"AZ, CA, NV, UT",Data Deficient (ESTIMATED),ESTIMATED ASSESSMENT,GNR,,Not listed,Not listed,1
Rosaceae,Cercocarpus,Cercocarpus ledifolius,Nutt. ex Torr. & A.Gray,,"United States, Mexico",No,"AZ, CA, CO, ID, MT, NV, OR, UT, WA, WY",Least Concern,2020,G5,2003,Not listed,Not listed,35
Rosaceae,Cercocarpus,Cercocarpus montanus,Raf.,,"United States, Mexico",No,"AZ, CA, CO, ID, KS, MT, NE, NM, NV, OK, OR, SD, TX, UT, WY",Least Concern,2020,G5,2003,Not listed,Not listed,34
Rosaceae,Cercocarpus,Cercocarpus traskiae,Eastw.,,United States,Yes,CA,Critically Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G1,2020,Endangered,1997,13
Cupressaceae,Chamaecyparis,Chamaecyparis lawsoniana,(A.Murray bis) Parl.,,United States,Yes,"CA, OR",Near Threatened,2013,G4,2020,Not listed,Not listed,185
Cupressaceae,Chamaecyparis,Chamaecyparis thyoides,"(L.) Britten, Sterns & Poggenb.",,United States,Yes,"AL, CT, DE, FL, GA, MA, MD, ME, MS, NC, NH, NJ, NY, PA(SX), RI, SC, VA",Least Concern,2013,G4,1988,Not listed,Not listed,112
Bignoniaceae,Chilopsis,Chilopsis linearis,(Cav.) Sweet,,"Mexico, United States",No,"AZ, CA, KS, NM, NV, OK, TX, UT",Least Concern,2019,G5,1993,Not listed,Not listed,57
Oleaceae,Chionanthus,Chionanthus pygmaeus,Small,,United States,Yes,FL,Endangered,2022,G2,2020,Endangered,1987,24
Oleaceae,Chionanthus,Chionanthus virginicus,L.,,United States,Yes,"AL, AR, DC, DE, FL, GA, KY, LA, MA, MD, MO, MS, NC, NJ, NY, OH, OK, PA, SC, TN, TX, VA, WV",Least Concern,2021,G5,1984,Not listed,Not listed,223
Chrysobalanaceae,Chrysobalanus,Chrysobalanus icaco,L.,,"Haiti, Nigeria, Nicaragua, Montserrat, Mexico, Martinique, Mali, Liberia, Panama, Honduras, Saint Vincent and the Grenadines, Guyana, Zambia, Guinea-Bissau, Jamaica, Togo, Grenada, Virgin Islands, U.S., Virgin Islands, British, Venezuela, Bolivarian Republic of, United States, Saint Lucia, Trinidad and Tobago, Puerto Rico, Suriname, Sierra Leone, Senegal, Saint Martin, Saint Kitts and Nevis, Saint Bathélemy, Turks and Caicos Islands, Cayman Islands, Guatemala, Angola, Anguilla, Antigua and Barbuda, Bahamas, Barbados, Belize, Benin, Bermuda, Bonaire, Sint Eustatius and Saba, Guinea, Cameroon, Central African Republic, Colombia, Equatorial Guinea, Guadeloupe, Ghana, Gambia, Brazil, French Guiana, Congo, El Salvador, Ecuador, Dominican Republic, Dominica, Cuba, Côte d'Ivoire, Costa Rica, Congo, The Democratic Republic of the, Gabon",No,FL,Least Concern,2019,G5,1993,Not listed,Not listed,42
Fagaceae,Chrysolepis,Chrysolepis chrysophylla,(Douglas ex Hook.) Hjelmq.,,United States,Yes,"CA, OR, WA",Least Concern,2018,G5,1994,Not listed,Not listed,10
Sapotaceae,Chrysophyllum,Chrysophyllum oliviforme,L.,,"Grenada, Virgin Islands, U.S., United States, Turks and Caicos Islands, Puerto Rico, Jamaica, Dominican Republic, Dominica, Cuba, Barbados, Bahamas, Honduras, Haiti",No,"FL, HI",Least Concern,2021,G5,1992,Not listed,Not listed,32
Verbenaceae,Citharexylum,Citharexylum berlandieri,S.Watson,,"Mexico, United States",No,TX,Least Concern,2021,G4,1993,Not listed,Not listed,8
Verbenaceae,Citharexylum,Citharexylum spinosum,L.,,"Turks and Caicos Islands, Panama, Puerto Rico, Saint Bathélemy, Saint Kitts and Nevis, Saint Lucia, Saint Martin, Saint Vincent and the Grenadines, Montserrat, Trinidad and Tobago, Grenada, United States, Venezuela, Bolivarian Republic of, Suriname, Martinique, Jamaica, Haiti, Guadeloupe, French Guiana, Dominican Republic, Dominica, Cuba, Bonaire, Sint Eustatius and Saba, Barbados, Bahamas, Antigua and Barbuda, Anguilla, Virgin Islands, British, Guyana",No,"HI, FL",Least Concern,2019,GNR,,Not listed,Not listed,26
Fabaceae,Cladrastis,Cladrastis kentukea,(Dum.Cours.) Rudd,,United States,Yes,"AL, AR, CT, GA, IL, IN, KY, LA, MA, ME, MO, MS, NC, NY, OH, OK, PA, RI, SC, TN",Least Concern,2020,G4,1984,Not listed,Not listed,143
Clethraceae,Clethra,Clethra acuminata,Michx.,,United States,Yes,"AL, GA, KY, NC, PA, SC, TN, VA, WV",Least Concern,2022,G4,1994,Not listed,Not listed,86
Clethraceae,Clethra,Clethra alnifolia,L.,,"Canada, United States",No,"AL, CT, DC, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TX, VA",Least Concern,2020,G5,2020,Not listed,Not listed,181
Cyrillaceae,Cliftonia,Cliftonia monophylla,(Lam.) Britton,,United States,Yes,"AL, FL, GA, LA, MS, SC",Least Concern,2022,G4,1988,Not listed,Not listed,15
Clusiaceae,Clusia,Clusia rosea,Jacq.,,"United States, Jamaica, Nicaragua, Panama, Peru, Puerto Rico, Saint Martin, Suriname, Haiti, Turks and Caicos Islands, Honduras, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Trinidad and Tobago, Brazil, Anguilla, Aruba, Bahamas, Mexico, Bonaire, Sint Eustatius and Saba, Guyana, Cayman Islands, Costa Rica, Curaçao, Dominican Republic, Ecuador, El Salvador, French Guiana, Guatemala, Belize",No,"FL, HI",Least Concern,2020,G4,1991,Not listed,Not listed,53
Polygonaceae,Coccoloba,Coccoloba diversifolia,Jacq.,,"Jamaica, Antigua and Barbuda, Virgin Islands, U.S., Venezuela, Bolivarian Republic of, United States, Turks and Caicos Islands, Puerto Rico, Mexico, Haiti, Guatemala, Dominican Republic, Cuba, Belize, Aruba, Bahamas, Honduras",No,FL,Least Concern,2019,G5,1994,Not listed,Not listed,19
Polygonaceae,Coccoloba,Coccoloba uvifera,(L.) L.,,"Jamaica, Puerto Rico, Peru, Panama, Nicaragua, Montserrat, Saint Bathélemy, Martinique, Trinidad and Tobago, Honduras, Mexico, Saint Kitts and Nevis, Saint Lucia, Suriname, Turks and Caicos Islands, United States, Venezuela, Bolivarian Republic of, Virgin Islands, British, Virgin Islands, U.S., Ecuador, Haiti, Saint Vincent and the Grenadines, Barbados, French Guiana, Guyana, Antigua and Barbuda, Bahamas, Belize, Bermuda, Bonaire, Sint Eustatius and Saba, Cayman Islands, Colombia, Costa Rica, Curaçao, Dominica, Dominican Republic, Guatemala, El Salvador, Guadeloupe, Anguilla, Aruba, Grenada, Cuba",No,FL,Least Concern,2020,G5,1994,Not listed,Not listed,100
Arecaceae,Coccothrinax,Coccothrinax argentata,(Jacq.) L.H.Bailey,,"Honduras, Turks and Caicos Islands, Colombia, Bahamas, United States",No,FL,Least Concern,2021,G4,1999,Not listed,Not listed,26
Rhamnaceae,Colubrina,Colubrina arborescens,(Mill.) Sarg.,,"Haiti, Virgin Islands, British, United States, Turks and Caicos Islands, Saint Bathélemy, Belize, Puerto Rico, Virgin Islands, U.S., Montserrat, Mexico, Jamaica, Guadeloupe, El Salvador, Dominican Republic, Cuba, Bonaire, Sint Eustatius and Saba, Barbados, Bahamas, Antigua and Barbuda, Anguilla, Guatemala, Cayman Islands",No,FL,Least Concern,2020,G4,1994,Not listed,Not listed,15
Rhamnaceae,Colubrina,Colubrina cubensis,(Jacq.) Brongn.       ,,"Bahamas, United States, Cayman Islands, Cuba",No,FL,Data Deficient,2021,G2,2001,Not listed,Not listed,Not on PlantSearch
Rhamnaceae,Colubrina,Colubrina elliptica,(Sw.) Brizicky & W.L.Stern,,"Saint Vincent and the Grenadines, Virgin Islands, British, Venezuela, Bolivarian Republic of, Martinique, Turks and Caicos Islands, Virgin Islands, U.S., Saint Lucia, Saint Bathélemy, Puerto Rico, Mexico, Costa Rica, United States, Bahamas, Jamaica, Colombia, Cuba, Dominican Republic, Guadeloupe, Guatemala, Haiti, Honduras, Cayman Islands",No,FL,Least Concern,2020,G4,1994,Not listed,Not listed,6
Rhamnaceae,Colubrina,Colubrina greggii,S.Watson,,"Mexico, United States",No,TX,Least Concern,2020,G5,1984,Not listed,Not listed,4
Ericaceae,Comarostaphylis,Comarostaphylis diversifolia,(Parry) Greene,,"Mexico, United States",No,CA,Near Threatened (ESTIMATED),ESTIMATED ASSESSMENT,G3,2004,Not listed,Not listed,13
Rhamnaceae,Condalia,Condalia globosa,I.M.Johnst.,,"Mexico, United States",No,"AZ, CA",Least Concern,2020,G5,1993,Not listed,Not listed,6
Rhamnaceae,Condalia,Condalia hookeri,M.C.Johnst.,,"United States, Mexico",No,"AR, TX",Least Concern,2020,G5,1995,Not listed,Not listed,2
Combretaceae,Conocarpus,Conocarpus erectus,L.,,"Jamaica, Panama, Nigeria, Nicaragua, Montserrat, Mexico, Mauritania, Liberia, Guinea-Bissau, Honduras, Haiti, Guyana, Peru, Martinique, Sint Maarten, Virgin Islands, British, Venezuela, Bolivarian Republic of, United States Minor Outlying Islands, United States, Togo, Suriname, Guinea, Saint Kitts and Nevis, Sierra Leone, Senegal, Sao Tomé and Principe, Saint Vincent and the Grenadines, Saint Martin, Saint Lucia, Trinidad and Tobago, Belize, Turks and Caicos Islands, Angola, Anguilla, Antigua and Barbuda, Guatemala, Barbados, Benin, Bonaire, Sint Eustatius and Saba, Brazil, Cameroon, Cayman Islands, Colombia, Congo, Congo, The Democratic Republic of the, El Salvador, Guadeloupe, Grenada, Ghana, Gambia, Gabon, French Guiana, Costa Rica, Equatorial Guinea, Ecuador, Dominican Republic, Dominica, Curaçao, Cuba, Côte d'Ivoire, Bahamas",No,"FL, HI",Not Evaluated,ESTIMATED ASSESSMENT,G5,1994,Not listed,Not listed,44
Cactaceae,Consolea,Consolea corallicola,Small,,United States,Yes,FL,Critically Endangered,2013,G1,2020,Endangered,2013,8
Boraginaceae,Cordia,Cordia boissieri,A.DC.,,"Mexico, United States",No,TX,Least Concern,2019,G5,1992,Not listed,Not listed,23
Cornaceae,Cornus,Cornus alternifolia,L.f.,,"Canada, United States",No,"AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, PA, RI, SC, TN, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,165
Cornaceae,Cornus,Cornus asperifolia,Michx.,,"Canada, United States",No,"AL, FL, GA, NC, SC",Least Concern,2022,G4,2000,Not listed,Not listed,21
Cornaceae,Cornus,Cornus drummondii,C.A.Mey.,,United States,Yes,"AL, AR, GA, IA, IL, IN, KS, KY, LA, MI, MN, MO, MS, NE, NY, OH, OK, PA, SD, TN, TX, WI",Least Concern,2020,G5,2016,Not listed,Not listed,68
Cornaceae,Cornus,Cornus florida,L.,,"United States, Canada, Mexico",No,"AL, AR, CT, DC, DE, FL, GA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WV",Least Concern,2018,G5,2016,Not listed,Not listed,221
Cornaceae,Cornus,Cornus foemina,Mill.,,"Canada, United States",No,"AL, AR, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, NJ, OK, SC, TN, TX, VA",Least Concern,2018,G5,1998,Not listed,Not listed,39
Cornaceae,Cornus,Cornus glabrata,Benth.,,United States,Yes,"CA, OR",Least Concern,2018,G4,1988,Not listed,Not listed,29
Cornaceae,Cornus,Cornus nuttallii,Audubon ex Torr. & A.Gray,,"Canada, United States",No,"CA, ID, OR, WA",Least Concern,2018,G5,2016,Not listed,Not listed,72
Cornaceae,Cornus,Cornus rugosa,Lam.,,"Canada, United States",No,"CT, DC, DE, IA, IL, IN, MA, MD, ME, MI, MN, ND, NH, NJ, NY, OH, PA, RI, VA, VT, WI, WV",Least Concern,2018,G5,2016,Not listed,Not listed,67
Cornaceae,Cornus,Cornus sessilis,Torr.,,United States,Yes,CA,Least Concern,2018,G4,2000,Not listed,Not listed,11
Betulaceae,Corylus,Corylus cornuta,Marshall,,"Canada, United States",No,"AL, CA, CO, CT, DE, GA, IA, ID, IL, KS, MA, MD, ME, MI, MN, MS, NC, ND, NH, NJ, NY, OH, OR, PA, RI, SC, SD, TN, VA, VT, WA, WI, WV, WY",Least Concern,2020,G5,2015,Not listed,Not listed,90
Anacardiaceae,Cotinus,Cotinus obovatus,Raf.,,United States,Yes,"AL, AR, GA, KY, MO, OK, TN, TX",Least Concern,2020,G4,1990,Not listed,Not listed,124
Fabaceae,Coursetia,Coursetia glandulosa,A.Gray,,"Mexico, United States",No,AZ,Least Concern,2019,G4,2001,Not listed,Not listed,9
Rosaceae,Crataegus,Crataegus aemula,Beadle        ,,United States,Yes,"AL, GA",Vulnerable (ESTIMATED),ESTIMATED ASSESSMENT,G2,2019,Not listed,Not listed,5
Rosaceae,Crataegus,Crataegus aestivalis,(Walter) Torr. & A.Gray,,United States,Yes,"AL, FL, GA, LA, MS, NC, SC",Least Concern,2020,G5,1988,Not listed,Not listed,15
Rosaceae,Crataegus,Crataegus alabamensis,Beadle,,United States,Yes,"AL, FL",Near Threatened,2022,GNR,,Not listed,Not listed,2
Rosaceae,Crataegus,Crataegus alleghaniensis,Beadle,,United States,Yes,"AL, GA, TN",Endangered,2022,GNR,,Not listed,Not listed,1
Rosaceae,Crataegus,Crataegus aprica,Beadle,,United States,Yes,"AL, GA, NC, SC, TN, VA",Least Concern,2022,GNR,,Not listed,Not listed,6
Rosaceae,Crataegus,Crataegus ashei,Beadle,,United States,Yes,"AL, LA, MS",Endangered (ESTIMATED),ESTIMATED ASSESSMENT,G2,2019,Not listed,Not listed,4
Rosaceae,Crataegus,Crataegus austromontana,Beadle,,United States,Yes,,Not Evaluated,,GH,2020,Not listed,Not listed,Not on PlantSearch
Rosaceae,Crataegus,Crataegus beata,Sarg.,,"United States, Canada",No,"MI, NY, OH, PA, WI",Least Concern,2020,G3,1998,Not listed,Not listed,4
Rosaceae,Crataegus,Crataegus berberifolia,Torr. & A.Gray,,United States,Yes,"AL, AR, FL, GA, KS, LA, MO, MS, NC, SC, TN",Least Concern,2020,GNR,,Not listed,Not listed,9
Rosaceae,Crataegus,Crataegus brachyacantha,Sarg. & Engelm.,,United States,Yes,"AL, AR, GA, LA, MS, OK, TX",Least Concern,2020,G4,1988,Not listed,Not listed,11
